SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,11-JUN-2018,40.5,41.7,39.55,40.1,82676,823,40.15
21STCENMGM,11-JUN-2018,36.7,36.7,36.7,36.7,1459,13,36.0
3IINFOTECH,11-JUN-2018,4.85,4.9,4.65,4.7,1032606,761,4.85
3MINDIA,11-JUN-2018,18821.0,19436.85,18821.0,19018.0,1832,486,18944.5
3PLAND,11-JUN-2018,13.0,14.1,13.0,14.1,4833,23,13.4
5PAISA,11-JUN-2018,385.05,394.3,376.0,377.3,3924,271,384.05
63MOONS,11-JUN-2018,74.15,87.65,74.15,87.5,3471612,23199,73.05
8KMILES,11-JUN-2018,556.8,567.0,520.0,528.8,267992,10488,551.7
A2ZINFRA,11-JUN-2018,22.6,23.4,22.0,22.75,376235,1599,22.65
AAKASH,11-JUN-2018,44.05,47.9,44.05,47.9,4000,2,46.0
AARTIDRUGS,11-JUN-2018,519.95,532.0,517.55,521.05,5826,592,520.05
AARTIIND,11-JUN-2018,1187.9,1225.9,1177.25,1218.75,14690,1338,1173.6
AARVEEDEN,11-JUN-2018,34.0,37.8,33.6,34.9,39148,258,34.3
AARVI,11-JUN-2018,70.0,70.0,70.0,70.0,2000,1,72.0
ABAN,11-JUN-2018,122.95,125.2,122.25,123.25,753294,8596,122.35
ABB,11-JUN-2018,1250.0,1280.0,1230.05,1249.35,36180,4599,1248.95
ABBOTINDIA,11-JUN-2018,6420.0,6420.0,6326.95,6351.0,10523,1469,6365.4
ABCAPITAL,11-JUN-2018,141.65,143.5,139.1,139.35,2403142,23049,140.8
ABFRL,11-JUN-2018,140.05,142.4,138.25,138.85,324611,3528,139.2
ABGSHIP,11-JUN-2018,7.1,7.2,6.6,6.6,4032,39,6.9
ABMINTLTD,11-JUN-2018,22.65,22.65,22.65,22.65,50,1,22.65
ACC,11-JUN-2018,1315.9,1338.8,1311.3,1320.2,356878,22515,1315.1
ACCELYA,11-JUN-2018,1180.2,1249.0,1180.2,1233.65,4126,674,1178.65
ACE,11-JUN-2018,144.0,149.45,143.95,147.2,216213,2364,144.7
ADANIENT,11-JUN-2018,127.7,132.85,126.9,128.25,6562401,36416,126.3
ADANIPORTS,11-JUN-2018,384.0,387.7,380.1,382.3,2030226,43078,380.5
ADANIPOWER,11-JUN-2018,19.25,20.1,19.15,19.55,10958826,15505,19.35
ADANITRANS,11-JUN-2018,138.0,149.8,138.0,142.95,928939,8599,137.85
ADFFOODS,11-JUN-2018,247.2,252.45,243.5,249.25,93572,2794,247.05
ADHUNIK,11-JUN-2018,3.3,3.45,3.3,3.3,51851,83,3.45
ADHUNIKIND,11-JUN-2018,63.9,66.0,62.25,65.85,79475,267,61.95
ADLABS,11-JUN-2018,37.35,38.35,37.2,37.9,67107,852,37.3
ADORWELD,11-JUN-2018,356.45,356.45,341.2,343.6,2094,163,348.25
ADROITINFO,11-JUN-2018,27.0,27.8,25.5,26.4,13590,106,27.6
ADSL,11-JUN-2018,18.45,18.75,17.65,18.05,14702,110,17.5
ADVANIHOTR,11-JUN-2018,54.8,57.3,54.35,55.85,11685,162,54.85
ADVENZYMES,11-JUN-2018,221.0,223.0,217.5,218.6,143745,2961,220.15
AEGISCHEM,11-JUN-2018,247.95,254.0,244.9,245.7,216504,4036,245.45
AFL,11-JUN-2018,53.0,55.95,53.0,54.75,11687,62,52.55
AGARIND,11-JUN-2018,261.0,278.0,261.0,269.95,3840,154,262.4
AGCNET,11-JUN-2018,119.0,121.0,117.25,119.05,3351,64,120.35
AGLSL,11-JUN-2018,90.25,91.05,89.05,90.0,10085,90,90.25
AGRITECH,11-JUN-2018,128.0,133.0,124.55,126.4,104156,1806,126.3
AGROPHOS,11-JUN-2018,37.5,37.6,37.5,37.55,24000,4,37.4
AHLEAST,11-JUN-2018,280.3,300.0,280.25,286.05,2010,179,288.45
AHLUCONT,11-JUN-2018,353.15,355.7,350.0,353.55,1742,94,352.4
AHLWEST,11-JUN-2018,298.2,324.0,298.2,315.0,2015,32,312.0
AIAENG,11-JUN-2018,1531.0,1565.0,1523.5,1548.2,22070,2823,1545.65
AICHAMP,11-JUN-2018,23.4,23.4,23.4,23.4,500,1,22.3
AIFL,11-JUN-2018,466.05,470.3,463.6,465.1,24261,544,466.4
AIRAN,11-JUN-2018,240.0,251.9,240.0,247.0,5000,9,251.1
AIROLAM,11-JUN-2018,39.75,39.75,39.0,39.0,12000,4,42.5
AISL,11-JUN-2018,97.5,97.95,97.4,97.45,4800,4,99.9
AJANTPHARM,11-JUN-2018,980.0,1016.95,976.0,994.9,1231721,31426,976.35
AJMERA,11-JUN-2018,219.7,234.4,219.7,228.55,277776,5896,218.8
AKSHARCHEM,11-JUN-2018,596.5,619.5,596.5,603.5,3004,217,597.15
AKSHOPTFBR,11-JUN-2018,31.4,33.2,31.4,31.6,971765,2886,31.35
AKZOINDIA,11-JUN-2018,1814.0,1868.75,1814.0,1852.0,2855,703,1824.55
ALANKIT,11-JUN-2018,29.15,30.25,29.15,29.75,385638,772,29.45
ALBERTDAVD,11-JUN-2018,392.8,409.0,390.0,402.2,32176,206,391.2
ALBK,11-JUN-2018,45.6,47.0,45.2,45.75,5441486,14282,46.3
ALCHEM,11-JUN-2018,6.0,6.3,5.8,6.2,10399,52,6.0
ALEMBICLTD,11-JUN-2018,41.7,49.55,39.75,45.65,5399981,32158,41.3
