SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,09-SEP-2016,37.2,38.25,37.0,37.55,178696,296,37.55
3IINFOTECH,09-SEP-2016,5.45,5.85,5.4,5.7,8046650,2579,5.4
3MINDIA,09-SEP-2016,13194.0,13255.55,13125.55,13182.05,565,268,13193.2
8KMILES,09-SEP-2016,1951.3,1969.0,1939.5,1942.8,12372,1327,1951.3
A2ZINFRA,09-SEP-2016,40.4,40.5,38.5,38.9,528744,3397,40.2
AARTIDRUGS,09-SEP-2016,485.0,486.0,475.0,479.2,70295,491,484.6
AARTIIND,09-SEP-2016,620.0,628.85,606.0,607.55,35960,4592,622.25
AARVEEDEN,09-SEP-2016,72.65,72.65,70.0,72.05,8369,85,73.05
ABAN,09-SEP-2016,223.5,226.9,219.8,220.8,1031963,11037,222.2
ABB,09-SEP-2016,1185.0,1194.0,1175.1,1185.9,27584,4040,1185.25
ABBOTINDIA,09-SEP-2016,4620.5,4690.0,4590.0,4669.5,4847,776,4594.65
ABFRL,09-SEP-2016,151.8,154.0,149.7,151.05,455779,5651,151.8
ABGSHIP,09-SEP-2016,28.7,29.0,28.15,28.35,109984,775,28.6
ABIRLANUVO,09-SEP-2016,1406.0,1409.45,1375.75,1381.75,351761,10105,1404.65
ACC,09-SEP-2016,1693.0,1693.0,1651.2,1653.35,287571,14238,1692.75
ACCELYA,09-SEP-2016,1230.25,1253.0,1219.0,1241.15,5682,216,1242.55
ACE,09-SEP-2016,44.6,45.4,43.7,44.5,122886,540,44.3
ACROPETAL,09-SEP-2016,2.3,2.3,2.1,2.1,3296,9,2.2
ADANIENT,09-SEP-2016,74.75,74.75,73.25,73.45,1701015,5491,74.45
ADANIPORTS,09-SEP-2016,274.95,275.5,270.1,272.2,2254000,33687,275.6
ADANIPOWER,09-SEP-2016,28.1,29.35,27.8,28.85,16223977,30569,27.7
ADANITRANS,09-SEP-2016,40.6,41.5,40.0,41.1,1817080,7197,40.4
