SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
1003GS2019,22-MAR-2019,81.23,81.23,81.23,81.23,1,1,85.5
20MICRONS,22-MAR-2019,39.1,39.3,38.2,38.55,19376,331,38.55
21STCENMGM,22-MAR-2019,19.6,19.6,19.25,19.25,417,13,19.6
3IINFOTECH,22-MAR-2019,3.8,4.0,3.7,3.9,4901206,1262,3.75
3MINDIA,22-MAR-2019,23440.15,23758.7,23440.15,23585.0,995,531,23440.15
3PLAND,22-MAR-2019,11.65,11.9,11.25,11.8,1404,6,11.65
5PAISA,22-MAR-2019,233.65,242.1,228.0,231.4,2460,153,237.85
63MOONS,22-MAR-2019,84.7,85.0,80.8,81.2,129417,3293,84.0
8KMILES,22-MAR-2019,105.9,106.3,102.35,102.95,130920,2014,105.25
A2ZINFRA,22-MAR-2019,17.4,17.9,16.75,17.6,151791,276,17.4
AARON,22-MAR-2019,43.6,46.4,43.6,46.4,6000,2,45.95
AARTIDRUGS,22-MAR-2019,659.85,663.85,655.65,660.7,29183,2501,657.1
AARTIIND,22-MAR-2019,1460.0,1478.95,1460.0,1466.65,169188,7769,1460.95
AARVEEDEN,22-MAR-2019,25.7,26.7,22.9,25.15,61754,588,24.4
AARVI,22-MAR-2019,46.0,46.0,46.0,46.0,2000,1,44.0
AAVAS,22-MAR-2019,1135.0,1194.0,1129.25,1155.55,22653,2826,1142.85
ABAN,22-MAR-2019,63.0,63.0,60.0,60.3,118928,1280,62.6
ABB,22-MAR-2019,1344.4,1349.0,1334.85,1340.0,71541,4947,1338.7
ABBOTINDIA,22-MAR-2019,7301.0,7420.0,7301.0,7383.85,13072,564,7355.9
ABCAPITAL,22-MAR-2019,105.0,105.95,102.15,102.65,2444596,27086,104.9
ABFRL,22-MAR-2019,225.0,228.25,223.8,224.95,545643,10441,225.5
ABGSHIP,22-MAR-2019,1.9,1.9,1.9,1.9,9204,31,1.95
ABSLNN50ET,22-MAR-2019,286.85,333.84,286.85,314.17,152,29,319.29
ACC,22-MAR-2019,1565.0,1597.6,1555.25,1582.95,1223995,41513,1560.2
ACCELYA,22-MAR-2019,926.0,945.0,924.05,935.15,3784,442,930.05
ACCORD,22-MAR-2019,25.1,26.4,25.1,26.4,44000,3,25.0
ACCURACY,22-MAR-2019,55.85,59.75,55.4,59.65,27200,10,59.6
ACE,22-MAR-2019,101.95,102.5,99.0,101.5,167095,4563,101.0
ACEINTEG,22-MAR-2019,36.0,36.0,36.0,36.0,6000,1,36.0
ADANIENT,22-MAR-2019,140.7,141.45,137.05,138.25,3147147,19336,139.45
ADANIGAS,22-MAR-2019,116.85,117.8,115.15,116.2,389292,1774,116.65
ADANIGREEN,22-MAR-2019,36.6,37.0,35.35,36.0,505496,2648,36.45
ADANIPORTS,22-MAR-2019,359.6,362.0,355.3,360.75,3229387,82346,360.6
ADANIPOWER,22-MAR-2019,48.8,50.1,47.85,48.2,14952355,19243,48.6
ADANITRANS,22-MAR-2019,227.4,232.35,222.65,224.65,271212,7920,225.15
ADFFOODS,22-MAR-2019,253.5,253.5,241.1,243.4,23298,940,252.65
ADHUNIK,22-MAR-2019,2.5,2.5,2.5,2.5,17168,22,2.4
ADHUNIKIND,22-MAR-2019,56.0,56.0,54.0,54.15,7482,74,54.95
ADLABS,22-MAR-2019,11.15,11.15,10.2,10.2,698175,654,10.7
ADORWELD,22-MAR-2019,342.2,342.2,334.9,335.5,6304,226,337.1
ADROITINFO,22-MAR-2019,17.05,17.9,16.2,17.8,3390,20,17.05
ADSL,22-MAR-2019,14.8,14.8,13.65,13.75,12653,119,14.1
ADVANIHOTR,22-MAR-2019,66.65,70.7,66.65,70.1,90882,245,67.85
ADVENZYMES,22-MAR-2019,179.0,179.6,173.0,174.45,74831,1668,178.65
AEGISCHEM,22-MAR-2019,200.0,202.7,185.0,201.75,240536,8921,200.05
AGARIND,22-MAR-2019,161.15,168.4,160.25,161.35,7020,126,166.05
AGCNET,22-MAR-2019,118.3,120.55,114.0,115.85,4857,93,115.0
AGLSL,22-MAR-2019,60.85,61.1,58.65,60.0,17814,104,60.65
AGRITECH,22-MAR-2019,52.7,52.75,51.0,51.45,4901,108,50.55
AGROPHOS,22-MAR-2019,74.4,75.2,72.0,74.9,86752,264,74.35
AHLADA,22-MAR-2019,91.0,91.0,86.0,87.1,15000,12,92.0
AHLEAST,22-MAR-2019,253.95,253.95,239.05,241.15,5419,89,243.8
AHLUCONT,22-MAR-2019,340.0,343.95,320.05,321.95,18735,858,342.75
AHLWEST,22-MAR-2019,361.9,361.9,350.0,350.55,363,26,350.0
AIAENG,22-MAR-2019,1700.5,1727.85,1700.5,1712.3,10547,4039,1707.3
AIFL,22-MAR-2019,13.3,13.75,12.65,13.2,129931,313,13.3
AIONJSW,22-MAR-2019,26.9,26.9,25.0,25.35,62033,303,26.5
AIRAN,22-MAR-2019,56.9,58.85,56.9,58.85,52500,4,56.15
AISL,22-MAR-2019,66.0,66.0,65.0,65.0,6000,5,65.8
AJANTPHARM,22-MAR-2019,1024.9,1033.0,999.35,1006.2,423459,16439,1021.05
AJMERA,22-MAR-2019,187.45,189.5,183.5,184.15,119266,2710,186.7
AKASH,22-MAR-2019,51.0,51.0,51.0,51.0,2000,1,48.6
AKG,22-MAR-2019,36.4,36.6,35.9,35.9,248000,16,35.6
AKSHARCHEM,22-MAR-2019,333.45,339.0,318.15,333.7,5104,249,328.6
AKSHOPTFBR,22-MAR-2019,19.0,19.15,18.65,18.7,691413,1648,18.95
AKZOINDIA,22-MAR-2019,1770.0,1770.0,1735.0,1752.8,6053,1351,1751.15
ALANKIT,22-MAR-2019,31.85,32.2,30.75,31.05,707836,1133,31.95
ALBERTDAVD,22-MAR-2019,405.0,406.4,400.6,400.95,5574,196,405.85
ALBK,22-MAR-2019,55.55,55.75,53.95,54.4,5993205,15291,55.45
ALCHEM,22-MAR-2019,2.0,2.05,2.0,2.0,8104,15,2.0
ALEMBICLTD,22-MAR-2019,43.05,43.4,42.6,42.8,130871,594,43.05
ALICON,22-MAR-2019,573.95,609.9,572.1,601.9,3431,439,577.6
ALKALI,22-MAR-2019,42.8,44.55,42.1,42.6,33837,404,42.8
ALKEM,22-MAR-2019,1763.1,1765.7,1710.0,1717.7,36224,3849,1754.35
ALKYLAMINE,22-MAR-2019,811.3,829.8,810.0,812.2,6507,293,828.35
ALLCARGO,22-MAR-2019,116.9,118.85,114.1,116.15,187024,2495,116.7
ALLSEC,22-MAR-2019,254.0,290.0,254.0,285.2,551532,13607,250.7
ALMONDZ,22-MAR-2019,24.9,24.9,23.0,23.2,6500,50,23.85
ALOKTEXT,22-MAR-2019,6.65,6.65,6.05,6.05,22244907,5470,6.35
ALPA,22-MAR-2019,26.4,27.5,26.25,26.35,26708,221,27.0
ALPHAGEO,22-MAR-2019,501.8,505.0,476.3,484.25,14375,1597,501.8
AMARAJABAT,22-MAR-2019,727.0,736.0,712.5,716.1,382972,12094,727.05
AMBER,22-MAR-2019,799.0,800.0,780.95,790.45,6484,586,792.05
AMBIKCO,22-MAR-2019,1128.65,1140.0,1128.5,1131.85,5069,220,1129.4
AMBUJACEM,22-MAR-2019,228.75,233.4,227.4,229.85,2103761,26732,227.45
AMDIND,22-MAR-2019,21.9,22.0,21.35,21.4,1168,19,22.0
AMJLAND,22-MAR-2019,20.45,20.45,18.7,19.1,18819,145,20.0
AMJUMBO,22-MAR-2019,52.8,52.8,45.2,48.15,24000,10,48.3
