SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,06-NOV-2017,50.95,50.95,48.0,49.0,121271,847,48.6
3IINFOTECH,06-NOV-2017,3.95,3.95,3.9,3.9,1635003,603,3.95
3MINDIA,06-NOV-2017,15600.0,16975.0,15589.0,16000.7,2338,854,15411.15
63MOONS,06-NOV-2017,139.5,144.8,137.55,144.8,400868,3331,137.95
8KMILES,06-NOV-2017,834.6,899.0,810.0,868.0,971228,32038,839.05
A2ZINFRA,06-NOV-2017,39.3,41.9,38.75,40.85,4429235,11612,39.75
AARTIDRUGS,06-NOV-2017,525.0,540.95,525.0,537.9,7227,234,536.5
AARTIIND,06-NOV-2017,929.0,929.0,905.0,909.5,133258,4074,933.45
AARVEEDEN,06-NOV-2017,45.15,45.15,43.1,43.9,16520,140,44.15
AARVI,06-NOV-2017,72.5,72.5,72.0,72.35,20000,7,74.0
ABAN,06-NOV-2017,207.9,224.4,207.8,220.0,5285098,45816,206.65
ABB,06-NOV-2017,1380.0,1388.7,1365.0,1368.0,24350,1821,1382.25
ABBOTINDIA,06-NOV-2017,4335.05,4417.4,4335.05,4379.8,2296,804,4335.1
ABCAPITAL,06-NOV-2017,194.6,210.0,194.5,207.2,20016574,127751,193.3
ABFRL,06-NOV-2017,153.0,155.9,152.55,154.05,600326,6472,153.6
ABGSHIP,06-NOV-2017,14.6,15.0,14.2,14.65,34953,96,14.5
ABMINTLTD,06-NOV-2017,41.05,41.05,41.05,41.05,82,4,41.0
ACC,06-NOV-2017,1801.0,1814.35,1792.0,1803.7,150563,9066,1805.2
ACCELYA,06-NOV-2017,1362.0,1385.0,1362.0,1377.55,5117,451,1370.05
ACCORD,06-NOV-2017,63.0,64.0,61.25,61.25,10000,5,64.25
ACE,06-NOV-2017,91.65,96.4,91.65,94.35,540701,3740,92.2
ACEINTEG,06-NOV-2017,35.0,35.0,35.0,35.0,3000,1,32.0
ADANIENT,06-NOV-2017,143.2,151.45,142.65,149.7,12584319,60330,140.5
ADANIPORTS,06-NOV-2017,434.0,443.3,430.65,437.55,4541407,33446,434.85
ADANIPOWER,06-NOV-2017,34.3,36.15,34.3,35.65,18837772,27686,34.55
ADANITRANS,06-NOV-2017,204.0,208.95,198.0,201.4,857651,14003,203.65
