SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,14-JUL-2017,41.4,41.4,39.5,39.75,128698,478,41.1
3IINFOTECH,14-JUL-2017,4.5,4.55,4.45,4.5,1530338,445,4.45
3MINDIA,14-JUL-2017,13639.65,13724.5,13570.0,13664.3,464,215,13504.7
63MOONS,14-JUL-2017,64.2,64.5,61.6,62.65,49049,964,64.2
8KMILES,14-JUL-2017,545.0,545.05,539.2,540.45,33012,1004,543.0
A2ZINFRA,14-JUL-2017,43.6,44.2,42.85,43.1,402060,2382,43.6
AARTIDRUGS,14-JUL-2017,561.35,562.8,545.15,549.45,7879,714,558.3
AARTIIND,14-JUL-2017,993.0,998.4,981.35,988.85,63484,3361,987.15
AARVEEDEN,14-JUL-2017,66.0,66.8,64.5,64.95,9274,112,66.95
ABAN,14-JUL-2017,189.6,192.6,188.6,189.2,474007,5943,189.6
ABB,14-JUL-2017,1488.85,1488.85,1460.05,1466.5,28880,2999,1473.6
ABBOTINDIA,14-JUL-2017,4400.05,4580.0,4397.95,4551.65,7977,2997,4407.75
ABFRL,14-JUL-2017,179.4,184.25,177.15,182.35,683440,9596,177.15
ABGSHIP,14-JUL-2017,14.0,14.0,13.15,13.3,31507,181,13.8
ABMINTLTD,14-JUL-2017,98.5,99.6,94.9,99.6,1079,30,94.9
ACC,14-JUL-2017,1701.0,1769.65,1698.8,1755.1,787831,26165,1703.55
ACCELYA,14-JUL-2017,1392.8,1427.5,1371.95,1383.25,2491,290,1379.3
ACCORD,14-JUL-2017,75.8,75.8,71.2,71.3,34000,17,71.3
ACE,14-JUL-2017,72.35,72.35,70.0,70.6,300864,2023,71.8
ACEINTEG,14-JUL-2017,39.8,39.8,37.0,37.0,30000,9,39.55
ADANIENT,14-JUL-2017,141.0,141.45,137.7,139.4,4692142,17804,140.8
ADANIPORTS,14-JUL-2017,375.95,378.45,374.45,375.6,1737806,33739,375.95
ADANIPOWER,14-JUL-2017,30.5,30.5,29.55,29.7,5040875,6485,30.25
ADANITRANS,14-JUL-2017,126.3,127.4,123.85,125.65,212620,1633,125.6
ADFFOODS,14-JUL-2017,255.75,256.05,248.8,250.55,89900,1547,254.75
ADHUNIK,14-JUL-2017,6.15,6.15,5.7,5.75,82492,519,5.8
ADHUNIKIND,14-JUL-2017,100.25,103.45,99.65,100.55,276369,592,100.4
ADLABS,14-JUL-2017,71.6,72.4,71.45,71.8,229480,1759,72.05
ADORWELD,14-JUL-2017,375.0,419.95,369.05,404.75,94000,3065,371.35
ADSL,14-JUL-2017,25.5,26.3,24.9,25.0,18997,154,26.15
ADVANIHOTR,14-JUL-2017,60.7,61.5,59.3,60.8,5500,182,61.6
ADVENZYMES,14-JUL-2017,355.5,356.0,345.0,348.7,189605,3811,354.6
AEGISCHEM,14-JUL-2017,189.35,190.6,188.1,189.6,109718,804,189.55
AFL,14-JUL-2017,53.9,55.5,52.5,55.3,24250,27,54.25
AGARIND,14-JUL-2017,650.05,670.0,640.0,659.95,5379,58,670.0
AGCNET,14-JUL-2017,122.2,122.3,122.2,122.25,227,5,122.2
AGRITECH,14-JUL-2017,63.65,63.65,61.45,62.3,28890,129,62.55
AHLEAST,14-JUL-2017,290.1,299.0,290.05,296.85,488,47,290.05
AHLUCONT,14-JUL-2017,299.1,303.75,293.25,295.2,46563,1018,294.95
AHLWEST,14-JUL-2017,168.5,176.0,165.05,165.25,694,21,165.0
AIAENG,14-JUL-2017,1408.2,1434.8,1400.0,1409.65,19336,2174,1436.25
AICHAMP,14-JUL-2017,25.7,25.7,25.6,25.6,550,2,24.5
AIFL,14-JUL-2017,400.2,403.8,399.1,400.25,96014,1343,402.2
AIRAN,14-JUL-2017,151.5,151.5,144.5,147.85,12000,4,151.9
AJANTPHARM,14-JUL-2017,1472.0,1503.0,1471.0,1492.95,123458,7467,1475.05
AJMERA,14-JUL-2017,218.0,218.55,213.1,214.7,39776,1534,216.8
AKASH,14-JUL-2017,85.6,99.85,85.6,86.1,99000,31,85.3
AKSHARCHEM,14-JUL-2017,874.0,874.0,835.0,856.15,16877,975,866.6
AKSHOPTFBR,14-JUL-2017,22.8,22.8,21.65,21.85,1118456,2824,22.7
AKZOINDIA,14-JUL-2017,1826.0,1827.0,1806.05,1811.15,2367,364,1813.9
ALANKIT,14-JUL-2017,35.05,35.75,34.5,34.85,312759,424,35.4
ALBERTDAVD,14-JUL-2017,325.05,329.95,319.6,324.0,3547,179,326.75
ALBK,14-JUL-2017,70.7,71.6,69.7,71.1,2245640,7465,70.5
ALCHEM,14-JUL-2017,15.95,16.25,15.1,15.65,9515,94,16.0
ALEMBICLTD,14-JUL-2017,41.3,42.4,40.25,40.55,386642,1569,41.3
ALICON,14-JUL-2017,530.2,548.0,526.6,532.35,4112,263,535.45
ALKALI,14-JUL-2017,67.5,68.85,66.0,66.75,7613,108,68.45
ALKEM,14-JUL-2017,1807.3,1814.6,1767.7,1785.25,23261,4083,1807.3
ALKYLAMINE,14-JUL-2017,419.2,428.7,415.1,422.0,17777,553,423.25
ALLCARGO,14-JUL-2017,172.55,174.05,171.25,172.0,247936,3052,172.5
ALLSEC,14-JUL-2017,318.15,324.0,315.2,321.8,28726,567,319.1
ALMONDZ,14-JUL-2017,24.95,25.9,23.6,24.1,43236,340,24.75
ALOKTEXT,14-JUL-2017,2.95,2.95,2.8,2.8,3176023,865,2.95
ALPA,14-JUL-2017,36.15,36.15,34.25,35.7,50795,275,34.45
ALPHAGEO,14-JUL-2017,845.0,875.0,844.95,862.65,44375,2510,842.15
ALPSINDUS,14-JUL-2017,6.85,6.85,6.3,6.35,31728,85,6.6
AMARAJABAT,14-JUL-2017,856.0,856.05,843.05,844.55,325762,16392,852.15
AMBIKCO,14-JUL-2017,1319.95,1319.95,1293.85,1298.8,1033,171,1314.05
AMBUJACEM,14-JUL-2017,262.9,263.9,259.7,261.9,2298401,18880,263.15
AMDIND,14-JUL-2017,28.55,29.25,28.5,28.95,30716,107,29.0
AMRUTANJAN,14-JUL-2017,679.9,679.9,664.8,665.7,3545,390,671.8
AMTEKAUTO,14-JUL-2017,30.9,31.0,29.9,30.1,907962,3863,30.8
ANANTRAJ,14-JUL-2017,64.45,69.0,62.5,67.15,6328859,17597,64.0
ANDHRABANK,14-JUL-2017,57.0,57.65,56.3,57.2,2796294,8199,56.95
ANDHRACEMT,14-JUL-2017,10.05,10.05,9.65,9.7,155111,303,9.9
ANDHRSUGAR,14-JUL-2017,347.15,347.95,335.75,337.2,21237,578,345.05
ANGIND,14-JUL-2017,8.0,8.2,7.8,8.0,12445,63,8.0
ANIKINDS,14-JUL-2017,25.95,26.4,25.0,26.4,6394,29,25.15
ANKITMETAL,14-JUL-2017,1.35,1.4,1.3,1.4,33557,27,1.35
ANSALAPI,14-JUL-2017,28.35,29.0,27.3,28.05,284927,1255,28.55
ANSALHSG,14-JUL-2017,28.0,28.0,27.2,27.5,38151,211,27.95
ANTGRAPHIC,14-JUL-2017,1.65,1.65,1.65,1.65,6061,8,1.7
APARINDS,14-JUL-2017,798.9,798.9,784.0,786.3,5883,797,792.55
APCL,14-JUL-2017,224.6,232.5,224.6,226.6,2657,178,227.5
APCOTEXIND,14-JUL-2017,426.0,428.0,417.55,420.75,7182,281,425.2
APLAPOLLO,14-JUL-2017,1608.0,1608.0,1570.0,1585.75,9156,976,1598.65
APLLTD,14-JUL-2017,545.0,545.0,537.0,541.15,34143,1038,540.3
