SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,21-JAN-2016,28.75,29.3,25.35,26.35,215398,966,28.1
3IINFOTECH,21-JAN-2016,4.5,4.6,4.4,4.5,1514503,737,4.35
3MINDIA,21-JAN-2016,9900.0,10005.3,9800.0,9827.5,616,124,9838.95
8KMILES,21-JAN-2016,1980.0,2066.95,1936.0,2008.6,59101,6107,1944.55
A2ZINFRA,21-JAN-2016,22.7,22.7,21.45,21.75,220975,1064,21.8
AARTIDRUGS,21-JAN-2016,507.0,512.0,494.0,496.85,12568,737,500.55
AARTIIND,21-JAN-2016,482.0,492.95,460.0,466.6,20139,1722,475.45
AARVEEDEN,21-JAN-2016,52.6,52.6,50.0,51.85,292,15,51.6
ABAN,21-JAN-2016,184.0,187.0,175.7,179.25,975420,14614,182.6
ABB,21-JAN-2016,1003.75,1014.2,956.6,964.5,25645,3792,993.6
ABBOTINDIA,21-JAN-2016,5219.55,5250.0,5010.0,5124.9,1277,555,5109.2
ABGSHIP,21-JAN-2016,61.4,61.4,57.35,57.95,190090,1589,58.7
ABIRLANUVO,21-JAN-2016,900.0,928.0,881.0,918.65,973714,60045,882.15
ACC,21-JAN-2016,1225.0,1236.95,1211.25,1228.45,209284,11982,1212.25
ACCELYA,21-JAN-2016,830.1,864.0,825.0,846.45,1473,182,834.75
ACE,21-JAN-2016,37.8,38.4,36.5,37.55,73032,543,36.8
ACROPETAL,21-JAN-2016,3.3,3.4,3.0,3.2,15183,50,3.3
ADANIENT,21-JAN-2016,70.4,71.95,68.0,69.6,3433478,15521,68.8
ADANIPORTS,21-JAN-2016,224.0,224.0,215.1,221.3,7664473,53938,219.4
ADANIPOWER,21-JAN-2016,27.0,27.4,25.7,26.55,6730282,9751,26.5
ADANITRANS,21-JAN-2016,31.75,32.55,31.0,32.0,978984,2594,31.15
ADFFOODS,21-JAN-2016,79.0,86.2,78.65,83.15,39321,989,78.6
ADHUNIK,21-JAN-2016,12.7,13.0,12.15,12.25,72026,251,12.4
ADI,21-JAN-2016,219.2,219.95,215.95,218.85,3090,63,220.0
ADLABS,21-JAN-2016,110.3,115.0,108.0,109.7,51664,1288,109.75
ADORWELD,21-JAN-2016,270.0,283.4,261.9,280.15,7550,369,264.65
ADSL,21-JAN-2016,43.4,43.8,41.55,42.2,206623,1412,41.65
ADVANIHOTR,21-JAN-2016,47.0,47.0,42.45,43.6,736,25,44.0
ADVANTA,21-JAN-2016,383.35,390.9,382.6,385.35,13522,2377,380.85
AEGISCHEM,21-JAN-2016,94.0,96.3,89.1,91.15,126628,1572,91.2
AFL,21-JAN-2016,71.9,71.9,67.15,68.6,6317,142,69.2
AGARIND,21-JAN-2016,151.0,155.4,151.0,154.15,20691,212,149.55
AGCNET,21-JAN-2016,81.45,82.0,77.85,78.05,2024,43,77.95
AGRITECH,21-JAN-2016,10.7,10.7,10.2,10.7,1125,6,10.7
AGRODUTCH,21-JAN-2016,3.6,3.6,3.25,3.3,9550,27,3.2
AHLEAST,21-JAN-2016,142.0,145.0,142.0,145.0,200,7,143.2
AHLUCONT,21-JAN-2016,239.0,248.6,239.0,245.35,20788,485,235.3
AHLWEST,21-JAN-2016,120.05,120.05,120.05,120.05,107,6,120.0
AIAENG,21-JAN-2016,820.2,825.7,803.0,819.15,99063,3208,819.9
AIFL,21-JAN-2016,279.0,281.0,267.1,275.5,79698,666,269.85
AIL,21-JAN-2016,610.05,620.8,610.0,616.15,8688,649,604.0
AJANTPHARM,21-JAN-2016,1155.0,1187.95,1143.35,1160.4,123142,10460,1159.75
AJMERA,21-JAN-2016,133.95,138.6,133.0,134.25,82702,1934,132.3
AKSHOPTFBR,21-JAN-2016,14.45,14.7,14.2,14.45,766329,1716,14.15
AKZOINDIA,21-JAN-2016,1295.05,1310.0,1282.0,1294.8,2184,294,1289.9
ALANKIT,21-JAN-2016,71.2,72.4,70.1,71.0,534661,2678,70.5
ALBK,21-JAN-2016,50.65,51.95,49.5,51.2,2872168,10999,50.35
ALCHEM,21-JAN-2016,24.75,24.75,22.9,24.05,9347,64,24.15
ALEMBICLTD,21-JAN-2016,39.6,40.8,38.3,40.0,521087,2836,38.35
ALICON,21-JAN-2016,278.0,286.95,270.0,272.3,1876,87,273.6
ALKALI,21-JAN-2016,53.35,53.75,50.0,51.85,2900,49,51.85
ALKEM,21-JAN-2016,1339.0,1375.0,1338.0,1368.6,197466,15141,1322.8
ALKYLAMINE,21-JAN-2016,312.0,318.6,310.2,312.35,2738,125,311.9
ALLCARGO,21-JAN-2016,171.95,179.0,170.0,175.45,122549,3380,168.95
ALLSEC,21-JAN-2016,98.1,105.0,95.5,102.45,30103,559,100.5
ALMONDZ,21-JAN-2016,11.7,12.8,11.7,11.85,147,5,12.5
ALOKTEXT,21-JAN-2016,5.35,5.4,5.05,5.1,5542799,2058,5.25
ALPA,21-JAN-2016,54.55,58.3,54.55,54.55,116022,405,57.4
ALPHAGEO,21-JAN-2016,408.0,420.0,401.0,410.0,7379,387,397.35
ALPSINDUS,21-JAN-2016,6.65,6.65,6.05,6.05,57172,78,6.35
ALSTOMT&D,21-JAN-2016,422.45,425.95,404.5,423.3,31969,2449,422.0
AMARAJABAT,21-JAN-2016,797.0,807.9,794.0,804.95,158669,8277,794.9
AMBIKCO,21-JAN-2016,816.0,823.95,800.0,801.8,4413,583,811.05
AMBUJACEM,21-JAN-2016,189.0,194.4,187.3,192.1,1546722,19383,186.95
AMDIND,21-JAN-2016,26.3,26.5,24.95,26.4,12153,118,25.25
AMRUTANJAN,21-JAN-2016,405.0,425.0,405.0,416.25,13459,1025,405.65
AMTEKAUTO,21-JAN-2016,37.5,38.45,35.6,36.55,1766435,7325,36.6
AMTL,21-JAN-2016,26.0,27.0,25.5,26.85,3564,23,25.8
ANANDAMRUB,21-JAN-2016,23.45,23.45,22.3,22.3,107,5,23.45
ANANTRAJ,21-JAN-2016,35.9,36.7,35.1,35.8,332830,1631,35.75
ANDHRABANK,21-JAN-2016,50.45,51.65,49.7,50.85,1506356,6981,49.85
ANDHRACEMT,21-JAN-2016,8.35,8.5,8.0,8.1,319800,476,8.15
ANDHRSUGAR,21-JAN-2016,130.35,134.0,128.5,132.95,29304,837,129.8
ANGIND,21-JAN-2016,44.5,45.35,42.6,44.25,44799,445,43.4
ANIKINDS,21-JAN-2016,30.45,30.45,28.5,28.5,2,2,30.0
ANKITMETAL,21-JAN-2016,2.0,2.0,1.9,2.0,185103,111,1.95
ANSALAPI,21-JAN-2016,18.8,18.8,18.0,18.15,115993,469,18.05
ANSALHSG,21-JAN-2016,23.2,25.3,22.85,23.25,50551,327,22.6
ANTGRAPHIC,21-JAN-2016,0.55,0.65,0.55,0.65,143604,50,0.6
APARINDS,21-JAN-2016,453.0,460.0,440.1,442.75,16714,804,456.4
APCOTEXIND,21-JAN-2016,198.4,201.8,186.45,188.6,14004,506,193.75
APLAPOLLO,21-JAN-2016,705.0,718.0,667.0,685.55,18803,1896,687.0
APLLTD,21-JAN-2016,601.0,630.9,601.0,625.1,573039,14379,590.0
APOLLOHOSP,21-JAN-2016,1379.0,1385.45,1359.1,1367.85,189511,15090,1359.3
APOLLOTYRE,21-JAN-2016,136.0,139.05,132.95,135.65,1973050,18449,134.9
APTECHT,21-JAN-2016,60.9,61.7,58.6,59.2,260280,2252,59.9
ARCHIDPLY,21-JAN-2016,45.45,46.8,42.95,44.15,57094,805,44.85
ARCHIES,21-JAN-2016,22.95,23.4,22.4,22.7,142059,858,22.5
ARCOTECH,21-JAN-2016,330.0,330.0,317.5,320.35,112292,3138,320.35
ARIES,21-JAN-2016,80.4,83.0,78.05,79.25,14102,256,79.5
ARIHANT,21-JAN-2016,42.0,42.1,42.0,42.1,40,3,45.0
AROGRANITE,21-JAN-2016,49.9,53.0,49.0,50.6,8167,73,48.55
ARROWCOAT,21-JAN-2016,636.0,658.45,600.0,624.05,5036,687,632.8
ARROWTEX,21-JAN-2016,48.0,51.2,46.0,46.9,252676,2163,47.3
ARSHIYA,21-JAN-2016,37.45,39.8,35.55,36.15,131398,1429,36.25
ARSSINFRA,21-JAN-2016,37.0,38.9,34.5,34.95,226563,1370,36.0
ARVIND,21-JAN-2016,309.0,319.45,305.6,312.1,2301474,40181,305.0
ARVINFRA,21-JAN-2016,101.0,102.55,99.1,102.25,97434,726,97.7
ASAHIINDIA,21-JAN-2016,147.0,148.5,146.0,146.1,14734,390,146.05
ASAHISONG,21-JAN-2016,136.0,144.9,136.0,142.1,16694,378,135.55
ASHAPURMIN,21-JAN-2016,65.7,66.5,61.6,63.35,121842,1349,63.7
ASHIANA,21-JAN-2016,140.5,140.5,126.0,130.55,47894,1015,134.3
ASHIMASYN,21-JAN-2016,13.15,14.0,12.9,13.15,64720,304,13.4
ASHOKA,21-JAN-2016,170.95,177.0,170.95,175.85,89688,1317,169.6
ASHOKLEY,21-JAN-2016,85.0,85.25,82.25,83.6,7742611,23761,83.45
ASIANHOTNR,21-JAN-2016,117.05,124.95,112.0,121.9,6663,106,114.0
ASIANPAINT,21-JAN-2016,850.0,856.0,841.0,844.45,1138753,51087,840.35
ASIANTILES,21-JAN-2016,143.75,145.9,136.9,143.8,85256,857,139.6
ASSAMCO,21-JAN-2016,5.35,5.4,5.3,5.4,897178,455,5.15
ASTEC,21-JAN-2016,197.0,199.95,181.1,191.55,31443,1399,192.4
ASTRAL,21-JAN-2016,405.05,416.0,382.05,388.0,11309,1374,405.6
ASTRAMICRO,21-JAN-2016,118.0,118.75,113.75,116.85,280677,3366,114.75
ASTRAZEN,21-JAN-2016,1155.05,1192.65,1125.1,1177.4,19838,1729,1150.5
ATFL,21-JAN-2016,526.5,528.0,505.6,513.5,5324,254,520.75
ATLANTA,21-JAN-2016,34.5,35.8,33.4,34.05,36273,519,33.65
ATLASCYCLE,21-JAN-2016,182.0,191.0,182.0,184.3,6252,266,184.65
ATNINTER,21-JAN-2016,0.35,0.35,0.35,0.35,14849,9,0.3
ATUL,21-JAN-2016,1419.95,1430.0,1396.05,1403.7,11853,844,1389.6
ATULAUTO,21-JAN-2016,475.0,479.05,460.0,467.85,14878,1849,463.05
AURIONPRO,21-JAN-2016,143.0,152.0,142.1,145.35,8228,360,144.0
AUROPHARMA,21-JAN-2016,813.7,815.85,766.2,773.95,1525371,44153,800.9
AUSOMENT,21-JAN-2016,24.0,24.85,21.45,24.1,561,12,24.0
AUSTRAL,21-JAN-2016,0.45,0.45,0.4,0.45,66509,29,0.4
AUTOAXLES,21-JAN-2016,623.0,641.3,580.0,589.3,2790,274,613.45
AUTOIND,21-JAN-2016,47.2,47.8,45.05,45.25,14065,173,46.55
AUTOLITIND,21-JAN-2016,47.1,49.0,44.1,46.6,16491,411,44.45
AVANTIFEED,21-JAN-2016,356.05,364.9,348.5,353.15,26043,1013,350.7
AVTNPL,21-JAN-2016,31.7,32.45,31.0,31.9,55495,303,30.5
AXISBANK,21-JAN-2016,400.0,412.45,397.7,409.15,28200956,258096,387.6
AXISCADES,21-JAN-2016,254.0,258.15,245.0,253.35,115742,3650,245.65
AXISGOLD,21-JAN-2016,2262.5,2299.0,2262.0,2262.05,307,44,2261.35
BAFNAPHARM,21-JAN-2016,36.4,36.7,32.8,34.15,125246,1241,35.15
BAGFILMS,21-JAN-2016,3.8,4.0,3.8,3.8,209394,116,4.0
BAJAJ-AUTO,21-JAN-2016,2280.05,2299.9,2256.05,2272.95,190801,15140,2278.35
BAJAJCORP,21-JAN-2016,373.05,387.0,364.4,368.95,132235,5708,371.15
BAJAJELEC,21-JAN-2016,177.0,179.05,175.0,176.9,55086,1138,175.9
BAJAJFINSV,21-JAN-2016,1855.1,1890.05,1837.0,1846.75,61047,4023,1852.25
BAJAJHIND,21-JAN-2016,16.6,16.8,15.7,16.05,3868887,6548,16.25
BAJAJHLDNG,21-JAN-2016,1486.5,1496.0,1406.65,1414.8,4767,863,1478.05
BAJFINANCE,21-JAN-2016,5690.05,5825.05,5610.0,5742.05,70958,10807,5639.4
BALAJITELE,21-JAN-2016,116.5,119.75,110.7,113.25,256407,3229,114.85
BALAMINES,21-JAN-2016,127.0,132.0,124.0,126.2,21135,353,127.55
BALKRISIND,21-JAN-2016,625.55,632.8,625.0,630.0,16235,3481,625.65
BALLARPUR,21-JAN-2016,15.9,16.6,14.8,15.8,1277926,2666,15.8
BALMLAWRIE,21-JAN-2016,558.05,570.0,551.1,557.5,6995,439,560.2
BALPHARMA,21-JAN-2016,101.55,106.5,98.75,98.75,232170,2693,103.9
BALRAMCHIN,21-JAN-2016,84.3,85.7,82.1,83.3,1079746,14461,83.75
BANARBEADS,21-JAN-2016,40.35,41.0,39.15,40.0,308,11,39.0
BANARISUG,21-JAN-2016,1068.5,1068.75,1029.95,1036.25,1286,52,1026.85
BANCOINDIA,21-JAN-2016,121.35,124.4,118.6,119.8,35525,741,120.1
BANG,21-JAN-2016,16.35,16.35,15.2,15.2,176,3,15.95
BANKBARODA,21-JAN-2016,123.55,126.5,121.1,124.25,6580088,31235,121.15
