SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,22-FEB-2017,36.4,37.05,36.2,36.55,63675,301,36.65
3IINFOTECH,22-FEB-2017,5.55,5.55,5.25,5.3,1254857,639,5.4
3MINDIA,22-FEB-2017,11120.0,11300.05,11056.6,11135.85,779,268,11189.35
63MOONS,22-FEB-2017,82.0,82.5,79.8,80.3,84095,1448,81.55
8KMILES,22-FEB-2017,594.8,601.4,585.0,588.75,32742,1634,593.15
A2ZINFRA,22-FEB-2017,41.5,41.65,40.6,40.95,322052,1907,41.2
AARTIDRUGS,22-FEB-2017,613.65,615.75,604.15,611.5,12183,506,615.0
AARTIIND,22-FEB-2017,794.9,795.45,777.25,783.35,13456,4057,788.35
AARVEEDEN,22-FEB-2017,77.8,77.8,74.6,74.9,7820,134,75.25
ABAN,22-FEB-2017,238.2,244.9,238.2,240.25,1295125,15971,237.25
ABB,22-FEB-2017,1223.0,1228.8,1195.55,1209.65,30689,5751,1225.85
ABBOTINDIA,22-FEB-2017,4545.0,4549.0,4497.0,4526.15,15890,249,4506.2
ABFRL,22-FEB-2017,158.4,160.0,155.0,159.2,891311,8413,157.45
ABGSHIP,22-FEB-2017,27.5,27.5,26.1,26.6,28162,135,27.0
ABIRLANUVO,22-FEB-2017,1554.0,1557.7,1482.0,1503.75,330616,13717,1544.1
ACC,22-FEB-2017,1470.0,1477.0,1443.4,1447.6,237273,14220,1467.45
ACCELYA,22-FEB-2017,1530.55,1540.0,1516.25,1523.85,1524,203,1530.8
ACE,22-FEB-2017,50.6,53.3,50.6,52.05,485305,2141,50.5
ADANIENT,22-FEB-2017,97.6,98.3,94.05,94.55,4687483,16932,97.45
ADANIPORTS,22-FEB-2017,305.0,306.5,297.45,300.3,3507421,51982,304.15
ADANIPOWER,22-FEB-2017,35.75,37.7,35.7,36.7,9119397,12497,35.75
ADANITRANS,22-FEB-2017,64.0,64.55,62.05,62.3,366189,2072,63.6
ADFFOODS,22-FEB-2017,150.7,151.7,147.0,147.95,31396,596,150.35
ADHUNIK,22-FEB-2017,7.65,7.95,7.6,7.7,211018,379,7.9
ADHUNIKIND,22-FEB-2017,102.75,103.8,99.45,101.9,43829,216,101.15
ADLABS,22-FEB-2017,77.8,82.25,77.25,79.55,1131622,11371,77.55
ADORWELD,22-FEB-2017,300.0,301.95,296.5,300.3,3358,180,291.4
ADSL,22-FEB-2017,32.8,32.8,31.3,31.9,19083,90,31.9
ADVANIHOTR,22-FEB-2017,54.55,54.55,53.8,53.9,3797,36,53.75
ADVENZYMES,22-FEB-2017,1649.0,1724.0,1639.0,1692.6,424365,18691,1639.9
AEGISCHEM,22-FEB-2017,202.6,205.4,194.5,198.3,273255,4492,203.8
AFL,22-FEB-2017,66.25,67.95,64.5,64.9,22139,208,67.6
AGARIND,22-FEB-2017,412.4,418.0,411.05,414.2,27749,255,409.35
AGCNET,22-FEB-2017,91.6,92.0,87.0,90.0,3687,61,91.8
AGRITECH,22-FEB-2017,32.8,34.9,31.5,32.15,9640,69,32.5
AGROPHOS,22-FEB-2017,22.0,22.0,22.0,22.0,6000,1,22.0
AHLEAST,22-FEB-2017,221.3,223.9,221.0,221.05,235,7,221.45
AHLUCONT,22-FEB-2017,296.6,304.0,296.6,299.65,2431,132,301.7
AHLWEST,22-FEB-2017,210.1,216.0,210.0,214.95,2601,41,215.95
AIAENG,22-FEB-2017,1484.95,1485.05,1468.15,1482.0,26241,3209,1480.6
AICHAMP,22-FEB-2017,21.9,23.45,21.9,23.45,660,3,23.05
AIFL,22-FEB-2017,425.5,434.5,416.5,419.65,51299,1667,430.25
AJANTPHARM,22-FEB-2017,1735.0,1742.4,1708.0,1715.1,151703,16628,1728.65
AJMERA,22-FEB-2017,177.8,180.1,174.6,175.35,72436,1407,177.9
AKSHOPTFBR,22-FEB-2017,23.35,23.5,22.8,22.9,1000867,2315,23.45
AKZOINDIA,22-FEB-2017,1470.05,1495.0,1464.05,1488.45,14429,1491,1473.7
ALANKIT,22-FEB-2017,29.75,30.5,28.5,28.7,1392516,2475,29.0
ALBERTDAVD,22-FEB-2017,342.2,347.0,341.0,341.9,864,34,342.15
ALBK,22-FEB-2017,71.4,72.2,70.4,70.95,4148977,23847,71.65
ALCHEM,22-FEB-2017,22.0,22.2,21.7,22.15,4040,41,21.8
ALEMBICLTD,22-FEB-2017,39.0,42.2,38.5,39.65,2248874,7990,39.1
ALICON,22-FEB-2017,371.25,379.5,371.25,373.65,1056,52,372.0
ALKALI,22-FEB-2017,79.0,79.0,76.6,77.05,5383,68,77.85
ALKEM,22-FEB-2017,2006.9,2038.0,1985.0,2022.55,107908,5804,2000.05
ALKYLAMINE,22-FEB-2017,365.0,370.0,360.1,365.35,3395,127,364.1
ALLCARGO,22-FEB-2017,166.65,167.9,164.0,164.45,35249,1062,166.75
ALLSEC,22-FEB-2017,441.5,448.0,431.0,432.5,9689,389,441.6
ALMONDZ,22-FEB-2017,15.05,15.1,14.5,14.65,6337,38,15.15
ALOKTEXT,22-FEB-2017,3.45,3.55,3.4,3.4,3359443,1156,3.4
ALPA,22-FEB-2017,41.25,43.8,41.25,42.1,9087,37,42.6
ALPHAGEO,22-FEB-2017,952.75,960.0,935.1,942.15,15111,920,949.4
ALPSINDUS,22-FEB-2017,7.55,7.7,7.4,7.45,40152,69,7.6
AMARAJABAT,22-FEB-2017,856.2,859.7,847.8,849.0,289315,10871,859.0
AMBIKCO,22-FEB-2017,1215.0,1215.5,1190.5,1191.85,2052,304,1207.75
AMBUJACEM,22-FEB-2017,238.4,239.0,232.8,233.15,1424660,31003,238.95
AMDIND,22-FEB-2017,28.5,28.85,28.0,28.25,6876,69,28.25
AMRUTANJAN,22-FEB-2017,574.0,584.0,565.3,582.7,14765,3170,573.45
AMTEKAUTO,22-FEB-2017,36.25,36.6,35.6,36.0,1522343,5548,35.6
AMTL,22-FEB-2017,23.1,24.0,23.1,23.65,1148,13,23.8
ANANTRAJ,22-FEB-2017,47.05,47.35,45.95,46.1,597909,3759,46.85
ANDHRABANK,22-FEB-2017,55.0,55.55,54.7,54.85,2631025,6406,54.9
ANDHRACEMT,22-FEB-2017,11.4,11.5,10.9,11.15,112429,244,11.25
ANDHRSUGAR,22-FEB-2017,270.0,278.35,268.1,270.05,144295,2042,269.6
ANGIND,22-FEB-2017,10.9,10.9,10.6,10.65,7865,38,10.65
ANIKINDS,22-FEB-2017,26.95,26.95,25.55,25.9,605,10,26.0
ANKITMETAL,22-FEB-2017,2.0,2.0,1.9,1.9,15906,2527,1.95
ANSALAPI,22-FEB-2017,15.5,15.6,15.15,15.25,82131,434,15.35
ANSALHSG,22-FEB-2017,23.6,23.75,23.05,23.15,23688,185,23.5
ANTGRAPHIC,22-FEB-2017,1.4,1.4,1.4,1.4,5100,5,1.45
APARINDS,22-FEB-2017,735.1,750.05,735.1,742.9,15311,2685,739.8
APCOTEXIND,22-FEB-2017,334.25,339.0,330.0,331.65,3138,181,336.95
APLAPOLLO,22-FEB-2017,1085.0,1086.65,1055.1,1069.95,4156,606,1086.5
