SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,10-JAN-2020,33.45,34.9,33.45,34.3,30558,664,33.4
21STCENMGM,10-JAN-2020,16.8,17.25,16.8,16.8,2565,56,17.1
3IINFOTECH,10-JAN-2020,2.5,2.55,2.35,2.4,5284620,1319,2.55
3MINDIA,10-JAN-2020,21377.3,21525.0,21242.0,21432.5,671,376,21272.2
3PLAND,10-JAN-2020,6.25,6.8,6.25,6.8,1548,12,6.5
5PAISA,10-JAN-2020,203.5,203.5,192.15,193.9,16648,484,195.5
63MOONS,10-JAN-2020,108.0,113.6,108.0,109.0,282346,5849,107.8
706GS2046,10-JAN-2020,86.0,86.0,86.0,86.0,100,1,90.5
772GS2049,10-JAN-2020,92.25,92.25,92.25,92.25,100,1,95.5
A2ZINFRA,10-JAN-2020,8.0,8.05,7.75,8.0,209133,298,7.95
AARON,10-JAN-2020,51.85,51.85,48.0,48.0,6600,2,51.0
AARTIDRUGS,10-JAN-2020,590.0,601.05,572.0,580.4,35003,1965,579.25
AARTIIND,10-JAN-2020,920.0,924.25,851.0,863.85,683302,28576,920.45
AARVEEDEN,10-JAN-2020,14.25,14.3,13.85,13.95,7443,113,14.1
AARVI,10-JAN-2020,27.0,27.5,27.0,27.5,66000,2,27.0
AAVAS,10-JAN-2020,1994.7,2014.0,1972.75,1992.9,297719,3000,1978.35
ABAN,10-JAN-2020,27.2,27.2,26.25,26.5,66602,821,27.05
ABB,10-JAN-2020,1337.4,1405.8,1331.5,1372.4,147240,10878,1322.1
ABBOTINDIA,10-JAN-2020,12723.25,12789.0,12501.0,12534.7,14224,3361,12712.05
ABCAPITAL,10-JAN-2020,106.0,112.35,105.05,109.05,6251758,62603,105.5
ABFRL,10-JAN-2020,239.1,244.7,233.05,233.75,354906,9221,239.85
ABSLBANETF,10-JAN-2020,318.4,318.4,318.4,318.4,1,1,317.39
ABSLNN50ET,10-JAN-2020,289.0,338.0,289.0,338.0,1802,760,286.94
ACC,10-JAN-2020,1495.0,1525.0,1487.25,1511.2,1109054,31226,1486.15
ACCELYA,10-JAN-2020,1050.9,1060.0,1037.3,1049.2,2727,266,1050.9
ACCURACY,10-JAN-2020,22.95,22.95,22.15,22.85,80000,14,23.3
ACE,10-JAN-2020,81.2,83.95,79.5,81.0,170753,2513,81.1
ADANIENT,10-JAN-2020,208.0,213.0,205.9,209.1,2769132,16595,208.0
ADANIGAS,10-JAN-2020,170.7,171.0,163.0,164.25,1484336,13586,169.6
ADANIGREEN,10-JAN-2020,243.75,243.75,220.55,220.55,3337546,24049,232.15
ADANIPORTS,10-JAN-2020,391.8,394.3,390.0,392.05,2405154,26327,391.8
ADANIPOWER,10-JAN-2020,61.25,62.5,60.95,61.2,6911234,16153,61.15
ADANITRANS,10-JAN-2020,335.25,335.95,326.0,329.75,167427,6919,333.85
ADFFOODS,10-JAN-2020,305.8,309.0,298.55,300.6,45619,1577,304.75
ADHUNIKIND,10-JAN-2020,45.95,46.5,43.0,45.0,16000,221,44.35
ADLABS,10-JAN-2020,4.45,4.5,4.2,4.25,38111,77,4.35
ADORWELD,10-JAN-2020,307.25,317.0,307.0,310.35,8060,420,309.45
ADROITINFO,10-JAN-2020,6.1,6.4,5.8,6.1,2491,12,6.1
ADSL,10-JAN-2020,19.6,21.4,19.55,21.15,20984,157,20.4
ADVANIHOTR,10-JAN-2020,54.0,54.0,52.0,52.2,2595,64,52.15
ADVENZYMES,10-JAN-2020,169.2,174.95,167.9,168.75,103449,3002,169.2
AEGISCHEM,10-JAN-2020,198.25,198.9,194.75,196.0,97184,2089,198.95
AFFLE,10-JAN-2020,1584.0,1610.0,1555.0,1562.75,48608,4486,1580.8
AGARIND,10-JAN-2020,104.0,107.0,103.0,105.3,16284,242,105.75
AGCNET,10-JAN-2020,151.1,158.55,151.05,158.55,12573,266,151.0
AGRITECH,10-JAN-2020,44.95,45.4,44.05,44.35,5439,142,44.9
AGROPHOS,10-JAN-2020,50.45,50.45,50.45,50.45,3807,74,53.1
AHLADA,10-JAN-2020,49.5,49.75,49.5,49.7,4000,3,50.05
AHLEAST,10-JAN-2020,174.1,174.2,170.0,170.1,5901,65,171.8
AHLUCONT,10-JAN-2020,296.0,300.05,296.0,297.5,3054,164,294.8
AHLWEST,10-JAN-2020,354.55,382.7,353.05,358.5,4178,418,360.0
AIAENG,10-JAN-2020,1663.0,1677.95,1629.0,1638.3,7608,1596,1654.95
AIONJSW,10-JAN-2020,14.65,16.05,14.55,16.05,585979,1115,15.3
AIRAN,10-JAN-2020,13.65,14.0,13.1,13.7,16199,237,13.5
AIROLAM,10-JAN-2020,21.05,25.1,21.05,25.05,12000,4,26.0
AISL,10-JAN-2020,24.95,24.95,24.95,24.95,3600,3,23.8
AJANTPHARM,10-JAN-2020,1032.05,1049.0,1015.15,1034.25,53592,4344,1032.0
AJMERA,10-JAN-2020,150.2,155.6,145.3,146.5,1231038,20039,132.95
AKASH,10-JAN-2020,78.7,84.1,75.55,79.5,10430,97,76.7
AKSHARCHEM,10-JAN-2020,248.0,253.45,240.4,241.95,11177,504,242.8
AKSHOPTFBR,10-JAN-2020,6.95,7.25,6.75,7.15,302812,528,6.95
AKZOINDIA,10-JAN-2020,1998.0,1998.0,1974.0,1975.7,4564,627,1976.35
ALANKIT,10-JAN-2020,14.7,14.7,13.7,14.7,112121,275,14.0
ALBERTDAVD,10-JAN-2020,416.45,435.85,413.1,432.55,9666,677,413.7
ALBK,10-JAN-2020,18.4,18.45,18.25,18.4,881824,1866,18.25
ALCHEM,10-JAN-2020,1.2,1.2,1.2,1.2,11201,27,1.15
ALEMBICLTD,10-JAN-2020,57.2,57.55,54.2,55.15,181605,3942,57.3
ALICON,10-JAN-2020,408.25,410.0,397.4,398.35,1797,179,401.1
ALKALI,10-JAN-2020,42.0,45.4,42.0,44.3,52932,402,42.3
ALKEM,10-JAN-2020,2150.0,2298.8,2140.0,2257.85,266354,13800,2149.05
ALKYLAMINE,10-JAN-2020,1275.0,1275.0,1231.0,1256.3,20934,1539,1261.45
ALLCARGO,10-JAN-2020,99.8,102.05,98.5,99.6,432422,5159,98.5
ALLSEC,10-JAN-2020,282.05,291.85,282.05,284.0,1075,189,287.0
ALMONDZ,10-JAN-2020,12.45,12.45,11.6,12.2,5000,56,11.95
ALOKTEXT,10-JAN-2020,3.05,3.05,2.85,2.9,1450783,1113,2.95
ALPA,10-JAN-2020,15.95,16.75,15.95,16.05,54897,227,15.95
ALPHAGEO,10-JAN-2020,187.3,189.0,183.05,183.95,6182,360,187.25
ALPSINDUS,10-JAN-2020,1.8,1.8,1.8,1.8,4311,16,1.85
AMARAJABAT,10-JAN-2020,743.5,747.0,730.0,734.6,758201,14350,737.85
AMBER,10-JAN-2020,1212.0,1239.0,1199.7,1227.6,37776,3689,1209.65
AMBIKCO,10-JAN-2020,849.95,850.0,838.0,839.35,4080,309,840.0
AMBUJACEM,10-JAN-2020,208.55,214.0,206.8,211.75,5362463,44689,207.95
AMDIND,10-JAN-2020,16.5,16.5,15.5,15.6,11792,73,15.45
AMJLAND,10-JAN-2020,21.85,21.9,20.0,20.2,20201,159,21.9
AMJUMBO,10-JAN-2020,9.65,9.65,9.65,9.65,8000,1,10.15
AMRUTANJAN,10-JAN-2020,432.65,454.8,430.65,437.85,51213,2218,432.65
ANANTRAJ,10-JAN-2020,38.4,40.3,37.75,39.3,1730703,10465,37.7
ANDHRABANK,10-JAN-2020,16.25,16.5,16.25,16.4,477196,1937,16.35
ANDHRACEMT,10-JAN-2020,2.15,2.15,2.05,2.1,133007,142,2.1
ANDHRSUGAR,10-JAN-2020,312.75,316.95,309.0,312.55,39632,1071,311.7
ANIKINDS,10-JAN-2020,7.8,8.05,7.7,7.9,1204,30,7.8
ANKITMETAL,10-JAN-2020,0.5,0.55,0.5,0.5,26707,36,0.5
ANSALAPI,10-JAN-2020,5.25,5.3,5.05,5.2,64296,139,5.05
ANSALHSG,10-JAN-2020,5.5,5.55,5.4,5.45,45834,95,5.3
ANTGRAPHIC,10-JAN-2020,0.6,0.6,0.55,0.6,12496,13,0.6
ANUP,10-JAN-2020,496.95,514.0,494.3,509.4,29201,940,496.65
APARINDS,10-JAN-2020,401.3,408.0,395.05,396.5,29549,1093,400.85
APCL,10-JAN-2020,155.25,162.8,155.25,157.3,5869,264,159.65
APCOTEXIND,10-JAN-2020,157.5,162.0,157.0,159.5,8667,309,158.2
APEX,10-JAN-2020,411.05,415.3,402.0,406.0,403961,8812,411.45
APLAPOLLO,10-JAN-2020,1865.0,1900.0,1865.0,1896.0,15151,1687,1880.05
APLLTD,10-JAN-2020,563.0,563.0,552.5,557.9,31869,4428,558.25
APOLLO,10-JAN-2020,76.6,78.45,75.5,75.95,25901,481,76.6
APOLLOHOSP,10-JAN-2020,1484.0,1502.0,1476.0,1485.9,364434,12668,1479.6
APOLLOPIPE,10-JAN-2020,357.0,373.0,353.55,366.4,34049,5524,354.85
APOLLOTYRE,10-JAN-2020,165.35,169.5,165.25,168.65,2799088,23194,165.35
APOLSINHOT,10-JAN-2020,690.9,735.0,670.0,707.85,2557,196,685.55
APTECHT,10-JAN-2020,179.0,179.8,171.8,173.25,309936,4826,178.4
ARCHIDPLY,10-JAN-2020,31.85,33.0,30.05,31.4,122983,1292,30.9
ARCHIES,10-JAN-2020,17.9,18.0,17.55,17.85,22515,185,17.55
ARCOTECH,10-JAN-2020,2.25,2.35,2.15,2.3,6189,32,2.25
ARIES,10-JAN-2020,70.05,72.45,69.5,71.95,63848,1178,69.5
ARIHANT,10-JAN-2020,20.5,20.6,19.25,20.6,1813,145,19.65
ARIHANTSUP,10-JAN-2020,27.6,28.7,26.25,27.3,12523,193,27.5
ARMANFIN,10-JAN-2020,760.0,768.8,730.05,751.35,11712,1000,746.9
AROGRANITE,10-JAN-2020,41.0,41.0,39.1,40.35,15572,109,39.4
ARROWGREEN,10-JAN-2020,50.85,53.0,49.8,50.8,14004,390,49.2
ARROWTEX,10-JAN-2020,10.0,10.3,9.8,9.85,8696,35,9.9
ARSHIYA,10-JAN-2020,16.1,16.6,15.95,16.0,8830,67,16.3
ARSSINFRA,10-JAN-2020,21.15,21.9,20.55,20.65,17611,158,21.0
ARVIND,10-JAN-2020,42.4,43.7,42.1,43.1,2381654,9940,42.0
ARVINDFASN,10-JAN-2020,400.0,432.3,391.85,400.95,48618,3557,396.6
ARVSMART,10-JAN-2020,103.75,110.85,94.5,96.65,392631,6404,92.4
ASAHIINDIA,10-JAN-2020,206.0,221.0,206.0,218.2,174131,1703,205.75
ASAHISONG,10-JAN-2020,154.95,164.0,150.15,157.35,53903,1262,151.5
ASAL,10-JAN-2020,34.0,34.95,33.2,34.6,4437,143,33.35
ASHAPURMIN,10-JAN-2020,30.15,32.45,30.15,31.0,32312,227,31.3
ASHIANA,10-JAN-2020,108.5,115.0,107.05,108.05,86941,1535,103.95
ASHIMASYN,10-JAN-2020,6.95,6.95,6.75,6.8,21112,64,6.85
ASHOKA,10-JAN-2020,102.9,105.9,101.75,103.55,832233,10211,101.55
ASHOKLEY,10-JAN-2020,82.85,83.0,81.05,81.35,19483444,54341,82.45
ASIANHOTNR,10-JAN-2020,97.0,98.45,90.6,91.4,19485,450,96.0
ASIANPAINT,10-JAN-2020,1772.0,1797.3,1760.0,1792.55,1256612,44862,1772.55
ASIANTILES,10-JAN-2020,222.0,224.0,215.9,218.45,16276,1216,219.4
ASPINWALL,10-JAN-2020,145.0,150.0,141.5,148.85,1136,23,145.0
ASTEC,10-JAN-2020,469.2,476.0,460.7,464.4,8761,502,469.2
ASTERDM,10-JAN-2020,166.3,167.7,157.2,160.0,275055,6240,165.55
ASTRAL,10-JAN-2020,1135.1,1139.0,1116.15,1127.15,54173,2647,1128.45
ASTRAMICRO,10-JAN-2020,83.4,83.65,82.6,82.75,51258,570,82.8
ASTRAZEN,10-JAN-2020,2605.05,2625.0,2525.0,2531.0,23297,2889,2605.45
ASTRON,10-JAN-2020,39.65,40.65,39.65,40.0,737972,586,39.75
ATFL,10-JAN-2020,649.05,660.0,636.3,646.45,5507,317,651.65
ATLANTA,10-JAN-2020,7.1,7.4,6.85,6.95,15337,81,7.1
ATLASCYCLE,10-JAN-2020,52.95,54.15,51.0,53.85,5357,85,51.6
ATUL,10-JAN-2020,4287.9,4310.0,4228.0,4237.1,6500,1594,4256.85
ATULAUTO,10-JAN-2020,254.75,255.0,245.0,246.05,21672,948,249.55
AUBANK,10-JAN-2020,833.9,841.5,821.0,824.65,302585,12193,836.35
AURDIS,10-JAN-2020,38.95,38.95,38.95,38.95,2000,1,38.95
AURIONPRO,10-JAN-2020,60.1,60.5,59.1,60.0,15855,108,59.65
AUROPHARMA,10-JAN-2020,457.7,465.4,457.1,457.95,1686133,23909,457.0
AUSOMENT,10-JAN-2020,36.8,36.8,36.75,36.8,550,10,35.05
AUTOAXLES,10-JAN-2020,868.0,868.0,835.0,848.95,4051,391,852.45
AUTOIND,10-JAN-2020,24.95,25.3,24.0,25.05,3693,37,24.7
AUTOLITIND,10-JAN-2020,21.95,22.8,21.5,21.7,11798,165,21.9
AVADHSUGAR,10-JAN-2020,305.0,312.0,295.45,299.1,149553,3740,307.4
AVANTIFEED,10-JAN-2020,616.15,623.9,612.0,614.95,236860,8194,616.15
AVTNPL,10-JAN-2020,33.85,34.25,33.7,33.95,72860,549,33.6
AXISBANK,10-JAN-2020,743.0,751.8,734.8,740.05,8550490,108489,742.85
AXISCADES,10-JAN-2020,54.05,57.1,53.2,53.5,125091,1344,53.85
