SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,24-FEB-2016,26.1,26.25,25.8,26.2,10534,52,26.55
3IINFOTECH,24-FEB-2016,4.05,4.1,3.95,4.0,1100347,513,4.05
3MINDIA,24-FEB-2016,10720.0,10720.0,10210.1,10304.95,1188,362,10720.3
8KMILES,24-FEB-2016,1570.05,1647.0,1555.0,1590.4,39760,4596,1597.35
A2ZINFRA,24-FEB-2016,19.1,19.85,19.05,19.45,81772,665,19.4
AARTIDRUGS,24-FEB-2016,470.6,475.0,465.0,470.45,5191,262,473.9
AARTIIND,24-FEB-2016,424.05,451.15,420.5,426.8,20648,1039,424.85
AARVEEDEN,24-FEB-2016,53.0,53.9,50.55,50.55,4746,69,53.05
ABAN,24-FEB-2016,167.05,169.9,161.0,161.7,979235,13597,171.15
ABB,24-FEB-2016,1085.0,1096.0,1076.0,1082.45,32567,4020,1084.3
ABBOTINDIA,24-FEB-2016,4841.2,4899.0,4790.0,4833.6,2542,377,4825.2
ABFRL,24-FEB-2016,145.3,147.8,142.1,145.25,691473,19670,147.75
ABGSHIP,24-FEB-2016,52.8,56.7,51.7,54.7,570568,4065,53.9
ABIRLANUVO,24-FEB-2016,731.6,739.5,718.1,724.45,242880,8024,734.4
ACC,24-FEB-2016,1239.0,1245.25,1225.8,1233.15,122545,6344,1243.9
ACCELYA,24-FEB-2016,863.5,880.0,855.0,862.3,3648,91,870.6
ACE,24-FEB-2016,36.8,37.8,36.2,37.2,60342,550,36.9
ACROPETAL,24-FEB-2016,2.7,2.95,2.7,2.9,6035,12,2.8
ADANIENT,24-FEB-2016,60.7,62.8,59.6,61.1,3329498,18252,60.9
ADANIPORTS,24-FEB-2016,202.85,203.75,198.85,200.15,3502611,30183,204.2
ADANIPOWER,24-FEB-2016,27.0,27.85,26.7,27.55,4105893,7825,27.05
ADANITRANS,24-FEB-2016,29.95,29.95,29.05,29.15,224024,1457,29.95
ADFFOODS,24-FEB-2016,65.55,67.75,64.0,66.75,16142,220,65.8
ADHUNIK,24-FEB-2016,10.5,10.6,10.05,10.35,30512,117,10.6
ADI,24-FEB-2016,210.0,228.8,209.0,210.25,52055,468,209.95
ADLABS,24-FEB-2016,72.75,73.35,68.55,69.95,340806,2195,72.0
ADORWELD,24-FEB-2016,245.75,245.75,240.4,243.0,2927,89,243.45
ADSL,24-FEB-2016,35.65,36.2,34.65,34.9,129331,718,35.55
ADVANTA,24-FEB-2016,404.0,404.0,388.5,390.8,8877,1351,401.15
AEGISCHEM,24-FEB-2016,86.9,86.9,84.1,85.2,22402,398,86.3
AFL,24-FEB-2016,39.6,41.25,39.1,40.5,5777,68,40.5
AGARIND,24-FEB-2016,147.5,150.0,144.5,145.05,7700,182,144.85
AGCNET,24-FEB-2016,55.5,59.45,55.5,58.0,1249,30,55.3
AGRITECH,24-FEB-2016,8.85,8.9,8.85,8.9,1926,3,9.3
AGRODUTCH,24-FEB-2016,3.0,3.0,2.75,2.75,9603,31,2.75
AHLEAST,24-FEB-2016,131.3,138.0,131.3,135.0,455,9,133.7
AHLUCONT,24-FEB-2016,225.05,225.5,220.65,221.2,7170,203,226.7
AHLWEST,24-FEB-2016,118.0,119.0,118.0,119.0,619,3,118.05
AIAENG,24-FEB-2016,777.0,787.0,762.3,779.9,17066,1606,777.25
AIFL,24-FEB-2016,246.0,246.0,231.1,234.45,53199,901,243.2
AIL,24-FEB-2016,581.05,589.85,559.15,560.85,19109,778,576.85
AJANTPHARM,24-FEB-2016,1296.0,1354.4,1290.15,1337.55,302046,17200,1293.7
AJMERA,24-FEB-2016,112.15,114.85,110.5,112.75,28638,1016,113.5
AKSHOPTFBR,24-FEB-2016,13.35,13.45,12.45,12.5,1850119,4090,13.5
AKZOINDIA,24-FEB-2016,1283.0,1342.0,1270.0,1306.15,19291,1663,1283.4
ALANKIT,24-FEB-2016,90.5,90.5,89.05,89.45,607572,1198,90.25
ALBK,24-FEB-2016,43.0,43.95,42.25,43.4,2208019,8064,43.25
ALCHEM,24-FEB-2016,20.0,21.0,20.0,20.2,4057,57,20.35
ALEMBICLTD,24-FEB-2016,34.75,34.9,34.1,34.4,98285,502,34.7
ALICON,24-FEB-2016,246.0,267.0,246.0,264.65,2781,78,254.95
ALKALI,24-FEB-2016,37.5,38.4,36.35,36.7,7532,71,38.25
ALKEM,24-FEB-2016,1305.0,1307.9,1271.0,1279.1,50434,5209,1310.0
ALKYLAMINE,24-FEB-2016,298.0,303.5,296.5,298.6,2883,68,300.0
ALLCARGO,24-FEB-2016,147.0,152.9,145.55,148.65,84324,2932,147.25
ALLSEC,24-FEB-2016,96.9,97.0,94.0,95.25,6538,198,98.05
ALMONDZ,24-FEB-2016,10.25,10.25,9.1,9.25,333,14,9.15
ALOKTEXT,24-FEB-2016,4.0,4.15,3.95,4.0,2138960,786,3.95
ALPA,24-FEB-2016,33.45,33.45,33.45,33.45,6212,31,35.2
ALPHAGEO,24-FEB-2016,523.0,531.0,501.2,509.45,5847,511,532.1
ALPSINDUS,24-FEB-2016,4.15,4.45,4.15,4.15,14893,38,4.3
ALSTOMT&D,24-FEB-2016,371.4,380.45,363.0,366.0,23119,1081,374.9
AMARAJABAT,24-FEB-2016,879.0,887.75,860.9,881.85,190463,13756,879.45
AMBIKCO,24-FEB-2016,765.0,779.9,759.95,773.8,1069,166,765.65
AMBUJACEM,24-FEB-2016,193.0,194.3,190.75,191.4,905452,30093,193.6
AMDIND,24-FEB-2016,27.4,27.4,25.75,25.9,4734,97,26.85
AMRUTANJAN,24-FEB-2016,397.15,397.65,390.0,392.75,3920,217,397.65
AMTEKAUTO,24-FEB-2016,29.0,31.85,28.3,29.3,1931045,7896,29.05
AMTL,24-FEB-2016,22.45,23.45,21.2,22.6,3209,13,22.0
ANANDAMRUB,24-FEB-2016,16.9,16.9,15.95,15.95,182,7,16.75
ANANTRAJ,24-FEB-2016,29.15,29.15,28.5,28.6,631921,2518,29.15
ANDHRABANK,24-FEB-2016,46.4,47.6,46.25,47.15,1442234,6873,46.8
ANDHRACEMT,24-FEB-2016,7.3,7.6,7.1,7.2,429648,477,7.3
ANDHRSUGAR,24-FEB-2016,111.75,112.95,105.85,110.5,12192,442,109.95
ANGIND,24-FEB-2016,36.0,37.35,35.7,35.9,32757,209,36.95
ANKITMETAL,24-FEB-2016,1.85,1.9,1.75,1.8,33168,33,1.85
ANSALAPI,24-FEB-2016,15.5,16.15,15.35,15.75,40269,460,15.8
ANSALHSG,24-FEB-2016,19.9,19.95,19.15,19.45,7946,63,19.95
ANTGRAPHIC,24-FEB-2016,1.7,1.75,1.65,1.75,397204,114,1.7
APARINDS,24-FEB-2016,431.2,440.3,431.0,433.75,4654,226,431.15
APCOTEXIND,24-FEB-2016,195.95,196.5,185.65,188.6,7576,324,196.15
APLAPOLLO,24-FEB-2016,635.0,635.9,592.0,596.15,26862,1534,635.45
APLLTD,24-FEB-2016,617.4,621.9,605.0,617.85,26731,1330,617.4
APOLLOHOSP,24-FEB-2016,1437.25,1460.0,1424.9,1438.65,175968,11941,1437.25
APOLLOTYRE,24-FEB-2016,162.0,166.4,160.7,161.75,2940746,22315,163.25
APOLSINHOT,24-FEB-2016,195.8,214.6,195.8,200.0,12,3,206.0
APTECHT,24-FEB-2016,55.0,55.0,53.5,54.05,144711,1442,55.1
ARCHIDPLY,24-FEB-2016,41.55,41.55,40.0,40.25,21018,340,41.55
ARCHIES,24-FEB-2016,19.75,19.9,19.15,19.35,58051,284,19.75
ARCOTECH,24-FEB-2016,355.65,355.65,340.15,344.45,325816,4536,348.1
ARIES,24-FEB-2016,74.95,76.15,72.3,75.25,11731,172,74.8
ARIHANT,24-FEB-2016,38.1,42.6,38.1,40.0,3200,4,39.1
AROGRANITE,24-FEB-2016,39.0,42.9,38.5,39.3,3917,73,39.55
ARROWCOAT,24-FEB-2016,459.5,475.8,442.05,446.45,6762,391,459.5
ARROWTEX,24-FEB-2016,29.5,30.85,29.25,29.9,34760,522,30.25
ARSHIYA,24-FEB-2016,26.9,27.9,25.85,26.75,44894,368,26.9
ARSSINFRA,24-FEB-2016,32.1,32.4,31.15,31.9,39881,539,32.1
ARVIND,24-FEB-2016,277.65,278.0,267.3,269.05,1736938,19247,278.55
ARVINFRA,24-FEB-2016,77.8,77.8,72.4,73.7,33810,491,75.3
ASAHIINDIA,24-FEB-2016,150.5,150.9,140.8,144.7,18250,756,149.65
ASAHISONG,24-FEB-2016,117.9,119.0,115.35,117.95,2465,66,117.4
