SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,09-OCT-2017,43.95,45.4,42.5,42.65,159015,825,43.8
3IINFOTECH,09-OCT-2017,3.85,3.9,3.8,3.85,1820774,527,3.85
3MINDIA,09-OCT-2017,14739.1,14739.1,14380.0,14399.6,324,139,14482.45
549,09-OCT-2017,16.25,16.25,16.25,16.25,1,1,17.1
63MOONS,09-OCT-2017,82.7,86.8,82.0,84.05,394312,3495,82.15
8KMILES,09-OCT-2017,510.95,516.0,493.05,506.35,325388,9661,509.75
A2ZINFRA,09-OCT-2017,38.0,38.0,37.15,37.75,1086132,3233,37.45
AARTIDRUGS,09-OCT-2017,514.0,527.95,514.0,521.15,10141,371,517.9
AARTIIND,09-OCT-2017,883.95,883.95,865.0,874.7,37182,1218,871.65
AARVEEDEN,09-OCT-2017,45.8,45.8,43.65,44.75,37813,163,44.45
AARVI,09-OCT-2017,56.85,56.85,55.6,56.35,160000,47,56.1
ABAN,09-OCT-2017,183.25,186.0,182.5,183.05,749280,8787,182.4
ABB,09-OCT-2017,1398.7,1398.7,1364.0,1375.35,63120,2966,1372.1
ABBOTINDIA,09-OCT-2017,4155.0,4181.95,4100.0,4107.25,1603,327,4161.95
ABCAPITAL,09-OCT-2017,181.5,182.9,179.5,179.9,2038990,32805,180.6
ABFRL,09-OCT-2017,163.8,163.8,158.5,158.95,302687,3207,162.55
ABGSHIP,09-OCT-2017,10.5,10.7,10.3,10.4,5817,32,10.4
ACC,09-OCT-2017,1740.0,1759.8,1721.7,1728.15,399398,17451,1739.6
ACCELYA,09-OCT-2017,1430.5,1485.0,1425.05,1474.25,7782,605,1431.65
ACCORD,09-OCT-2017,50.0,50.0,50.0,50.0,4000,2,51.0
ACE,09-OCT-2017,70.55,72.4,70.1,70.75,262889,1696,70.95
ACEINTEG,09-OCT-2017,32.0,33.0,32.0,33.0,6000,2,30.15
ADANIENT,09-OCT-2017,120.0,121.95,117.1,119.3,7515146,32215,123.45
ADANIPORTS,09-OCT-2017,388.0,395.7,382.1,393.7,4359490,54538,389.25
ADANIPOWER,09-OCT-2017,30.7,30.8,29.85,30.1,6076888,8127,30.95
ADANITRANS,09-OCT-2017,169.7,177.5,164.65,175.6,1388756,10834,169.9
ADFFOODS,09-OCT-2017,244.35,245.0,240.0,241.45,248990,5081,243.0
