SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,26-APR-2018,50.0,50.95,48.75,49.35,47371,573,50.1
21STCENMGM,26-APR-2018,43.0,43.0,43.0,43.0,573,6,42.2
3IINFOTECH,26-APR-2018,5.0,5.05,4.75,4.8,3005929,5033,5.05
3MINDIA,26-APR-2018,20401.45,20501.0,20350.05,20412.85,486,180,20443.3
5PAISA,26-APR-2018,360.5,376.9,360.5,367.05,5354,225,373.9
63MOONS,26-APR-2018,91.05,92.9,89.2,90.05,283587,3549,90.7
8KMILES,26-APR-2018,819.6,836.0,806.1,811.95,216903,8648,815.7
A2ZINFRA,26-APR-2018,27.25,27.6,26.75,27.5,431499,1064,27.1
AARTIDRUGS,26-APR-2018,568.45,578.75,565.0,572.75,8421,312,567.55
AARTIIND,26-APR-2018,1310.0,1324.9,1300.0,1314.15,29580,2583,1307.2
AARVEEDEN,26-APR-2018,44.5,45.5,42.55,44.0,22269,178,44.65
ABAN,26-APR-2018,174.6,175.0,171.5,172.75,520401,6371,174.05
ABB,26-APR-2018,1356.7,1384.0,1323.25,1341.85,103729,7930,1353.15
ABBOTINDIA,26-APR-2018,6230.0,6230.0,6098.15,6100.4,2020,532,6158.95
ABCAPITAL,26-APR-2018,153.8,156.95,153.45,156.45,997939,10061,153.65
ABFRL,26-APR-2018,145.1,148.5,143.0,146.25,3263582,7994,145.25
ABGSHIP,26-APR-2018,7.55,7.75,7.55,7.55,26817,87,7.9
ABMINTLTD,26-APR-2018,30.1,30.1,30.1,30.1,2,1,30.05
ACC,26-APR-2018,1573.8,1573.8,1536.25,1545.4,331931,14730,1567.65
ACCELYA,26-APR-2018,1389.0,1404.0,1365.0,1386.65,7023,1175,1388.95
ACE,26-APR-2018,182.2,185.5,179.7,182.7,598758,6686,183.9
ADANIENT,26-APR-2018,138.0,141.75,136.0,140.55,2829547,13237,137.55
ADANIPORTS,26-APR-2018,388.65,398.5,388.1,397.1,3663748,89515,391.9
ADANIPOWER,26-APR-2018,24.6,24.8,24.15,24.3,12563843,10902,24.8
ADANITRANS,26-APR-2018,168.9,169.8,166.35,168.05,848090,9627,168.0
ADFFOODS,26-APR-2018,236.75,239.0,230.5,231.95,105357,2189,235.8
ADHUNIK,26-APR-2018,4.3,4.3,3.75,3.8,82668,129,4.0
ADHUNIKIND,26-APR-2018,81.9,81.9,81.25,81.85,36,4,81.9
ADLABS,26-APR-2018,52.8,52.8,50.9,51.05,43952,644,52.05
ADORWELD,26-APR-2018,402.0,403.25,388.65,392.35,10241,425,400.35
ADROITINFO,26-APR-2018,32.05,32.75,31.6,32.0,4814,27,32.0
ADSL,26-APR-2018,21.2,23.3,21.2,22.35,10142,98,21.8
ADVANIHOTR,26-APR-2018,67.2,69.45,65.6,66.3,13754,294,67.15
