SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
1003GS2019,26-DEC-2018,100.17,100.17,100.17,100.17,3,3,105.44
20MICRONS,26-DEC-2018,41.75,42.8,41.4,41.8,12075,205,41.6
21STCENMGM,26-DEC-2018,24.8,24.8,24.75,24.75,254,8,24.85
3IINFOTECH,26-DEC-2018,3.6,3.6,3.45,3.5,1672336,691,3.55
3MINDIA,26-DEC-2018,20800.0,20800.0,19644.0,20597.55,18652,4920,21535.15
3PLAND,26-DEC-2018,11.0,13.0,11.0,12.4,6266,33,11.15
5PAISA,26-DEC-2018,194.5,206.85,190.0,193.2,16127,629,194.5
63MOONS,26-DEC-2018,95.3,96.8,93.3,94.65,217481,3565,97.15
8KMILES,26-DEC-2018,151.0,155.1,144.75,145.4,456910,5763,152.35
A2ZINFRA,26-DEC-2018,12.8,13.15,12.3,12.95,173809,388,12.85
AARON,26-DEC-2018,42.05,44.75,42.05,44.75,6000,2,42.05
AARTIDRUGS,26-DEC-2018,567.8,579.5,558.15,574.4,4968,393,564.8
AARTIIND,26-DEC-2018,1418.5,1444.7,1398.6,1427.25,50102,4322,1427.1
AARVEEDEN,26-DEC-2018,24.15,24.9,22.6,23.75,12938,109,24.25
AARVI,26-DEC-2018,43.25,43.25,43.25,43.25,2000,1,45.5
AAVAS,26-DEC-2018,788.45,868.0,735.0,800.35,41382,5555,788.4
ABAN,26-DEC-2018,73.7,73.75,71.3,73.2,351311,4622,74.2
ABB,26-DEC-2018,1301.2,1318.0,1285.0,1295.3,125511,9744,1302.15
ABBOTINDIA,26-DEC-2018,7509.0,7509.0,7386.0,7498.3,1872,677,7466.25
ABCAPITAL,26-DEC-2018,96.8,97.75,95.65,97.1,1299891,18413,97.05
ABFRL,26-DEC-2018,206.5,210.6,201.65,205.9,723425,10895,206.75
ABGSHIP,26-DEC-2018,2.1,2.1,2.0,2.1,43087,65,2.0
ACC,26-DEC-2018,1442.3,1486.0,1421.1,1479.4,597239,18726,1447.65
ACCELYA,26-DEC-2018,949.0,957.0,949.0,950.0,794,161,960.35
ACCURACY,26-DEC-2018,63.45,63.45,61.5,63.4,11200,4,63.5
ACE,26-DEC-2018,91.0,91.8,89.0,90.2,97047,1946,89.9
ACEINTEG,26-DEC-2018,26.5,26.5,26.5,26.5,3000,1,27.5
ADANIENT,26-DEC-2018,156.85,164.1,155.1,161.25,4065516,19548,158.55
ADANIGAS,26-DEC-2018,97.85,103.2,96.5,100.5,1298911,10575,98.3
ADANIGREEN,26-DEC-2018,42.2,42.4,40.15,41.55,517905,3201,42.15
ADANIPORTS,26-DEC-2018,360.2,378.5,357.5,376.55,4519020,47416,361.1
ADANIPOWER,26-DEC-2018,50.5,51.9,49.5,50.85,12324109,17144,50.8
ADANITRANS,26-DEC-2018,201.1,208.0,195.6,198.2,401682,7635,200.05
ADFFOODS,26-DEC-2018,256.2,259.9,250.25,256.85,29566,877,259.55
ADHUNIK,26-DEC-2018,2.2,2.25,2.15,2.2,22424,38,2.2
ADHUNIKIND,26-DEC-2018,45.0,46.4,45.0,45.75,1485,84,46.4
ADLABS,26-DEC-2018,11.15,11.2,10.9,10.95,68926,224,11.15
ADORWELD,26-DEC-2018,373.0,375.75,361.55,370.2,17079,883,375.8
ADROITINFO,26-DEC-2018,18.4,18.4,17.05,17.35,632,19,18.4
ADSL,26-DEC-2018,14.65,14.65,14.0,14.1,6162,65,14.4
ADVANIHOTR,26-DEC-2018,62.05,64.0,60.15,63.4,5931,105,62.95
ADVENZYMES,26-DEC-2018,179.0,181.0,175.45,177.3,31860,833,179.25
AEGISCHEM,26-DEC-2018,188.5,194.9,185.05,194.4,94947,2091,187.85
AGARIND,26-DEC-2018,221.35,222.9,212.35,216.4,4803,191,225.65
AGCNET,26-DEC-2018,70.35,73.85,70.3,72.0,2198,26,70.45
AGLSL,26-DEC-2018,68.9,69.0,62.65,64.75,78826,389,69.0
AGRITECH,26-DEC-2018,64.4,64.4,61.1,63.35,3412,54,62.75
AGROPHOS,26-DEC-2018,48.5,49.15,48.5,48.6,138000,20,49.0
AHLADA,26-DEC-2018,140.25,140.25,140.25,140.25,5000,5,140.0
AHLEAST,26-DEC-2018,244.2,244.2,237.0,239.55,1016,357,243.4
AHLUCONT,26-DEC-2018,300.15,316.05,294.45,311.4,5190,399,304.25
AHLWEST,26-DEC-2018,289.0,295.1,289.0,295.0,25,8,299.0
AIAENG,26-DEC-2018,1609.05,1650.0,1578.1,1637.55,17285,1591,1630.75
AIFL,26-DEC-2018,31.15,31.15,28.25,28.25,3073726,7756,29.7
AIONJSW,26-DEC-2018,40.5,40.85,37.5,39.85,60090,360,41.2
AIRAN,26-DEC-2018,59.0,59.0,59.0,59.0,2500,1,58.0
AISL,26-DEC-2018,68.0,68.0,68.0,68.0,4800,3,69.4
AJANTPHARM,26-DEC-2018,1136.95,1139.35,1106.55,1128.55,226562,11155,1132.5
AJMERA,26-DEC-2018,158.5,167.6,153.3,163.8,108102,3310,160.4
AJOONI,26-DEC-2018,18.0,19.0,15.25,18.25,52000,13,15.9
AKASH,26-DEC-2018,100.0,100.0,96.0,96.4,84000,6,92.55
AKG,26-DEC-2018,32.5,32.5,32.2,32.2,12000,3,32.1
AKSHARCHEM,26-DEC-2018,446.95,454.9,440.55,447.8,1391,106,452.9
AKSHOPTFBR,26-DEC-2018,24.4,24.4,23.9,24.05,541424,1687,24.35
AKZOINDIA,26-DEC-2018,1616.45,1616.55,1580.0,1610.4,2277,525,1600.45
ALANKIT,26-DEC-2018,23.55,24.0,23.2,23.8,580491,1939,23.7
ALBERTDAVD,26-DEC-2018,434.0,434.0,405.0,417.0,3220,259,417.25
ALBK,26-DEC-2018,45.2,46.45,44.0,46.05,6458966,14918,45.8
ALCHEM,26-DEC-2018,2.2,2.3,2.2,2.3,15398,51,2.2
ALEMBICLTD,26-DEC-2018,44.95,45.0,43.75,44.65,190969,1500,44.95
ALICON,26-DEC-2018,625.0,625.7,580.05,582.75,30582,1181,628.95
ALKALI,26-DEC-2018,53.8,55.7,52.2,55.3,3568,100,54.05
ALKEM,26-DEC-2018,1865.0,1884.0,1840.0,1874.55,16728,1985,1855.15
ALKYLAMINE,26-DEC-2018,739.95,740.5,710.0,734.6,5242,353,718.8
ALLCARGO,26-DEC-2018,104.8,107.95,103.6,107.5,115035,1302,105.25
ALLSEC,26-DEC-2018,199.05,215.0,185.15,200.25,13444,464,197.45
ALMONDZ,26-DEC-2018,22.2,22.9,22.2,22.5,385,8,22.3
ALOKTEXT,26-DEC-2018,3.7,3.75,3.6,3.7,1142888,571,3.7
ALPA,26-DEC-2018,24.0,24.0,23.55,23.85,12649,91,24.1
ALPHAGEO,26-DEC-2018,460.0,469.0,453.25,460.35,4238,471,453.6
AMARAJABAT,26-DEC-2018,743.5,744.2,727.95,731.8,504209,13232,745.7
AMBER,26-DEC-2018,912.15,926.55,888.0,898.05,24318,1298,920.9
AMBIKCO,26-DEC-2018,1144.05,1175.0,1143.0,1162.4,821,130,1146.35
AMBUJACEM,26-DEC-2018,212.65,222.0,209.9,221.1,3303641,22127,213.25
AMDIND,26-DEC-2018,23.4,23.4,20.75,21.1,6318,54,21.7
AMJLAND,26-DEC-2018,20.6,20.6,20.1,20.45,1799,19,20.9
