SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,28-AUG-2019,32.55,33.9,32.5,32.7,34199,216,33.0
21STCENMGM,28-AUG-2019,12.45,12.45,12.45,12.45,92,4,12.25
3IINFOTECH,28-AUG-2019,1.75,1.75,1.7,1.75,410593,306,1.75
3MINDIA,28-AUG-2019,20935.05,21169.1,20322.0,20425.55,738,478,20928.35
5PAISA,28-AUG-2019,135.3,141.1,135.25,140.9,24214,515,134.4
63MOONS,28-AUG-2019,128.9,128.9,120.65,120.65,269282,2371,126.95
762GS2039,28-AUG-2019,100.0,100.0,100.0,100.0,100,1,100.0
824GS2027,28-AUG-2019,95.55,95.55,95.55,95.55,200,2,91.0
8KMILES,28-AUG-2019,58.3,58.3,53.0,54.4,178941,1816,55.55
A2ZINFRA,28-AUG-2019,10.35,10.35,9.75,9.8,188062,325,10.2
AARON,28-AUG-2019,51.0,51.0,51.0,51.0,3000,1,51.1
AARTIDRUGS,28-AUG-2019,467.35,469.25,456.3,462.2,5042,423,469.2
AARTIIND,28-AUG-2019,1570.3,1620.0,1570.1,1588.35,54979,5773,1568.4
AARVEEDEN,28-AUG-2019,13.55,14.0,12.65,13.5,1511,77,13.9
AARVI,28-AUG-2019,27.0,27.0,27.0,27.0,2000,1,27.5
AAVAS,28-AUG-2019,1545.0,1569.0,1515.3,1557.85,8127,1478,1543.5
ABAN,28-AUG-2019,24.6,24.65,23.7,24.65,58318,196,23.5
ABB,28-AUG-2019,1375.15,1390.05,1352.1,1361.4,182780,3037,1378.5
ABBOTINDIA,28-AUG-2019,9240.0,9247.95,9015.15,9081.1,28209,867,9142.95
ABCAPITAL,28-AUG-2019,89.4,90.3,87.5,87.75,818681,8098,89.4
ABFRL,28-AUG-2019,194.6,198.95,190.0,190.6,252589,8341,194.4
ABINFRA,28-AUG-2019,15.0,15.0,15.0,15.0,4000,1,15.5
ABSLNN50ET,28-AUG-2019,262.49,262.49,259.72,259.72,6,2,256.74
ABSLRIF6RG,28-AUG-2019,6.85,6.85,6.6,6.85,7500,5,6.85
ACC,28-AUG-2019,1538.0,1550.0,1520.0,1542.35,643361,24128,1539.6
ACCELYA,28-AUG-2019,731.2,754.0,731.2,739.0,3767,157,731.2
ACCURACY,28-AUG-2019,37.2,38.0,35.7,38.0,6400,4,36.5
ACE,28-AUG-2019,56.5,57.75,54.15,54.5,202293,4708,56.2
ADANIENT,28-AUG-2019,136.2,137.1,132.15,135.95,5312871,18411,137.15
ADANIGAS,28-AUG-2019,148.8,149.9,146.05,147.1,232974,2677,148.2
ADANIGREEN,28-AUG-2019,45.0,45.2,43.5,44.05,292461,1938,44.95
ADANIPORTS,28-AUG-2019,373.1,374.25,364.05,365.95,2186454,30580,372.05
ADANIPOWER,28-AUG-2019,59.75,60.2,58.0,59.25,7236667,13121,59.95
ADANITRANS,28-AUG-2019,238.0,239.9,231.6,234.75,91885,3358,236.3
ADFFOODS,28-AUG-2019,268.45,268.5,263.0,263.6,9805,747,269.7
ADHUNIK,28-AUG-2019,1.1,1.2,1.1,1.1,7831,16,1.15
ADHUNIKIND,28-AUG-2019,87.5,90.6,87.3,88.85,36275,432,87.2
ADLABS,28-AUG-2019,3.8,3.8,3.6,3.6,52912,199,3.75
ADORWELD,28-AUG-2019,291.35,295.0,285.05,286.4,3192,439,291.4
ADROITINFO,28-AUG-2019,10.5,11.1,10.1,10.15,29897,23,10.6
ADSL,28-AUG-2019,14.95,14.95,13.65,13.85,43200,191,14.65
ADVANIHOTR,28-AUG-2019,53.85,53.85,52.5,53.45,1067,29,53.8
ADVENZYMES,28-AUG-2019,150.0,153.9,149.85,150.0,44244,842,149.75
AEGISCHEM,28-AUG-2019,197.65,200.0,190.0,195.9,82283,2910,197.65
AFFLE,28-AUG-2019,841.4,855.55,827.15,830.55,38728,2285,838.25
AGARIND,28-AUG-2019,123.95,128.0,121.6,127.15,11339,444,121.7
AGCNET,28-AUG-2019,125.0,125.0,115.35,117.35,17287,370,126.6
AGLSL,28-AUG-2019,45.05,48.05,45.05,46.9,3482,36,46.45
AGRITECH,28-AUG-2019,45.05,45.5,44.4,44.65,7660,110,45.85
AGROPHOS,28-AUG-2019,90.5,93.2,85.3,90.0,1024,14,89.5
AHLADA,28-AUG-2019,51.5,51.5,51.0,51.0,2000,2,56.0
AHLEAST,28-AUG-2019,157.35,160.0,157.35,157.55,775,214,159.7
AHLUCONT,28-AUG-2019,306.4,312.0,306.4,310.05,53915,136,305.05
AHLWEST,28-AUG-2019,300.0,304.9,280.0,292.95,1637,97,285.85
AIAENG,28-AUG-2019,1569.9,1569.9,1533.0,1551.0,21648,1072,1550.4
AIONJSW,28-AUG-2019,14.6,14.6,13.8,14.0,18638,194,14.6
AIRAN,28-AUG-2019,16.2,17.7,16.0,17.3,5646,81,16.75
AISL,28-AUG-2019,35.0,35.0,34.9,34.9,2400,2,34.0
AJANTPHARM,28-AUG-2019,954.85,1009.45,943.6,986.05,115371,6453,948.65
AJMERA,28-AUG-2019,120.9,122.0,118.1,120.65,45494,1716,120.1
AKASH,28-AUG-2019,57.0,57.0,57.0,57.0,2000,1,58.0
AKG,28-AUG-2019,32.3,32.3,32.3,32.3,4000,1,32.0
AKSHARCHEM,28-AUG-2019,208.55,215.95,205.05,206.1,1637,133,213.45
AKSHOPTFBR,28-AUG-2019,7.75,7.75,7.75,7.75,192472,257,7.4
AKZOINDIA,28-AUG-2019,1713.35,1714.75,1698.1,1700.1,5633,381,1701.9
ALANKIT,28-AUG-2019,19.0,19.4,18.6,19.15,172426,563,19.4
ALBERTDAVD,28-AUG-2019,341.95,349.7,331.0,334.75,5245,273,339.55
ALBK,28-AUG-2019,35.4,35.95,34.1,34.85,1122040,5462,35.35
ALCHEM,28-AUG-2019,1.05,1.05,1.05,1.05,1229,12,1.1
ALEMBICLTD,28-AUG-2019,35.2,35.9,35.2,35.2,37957,228,37.05
ALICON,28-AUG-2019,390.0,417.0,390.0,405.0,281,36,393.9
ALKALI,28-AUG-2019,40.05,43.4,40.05,41.4,17822,394,41.0
ALKEM,28-AUG-2019,1800.0,1844.9,1800.0,1829.85,33453,6045,1826.9
ALKYLAMINE,28-AUG-2019,749.6,753.85,740.0,752.4,1845,148,748.25
ALLCARGO,28-AUG-2019,93.8,93.8,91.5,92.2,45108,1126,92.45
ALLSEC,28-AUG-2019,260.3,270.0,258.3,269.95,2525,76,269.85
ALMONDZ,28-AUG-2019,10.35,10.4,10.05,10.05,5041,17,9.95
ALOKTEXT,28-AUG-2019,2.8,2.8,2.65,2.7,2598421,839,2.75
ALPA,28-AUG-2019,15.8,15.8,14.1,14.35,8039,175,15.3
ALPHAGEO,28-AUG-2019,207.0,207.75,197.0,197.45,13406,607,201.75
ALPSINDUS,28-AUG-2019,0.55,0.6,0.55,0.55,2070,6,0.6
AMARAJABAT,28-AUG-2019,625.8,625.8,607.0,612.6,273656,10004,622.7
AMBER,28-AUG-2019,841.0,859.0,821.0,841.3,14806,1229,833.3
AMBIKCO,28-AUG-2019,886.0,899.95,838.2,842.95,9210,790,886.75
AMBUJACEM,28-AUG-2019,205.0,207.5,202.75,205.0,1674581,26497,205.1
AMDIND,28-AUG-2019,16.6,17.7,16.6,17.05,7505,88,16.9
AMJLAND,28-AUG-2019,17.5,17.55,17.05,17.5,2003,30,17.7
AMRUTANJAN,28-AUG-2019,285.0,286.7,283.85,285.0,13250,387,283.55
ANANTRAJ,28-AUG-2019,26.15,27.9,25.95,27.5,408914,1292,26.05
ANDHRABANK,28-AUG-2019,19.0,19.0,18.55,18.7,416582,1255,19.05
ANDHRACEMT,28-AUG-2019,2.3,2.3,2.3,2.3,2722,11,2.2
ANDHRSUGAR,28-AUG-2019,290.15,298.0,288.45,289.4,16833,1219,291.25
ANIKINDS,28-AUG-2019,8.15,8.5,7.8,8.35,2204,33,8.0
ANKITMETAL,28-AUG-2019,0.4,0.45,0.4,0.4,2124,8,0.45
ANSALAPI,28-AUG-2019,4.1,4.25,3.9,4.2,48775,153,4.05
ANSALHSG,28-AUG-2019,5.45,5.9,5.1,5.35,266877,778,5.0
ANTGRAPHIC,28-AUG-2019,0.75,0.85,0.75,0.85,58302,34,0.8
ANUP,28-AUG-2019,418.8,426.55,410.5,418.55,12192,657,420.6
APARINDS,28-AUG-2019,542.35,554.95,542.35,548.95,2213,298,540.65
APCL,28-AUG-2019,146.0,148.0,141.1,141.3,4575,74,145.9
APCOTEXIND,28-AUG-2019,209.9,209.9,203.0,204.7,7181,356,207.1
APEX,28-AUG-2019,210.0,210.8,200.05,200.65,39085,1278,208.85
APLAPOLLO,28-AUG-2019,1303.45,1321.95,1265.0,1275.35,14516,926,1303.45
APLLTD,28-AUG-2019,503.8,504.8,494.1,497.7,7799,698,500.3
APOLLO,28-AUG-2019,77.4,78.25,74.25,75.45,9698,372,77.4
APOLLOHOSP,28-AUG-2019,1478.7,1535.0,1477.0,1521.4,1429654,52346,1475.55
