SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,23-OCT-2017,40.5,42.4,40.5,41.8,52451,420,41.35
3IINFOTECH,23-OCT-2017,3.8,3.9,3.7,3.8,1481938,727,3.85
3MINDIA,23-OCT-2017,14497.95,14497.95,14269.1,14346.35,908,179,14379.9
63MOONS,23-OCT-2017,159.65,159.65,159.65,159.65,108013,635,152.05
8KMILES,23-OCT-2017,494.0,556.5,494.0,539.95,716185,20813,499.45
A2ZINFRA,23-OCT-2017,36.8,40.7,36.25,37.7,4652127,9753,36.6
AARTIDRUGS,23-OCT-2017,525.05,539.85,525.05,536.0,11440,282,533.65
AARTIIND,23-OCT-2017,895.0,907.15,890.85,895.1,31069,2510,898.6
AARVEEDEN,23-OCT-2017,43.15,46.4,43.15,45.6,39261,188,44.35
AARVI,23-OCT-2017,75.25,77.0,75.25,76.95,12000,6,75.1
ABAN,23-OCT-2017,184.5,186.45,182.6,182.95,437581,6067,183.45
ABB,23-OCT-2017,1345.0,1359.9,1331.1,1333.85,64910,3589,1340.35
ABBOTINDIA,23-OCT-2017,4240.0,4240.0,4141.5,4149.75,818,353,4234.8
ABCAPITAL,23-OCT-2017,184.85,185.25,179.6,179.85,3370600,29960,183.5
ABFRL,23-OCT-2017,148.9,150.1,145.0,147.15,348302,5254,148.9
ABGSHIP,23-OCT-2017,12.75,13.65,12.75,13.35,112986,192,13.4
ABMINTLTD,23-OCT-2017,44.1,44.1,44.1,44.1,23,2,45.0
ACC,23-OCT-2017,1770.3,1790.0,1744.9,1781.0,318547,14472,1765.15
ACCELYA,23-OCT-2017,1454.0,1463.7,1435.0,1437.45,1584,216,1454.0
ACCORD,23-OCT-2017,53.0,57.65,53.0,57.65,8000,4,52.85
ACE,23-OCT-2017,70.35,71.55,70.0,70.85,162902,960,70.2
ACEINTEG,23-OCT-2017,30.45,30.45,30.45,30.45,3000,1,34.25
ADANIENT,23-OCT-2017,126.4,129.8,125.2,126.95,4877150,22367,125.6
ADANIPORTS,23-OCT-2017,403.2,412.95,400.05,407.05,4555429,54772,401.4
ADANIPOWER,23-OCT-2017,29.25,30.75,29.1,30.45,11771082,16901,29.05
ADANITRANS,23-OCT-2017,228.75,231.0,226.0,228.9,2044336,9856,226.65
ADFFOODS,23-OCT-2017,238.6,242.95,236.0,239.05,246166,4932,240.15
ADHUNIK,23-OCT-2017,4.25,4.7,4.25,4.5,117737,740,4.35
ADHUNIKIND,23-OCT-2017,56.85,56.85,52.0,52.0,70561,470,54.7
ADLABS,23-OCT-2017,68.6,68.8,67.25,67.55,139385,928,68.15
ADORWELD,23-OCT-2017,546.55,555.0,526.6,535.0,51236,2327,544.35
ADSL,23-OCT-2017,20.25,22.15,20.25,20.9,27208,131,20.85
ADVANIHOTR,23-OCT-2017,64.7,64.7,60.4,61.7,8723,175,62.7
ADVENZYMES,23-OCT-2017,265.0,265.35,261.0,261.7,97272,2330,265.5
AEGISCHEM,23-OCT-2017,227.0,236.0,222.5,234.95,810837,12623,223.15
AFL,23-OCT-2017,33.45,33.45,33.45,33.45,10,1,35.2
AGARIND,23-OCT-2017,500.0,522.0,500.0,510.0,456,13,504.95
AGCNET,23-OCT-2017,105.7,115.0,105.35,112.9,3508,72,115.1
AGLSL,23-OCT-2017,128.45,128.45,117.0,118.45,60008,395,124.3
AGRITECH,23-OCT-2017,132.0,133.05,132.0,133.05,35858,268,126.75
AGROPHOS,23-OCT-2017,20.3,22.95,20.3,22.95,60000,10,23.0
AHLEAST,23-OCT-2017,255.5,269.0,255.5,267.9,152,13,256.05
