SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,21-APR-2020,33.0,33.0,30.0,30.2,130105,1943,33.15
21STCENMGM,21-APR-2020,11.0,11.1,10.8,10.8,2068,15,11.0
3IINFOTECH,21-APR-2020,2.0,2.05,1.8,1.8,4429963,2031,1.95
3MINDIA,21-APR-2020,19799.95,19854.95,19254.95,19409.35,6149,2435,19861.05
3PLAND,21-APR-2020,5.55,5.55,5.55,5.55,1242,3,5.05
5PAISA,21-APR-2020,149.0,152.95,142.55,147.85,5658,266,155.3
601GS2028,21-APR-2020,86.9,86.9,86.9,86.9,1,1,91.44
63MOONS,21-APR-2020,60.0,61.9,59.0,59.0,46218,514,62.1
726GS2029,21-APR-2020,102.5,102.5,102.5,102.5,100,1,102.5
759GS2026,21-APR-2020,96.0,96.0,96.0,96.0,100,1,96.0
763GS2059,21-APR-2020,106.9,106.9,106.9,106.9,100,1,106.9
808GS2022,21-APR-2020,73.86,73.86,73.86,73.86,5,1,77.71
923GS2043,21-APR-2020,114.99,114.99,114.99,114.99,1,1,121.01
A2ZINFRA,21-APR-2020,4.8,4.8,4.4,4.55,304012,521,4.85
AAKASH,21-APR-2020,22.15,22.15,22.15,22.15,3000,1,23.3
AARON,21-APR-2020,40.15,40.15,40.15,40.15,3300,1,40.3
AARTIDRUGS,21-APR-2020,646.0,677.0,636.95,657.35,30645,3665,658.75
AARTIIND,21-APR-2020,925.0,948.0,911.15,916.4,392790,15080,936.9
AARVEEDEN,21-APR-2020,9.85,10.2,9.75,9.85,3770,80,10.3
AAVAS,21-APR-2020,1288.0,1342.0,1241.3,1301.0,51354,9869,1301.15
ABAN,21-APR-2020,24.8,24.8,23.6,23.6,81011,435,24.8
ABB,21-APR-2020,900.0,929.0,887.55,894.5,99664,9076,906.75
ABBOTINDIA,21-APR-2020,16800.0,17250.9,16506.3,16545.1,25184,9557,16880.85
ABCAPITAL,21-APR-2020,50.5,51.8,49.25,50.2,1606168,11458,53.55
ABFRL,21-APR-2020,138.9,138.95,125.05,127.75,1065648,22333,139.7
ABMINTLTD,21-APR-2020,13.45,13.45,13.45,13.45,38,1,13.45
ABSLBANETF,21-APR-2020,246.6,246.6,215.1,246.0,302,15,231.6
ABSLFTSGRN,21-APR-2020,10.5,10.5,10.5,10.5,1000,1,10.52
ABSLNN50ET,21-APR-2020,220.7,234.57,208.7,221.0,35,15,223.5
ABSLRIF6RG,21-APR-2020,5.12,5.12,4.65,4.9,30200,9,4.95
ACC,21-APR-2020,1167.0,1167.0,1132.45,1136.75,1379968,55890,1175.5
ACCELYA,21-APR-2020,907.0,913.45,892.1,908.8,12429,924,906.65
ACCURACY,21-APR-2020,15.85,15.85,15.85,15.85,3200,2,16.65
ACE,21-APR-2020,48.05,49.35,45.9,46.6,249687,2595,50.6
ADANIENT,21-APR-2020,143.0,143.0,134.15,135.95,3576178,29177,146.7
ADANIGAS,21-APR-2020,104.0,104.0,98.0,99.35,1833335,18286,106.5
ADANIGREEN,21-APR-2020,191.0,195.9,190.75,191.3,661617,8511,200.75
ADANIPORTS,21-APR-2020,266.05,269.6,260.9,265.2,2562045,28728,270.5
ADANIPOWER,21-APR-2020,34.0,34.45,31.5,31.9,14129082,30587,34.75
ADANITRANS,21-APR-2020,204.7,204.7,195.3,196.4,130364,4521,205.55
ADFFOODS,21-APR-2020,218.0,218.0,208.45,208.45,7906,263,219.4
ADHUNIKIND,21-APR-2020,15.85,15.85,15.3,15.85,9374,28,15.1
ADLABS,21-APR-2020,4.4,4.4,4.0,4.05,363417,1047,4.2
ADORWELD,21-APR-2020,269.95,269.95,251.6,257.75,8071,584,275.6
ADROITINFO,21-APR-2020,5.45,5.6,5.2,5.6,529,12,5.45
ADSL,21-APR-2020,14.35,14.9,13.6,14.15,11325,79,14.4
ADVANIHOTR,21-APR-2020,35.0,38.4,34.55,38.4,18450,161,34.95
ADVENZYMES,21-APR-2020,151.75,154.1,146.4,148.5,245822,4577,156.55
AEGISCHEM,21-APR-2020,163.9,169.5,160.05,164.6,199274,3971,161.35
AFFLE,21-APR-2020,1380.15,1481.0,1350.0,1470.7,65547,5588,1411.2
AGARIND,21-APR-2020,64.5,66.65,59.2,59.6,22433,445,63.9
