SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,03-APR-2019,40.0,40.05,38.6,39.2,6254,188,39.5
21STCENMGM,03-APR-2019,20.3,20.3,20.3,20.3,691,5,19.95
3IINFOTECH,03-APR-2019,3.75,3.8,3.65,3.7,1256037,533,3.8
3MINDIA,03-APR-2019,24305.0,24580.3,23797.05,23983.5,12795,1042,24304.0
3PLAND,03-APR-2019,11.15,11.15,10.95,11.1,1243,17,10.65
5PAISA,03-APR-2019,232.95,236.55,229.25,233.1,7244,256,229.95
63MOONS,03-APR-2019,82.9,83.3,80.3,80.8,88969,1843,82.4
8KMILES,03-APR-2019,104.2,104.5,100.0,100.3,146122,2111,102.55
A2ZINFRA,03-APR-2019,18.2,18.2,17.15,17.25,193260,439,17.9
AAKASH,03-APR-2019,20.5,20.5,20.5,20.5,2000,1,20.45
AARON,03-APR-2019,46.5,46.5,46.5,46.5,3000,1,46.05
AARTIDRUGS,03-APR-2019,619.55,629.0,618.95,621.5,9848,902,618.95
AARTIIND,03-APR-2019,1580.0,1595.0,1565.0,1579.6,131922,5968,1589.2
AARVEEDEN,03-APR-2019,23.85,23.85,23.15,23.45,2030,42,23.4
AARVI,03-APR-2019,42.0,42.0,41.25,41.25,4000,2,41.05
AAVAS,03-APR-2019,1155.0,1172.0,1115.0,1159.6,43959,4128,1160.1
ABAN,03-APR-2019,59.85,59.85,58.0,58.45,61356,466,58.8
ABB,03-APR-2019,1328.8,1340.0,1320.1,1332.15,69523,6934,1322.4
ABBOTINDIA,03-APR-2019,7310.25,7370.0,7310.0,7329.0,923,326,7309.2
ABCAPITAL,03-APR-2019,103.0,103.8,99.7,100.3,2722460,17024,103.0
ABFRL,03-APR-2019,220.0,221.65,218.1,219.7,332435,5720,219.95
ABGSHIP,03-APR-2019,1.7,1.75,1.65,1.65,6211,39,1.7
ABSLRIF6RG,03-APR-2019,8.0,8.0,7.85,7.99,5050,2,7.76
ACC,03-APR-2019,1627.9,1645.0,1615.7,1624.6,680202,34769,1617.35
ACCELYA,03-APR-2019,938.0,948.5,931.05,933.75,24213,551,938.0
ACCURACY,03-APR-2019,83.0,87.0,83.0,86.35,52800,18,83.0
ACE,03-APR-2019,116.6,118.8,112.1,113.15,443903,5690,116.5
ACEINTEG,03-APR-2019,33.0,33.0,33.0,33.0,3000,1,35.75
ADANIENT,03-APR-2019,150.3,152.65,146.6,147.55,3416023,20604,151.65
ADANIGAS,03-APR-2019,132.3,133.6,128.1,128.5,415786,3947,132.3
ADANIGREEN,03-APR-2019,37.75,38.45,36.85,37.25,368043,1409,37.75
ADANIPORTS,03-APR-2019,380.3,386.3,380.0,382.0,2701443,38684,379.7
ADANIPOWER,03-APR-2019,50.6,50.95,49.0,49.4,11039301,15700,50.05
ADANITRANS,03-APR-2019,223.7,223.95,218.0,218.4,77280,2357,222.4
ADFFOODS,03-APR-2019,250.0,251.6,245.35,246.65,12380,473,246.7
ADHUNIK,03-APR-2019,3.05,3.05,3.05,3.05,32390,28,2.95
ADHUNIKIND,03-APR-2019,55.75,56.6,55.0,55.95,10436,67,54.9
ADLABS,03-APR-2019,9.2,9.2,9.2,9.2,226362,103,8.8
ADORWELD,03-APR-2019,348.85,353.15,347.1,349.4,5497,271,348.8
ADROITINFO,03-APR-2019,16.3,17.45,16.25,16.25,1691,18,17.1
ADSL,03-APR-2019,13.7,13.9,13.6,13.6,2890,27,13.85
ADVANIHOTR,03-APR-2019,69.0,69.95,67.3,67.7,4351,95,68.35
ADVENZYMES,03-APR-2019,182.55,185.5,180.0,180.9,120377,2294,183.15
AEGISCHEM,03-APR-2019,203.1,206.95,202.5,205.2,99927,3767,205.25
AGARIND,03-APR-2019,165.0,165.75,158.0,160.25,461,30,161.0
AGCNET,03-APR-2019,119.9,122.4,116.7,117.55,5118,69,116.9
AGLSL,03-APR-2019,58.15,58.9,57.55,57.95,3947,59,58.05
AGRITECH,03-APR-2019,57.05,57.9,52.2,53.4,13584,253,56.85
AGROPHOS,03-APR-2019,68.6,71.9,68.6,69.0,40339,10,72.2
AHLEAST,03-APR-2019,245.45,246.6,238.1,239.3,3576,95,238.25
AHLUCONT,03-APR-2019,333.5,334.5,328.25,333.05,7626,207,335.25
AHLWEST,03-APR-2019,353.5,355.0,351.95,354.45,320,19,350.9
AIAENG,03-APR-2019,1753.0,1770.95,1710.6,1726.35,15308,2570,1772.8
AIFL,03-APR-2019,12.5,12.85,11.9,12.2,92357,232,12.5
AIONJSW,03-APR-2019,30.3,30.95,28.9,29.45,110393,473,29.85
AISL,03-APR-2019,69.0,69.5,69.0,69.5,2400,2,66.0
AJANTPHARM,03-APR-2019,1032.5,1039.75,1016.15,1023.4,160471,5625,1032.4
AJMERA,03-APR-2019,190.6,193.5,186.1,187.6,96174,2119,190.0
AKASH,03-APR-2019,51.0,53.0,51.0,53.0,6000,3,51.0
AKSHARCHEM,03-APR-2019,349.35,353.95,345.1,348.85,2246,158,349.55
AKSHOPTFBR,03-APR-2019,19.0,19.2,18.4,18.5,596903,1430,19.0
AKZOINDIA,03-APR-2019,1752.0,1799.9,1752.0,1792.0,7220,1317,1768.55
ALANKIT,03-APR-2019,32.1,32.6,31.3,32.05,661818,3826,32.25
ALBERTDAVD,03-APR-2019,415.95,429.95,413.95,423.9,13925,487,412.85
ALBK,03-APR-2019,55.1,56.15,53.1,53.4,6369982,17478,55.2
ALCHEM,03-APR-2019,1.95,1.95,1.9,1.95,2490,8,1.9
ALEMBICLTD,03-APR-2019,42.9,43.15,41.75,42.05,293997,912,42.45
ALICON,03-APR-2019,599.95,612.0,590.0,598.9,4439,271,600.75
ALKALI,03-APR-2019,42.0,43.75,41.6,42.35,28049,201,42.0
ALKEM,03-APR-2019,1744.0,1747.0,1727.15,1739.3,52369,7361,1736.45
ALKYLAMINE,03-APR-2019,834.0,834.0,821.2,824.0,1489,106,826.0
ALLCARGO,03-APR-2019,113.1,114.75,111.45,111.7,102986,1922,112.45
ALLSEC,03-APR-2019,282.1,289.95,282.1,286.85,25147,80,290.65
ALMONDZ,03-APR-2019,23.5,23.85,21.3,22.3,2978,45,22.55
ALOKTEXT,03-APR-2019,4.95,5.25,4.9,5.15,7770774,3971,5.15
ALPA,03-APR-2019,27.05,27.25,26.5,26.75,9262,80,27.05
ALPHAGEO,03-APR-2019,499.05,500.0,485.6,490.9,2409,361,498.65
AMARAJABAT,03-APR-2019,722.9,739.0,650.0,672.35,7107893,143982,720.75
AMBER,03-APR-2019,864.45,864.45,836.0,841.7,37319,2251,856.75
AMBIKCO,03-APR-2019,1139.95,1151.1,1132.6,1135.85,2461,136,1139.95
AMBUJACEM,03-APR-2019,231.0,235.9,225.95,226.75,4591977,27719,229.95
AMDIND,03-APR-2019,20.25,21.5,20.05,20.25,8471,57,21.05
AMJLAND,03-APR-2019,19.85,19.95,19.5,19.6,884,17,19.8
AMJUMBO,03-APR-2019,51.95,52.0,51.95,52.0,4000,2,53.6
AMRUTANJAN,03-APR-2019,321.0,324.8,311.25,313.6,18726,909,318.8
ANANTRAJ,03-APR-2019,33.9,35.35,33.65,33.85,888030,2311,33.8
ANDHRABANK,03-APR-2019,32.0,32.4,30.85,31.05,2458786,7024,31.85
ANDHRACEMT,03-APR-2019,5.0,5.0,4.8,4.85,52527,115,5.0
ANDHRSUGAR,03-APR-2019,349.6,353.0,348.05,349.25,13728,350,349.75
ANGIND,03-APR-2019,1.0,1.0,0.95,0.95,2045,12,1.0
ANIKINDS,03-APR-2019,15.5,15.5,15.25,15.25,3046,23,15.6
ANKITMETAL,03-APR-2019,0.45,0.5,0.45,0.5,8237,20,0.45
ANSALAPI,03-APR-2019,11.3,11.7,11.2,11.4,171100,415,11.3
ANSALHSG,03-APR-2019,12.5,12.75,12.15,12.25,63838,266,12.55
ANTGRAPHIC,03-APR-2019,0.45,0.5,0.45,0.5,101310,20,0.5
ANUP,03-APR-2019,548.0,552.9,525.0,527.05,31263,1818,548.75
APARINDS,03-APR-2019,679.5,684.95,679.5,681.15,4655,211,680.5
APCL,03-APR-2019,128.0,128.4,124.5,124.85,548,35,129.35
APCOTEXIND,03-APR-2019,512.0,529.45,512.0,523.85,4057,301,515.45
APEX,03-APR-2019,340.25,342.05,329.2,331.4,93443,2753,339.9
APLAPOLLO,03-APR-2019,1482.95,1505.55,1460.0,1469.65,12935,1925,1474.5
APLLTD,03-APR-2019,543.7,543.7,530.0,532.15,13510,1697,543.65
APOLLO,03-APR-2019,143.8,147.0,137.4,139.35,276273,4483,144.2
APOLLOHOSP,03-APR-2019,1259.0,1276.7,1255.25,1259.75,336310,18064,1255.3
APOLLOTYRE,03-APR-2019,220.1,225.0,218.45,219.85,2602557,25556,221.25
APOLSINHOT,03-APR-2019,921.1,921.1,870.0,879.4,783,57,886.0
APTECHT,03-APR-2019,179.0,181.9,173.55,176.35,245320,3913,178.65
ARCHIDPLY,03-APR-2019,40.05,40.05,39.05,39.55,16916,196,39.95
ARCHIES,03-APR-2019,25.4,25.4,24.5,24.55,19632,255,25.1
ARCOTECH,03-APR-2019,5.7,5.8,5.65,5.65,25648,72,5.7
ARENTERP,03-APR-2019,12.6,12.65,12.6,12.65,6800,6,12.1
ARIES,03-APR-2019,86.5,92.7,86.25,88.45,224446,2455,85.85
ARIHANT,03-APR-2019,28.2,28.9,27.9,28.65,2302,20,29.1
ARIHANTSUP,03-APR-2019,55.05,57.0,55.0,56.6,8651,94,56.55
ARMANFIN,03-APR-2019,379.6,381.95,365.55,366.65,5093,227,372.15
AROGRANITE,03-APR-2019,49.55,50.9,49.0,49.2,9584,178,49.9
ARROWGREEN,03-APR-2019,86.4,86.45,81.6,84.15,12887,266,83.85
ARROWTEX,03-APR-2019,18.0,18.0,17.55,17.9,3350,49,17.9
ARSHIYA,03-APR-2019,33.0,38.2,32.55,36.75,575372,3136,33.0
ARSSINFRA,03-APR-2019,44.5,44.5,42.05,43.95,12414,113,42.75
ARTEDZ,03-APR-2019,41.85,42.2,41.5,42.0,204000,39,40.45
ARVIND,03-APR-2019,92.25,93.15,89.2,90.1,1925326,9421,92.55
ARVINDFASN,03-APR-2019,1045.0,1045.9,998.0,1002.05,330147,9864,1047.95
ARVSMART,03-APR-2019,137.65,138.0,130.2,131.6,19687,484,136.8
ASAHIINDIA,03-APR-2019,255.6,257.0,253.1,253.8,10127,343,255.6
ASAHISONG,03-APR-2019,160.55,164.7,160.15,161.55,2923,107,162.4
ASAL,03-APR-2019,55.55,56.8,54.4,54.7,4403,81,55.55
ASHAPURMIN,03-APR-2019,26.7,28.35,26.65,27.8,39250,155,28.0
ASHIANA,03-APR-2019,121.9,122.5,119.8,119.95,26365,281,119.75
ASHIMASYN,03-APR-2019,11.95,12.4,11.6,11.75,60128,165,12.0
ASHOKA,03-APR-2019,132.0,135.9,132.0,133.1,198331,3057,133.0
ASHOKLEY,03-APR-2019,89.8,90.8,87.5,87.8,19962585,73215,89.55
ASIANHOTNR,03-APR-2019,137.85,137.9,134.0,134.3,859,30,134.4
ASIANPAINT,03-APR-2019,1521.25,1529.85,1493.0,1497.6,1606692,67074,1519.3
ASIANTILES,03-APR-2019,239.8,242.0,222.95,234.95,39501,739,239.5
