SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,15-MAR-2016,28.45,28.45,26.9,27.6,17151,179,27.6
3IINFOTECH,15-MAR-2016,4.45,4.45,4.2,4.2,1185364,588,4.3
3MINDIA,15-MAR-2016,10799.95,10800.0,10680.0,10722.05,1328,125,10714.2
8KMILES,15-MAR-2016,2148.0,2197.75,2105.05,2126.15,57193,6554,2128.45
A2ZINFRA,15-MAR-2016,20.75,20.75,20.1,20.2,112506,340,20.4
AARTIDRUGS,15-MAR-2016,495.0,495.75,486.1,488.95,3711,399,490.75
AARTIIND,15-MAR-2016,490.0,498.3,490.0,495.9,22104,3297,492.45
AARVEEDEN,15-MAR-2016,52.75,55.0,52.75,53.8,6996,61,52.2
ABAN,15-MAR-2016,189.05,191.4,183.25,185.3,1214959,17756,191.4
ABB,15-MAR-2016,1138.0,1154.85,1130.1,1140.7,33772,3121,1133.6
ABBOTINDIA,15-MAR-2016,4820.05,5050.0,4660.0,4898.55,25127,3578,4868.25
ABFRL,15-MAR-2016,150.8,150.9,141.55,143.05,276264,8579,150.8
ABGSHIP,15-MAR-2016,56.55,56.95,54.2,55.05,107667,1094,56.55
ABIRLANUVO,15-MAR-2016,780.0,786.9,771.0,773.25,180393,10816,778.2
ACC,15-MAR-2016,1236.0,1244.85,1231.3,1240.1,252747,10209,1235.8
ACCELYA,15-MAR-2016,882.0,895.0,860.0,873.55,2934,266,869.65
ACE,15-MAR-2016,37.7,38.15,36.75,36.95,66996,299,37.8
ACROPETAL,15-MAR-2016,2.9,2.9,2.8,2.8,6435,19,2.9
ADANIENT,15-MAR-2016,66.3,67.9,66.0,66.6,7169508,14086,65.75
ADANIPORTS,15-MAR-2016,233.1,233.6,227.2,228.25,1913147,30373,232.4
ADANIPOWER,15-MAR-2016,29.95,30.3,29.7,29.9,3038089,3644,30.1
ADANITRANS,15-MAR-2016,31.5,32.2,31.15,31.65,690570,4358,31.4
ADFFOODS,15-MAR-2016,79.25,79.95,79.0,79.55,7028,132,79.45
ADHUNIK,15-MAR-2016,11.1,11.4,11.0,11.1,13610,74,11.25
ADI,15-MAR-2016,290.0,294.0,281.3,290.2,9720,160,285.85
