SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTALTRADES,PREVCLOSE
20MICRONS,27-NOV-2017,52.25,54.2,51.65,52.8,305096,1961,51.9
3IINFOTECH,27-NOV-2017,3.95,3.95,3.85,3.9,1408957,421,3.95
3MINDIA,27-NOV-2017,16100.0,16100.0,15659.25,15772.8,1203,270,15786.95
5PAISA,27-NOV-2017,265.5,265.5,265.5,265.5,1532,52,279.45
63MOONS,27-NOV-2017,117.45,122.65,117.25,122.65,298067,1918,116.85
8KMILES,27-NOV-2017,864.0,946.7,854.05,946.7,930422,25966,860.65
A2ZINFRA,27-NOV-2017,42.7,44.3,42.05,42.25,3870939,11796,43.2
AARTIDRUGS,27-NOV-2017,540.0,545.0,535.0,535.0,3955,185,535.05
AARTIIND,27-NOV-2017,918.0,918.0,907.0,909.95,25573,2828,912.45
AARVEEDEN,27-NOV-2017,47.5,48.9,47.0,47.9,49977,356,47.5
AARVI,27-NOV-2017,105.0,108.05,105.0,106.0,36000,15,102.95
ABAN,27-NOV-2017,203.0,206.7,203.0,206.05,1035471,9883,203.45
ABB,27-NOV-2017,1408.0,1408.0,1375.0,1387.25,25087,1686,1408.25
ABBOTINDIA,27-NOV-2017,4990.0,5095.0,4960.0,5046.9,5772,1657,4977.5
ABCAPITAL,27-NOV-2017,202.5,205.4,201.0,204.6,2791373,34072,202.8
ABFRL,27-NOV-2017,168.65,174.0,166.5,173.2,1216986,17286,165.6
ABGSHIP,27-NOV-2017,12.2,12.95,12.0,12.75,24244,75,12.6
ABMINTLTD,27-NOV-2017,37.05,37.1,37.05,37.1,41,4,37.05
ACC,27-NOV-2017,1694.85,1698.0,1675.0,1693.3,731696,18540,1697.7
ACCELYA,27-NOV-2017,1392.0,1410.0,1392.0,1397.3,3209,326,1399.65
ACE,27-NOV-2017,148.5,154.9,145.1,151.9,1947862,17817,151.05
ACEINTEG,27-NOV-2017,28.9,34.4,28.9,34.4,18000,6,28.7
ADANIENT,27-NOV-2017,150.0,152.2,146.85,151.25,4600982,29316,153.25
ADANIPORTS,27-NOV-2017,404.5,404.5,398.0,399.5,2993007,38597,404.6
ADANIPOWER,27-NOV-2017,35.2,36.75,35.0,36.6,12570518,21392,35.4
ADANITRANS,27-NOV-2017,202.0,203.8,195.15,196.25,1230420,9039,201.7
ADFFOODS,27-NOV-2017,285.7,293.35,281.95,286.3,292666,5268,287.65
ADHUNIK,27-NOV-2017,4.35,4.35,4.2,4.25,28049,660,4.25
ADHUNIKIND,27-NOV-2017,62.55,63.0,60.05,61.7,3746,35,61.0
ADLABS,27-NOV-2017,69.85,71.7,69.3,70.65,141340,388,69.85
ADORWELD,27-NOV-2017,511.0,529.5,510.0,518.05,33384,1264,509.8
ADSL,27-NOV-2017,23.4,24.25,23.2,23.45,28591,164,23.35
ADVANIHOTR,27-NOV-2017,71.4,80.9,71.1,77.1,499057,5105,70.15
ADVENZYMES,27-NOV-2017,265.6,266.2,264.65,265.5,104829,1369,265.2
AEGISCHEM,27-NOV-2017,234.85,235.3,231.1,232.2,212477,2761,234.4
AFL,27-NOV-2017,38.6,38.6,38.6,38.6,6415,6,36.8
AGARIND,27-NOV-2017,547.75,547.75,521.6,522.55,195,10,522.6
AGCNET,27-NOV-2017,111.95,116.5,106.3,112.8,13220,229,110.5
AGLSL,27-NOV-2017,128.0,128.0,126.5,127.0,4961,32,128.25
AGRITECH,27-NOV-2017,118.05,124.25,118.0,124.25,68106,422,118.35
AGROPHOS,27-NOV-2017,29.25,29.25,28.05,29.0,48000,8,29.0
AHLEAST,27-NOV-2017,270.05,277.65,268.6,275.2,797,29,271.7
AHLUCONT,27-NOV-2017,370.0,381.45,368.25,373.0,21632,914,370.15
AHLWEST,27-NOV-2017,289.0,289.0,265.45,276.4,469,16,279.1
AIAENG,27-NOV-2017,1445.0,1445.0,1415.05,1427.0,8920,1075,1440.75
AICHAMP,27-NOV-2017,28.85,28.85,28.85,28.85,1,1,27.5
AIFL,27-NOV-2017,514.4,519.75,507.05,517.2,116767,1421,510.5
AIRAN,27-NOV-2017,197.0,198.0,191.55,191.55,6000,6,191.0
AIROLAM,27-NOV-2017,49.7,49.7,48.35,48.35,24000,8,48.35
AISL,27-NOV-2017,175.0,176.5,165.0,168.6,127200,100,179.0
AJANTPHARM,27-NOV-2017,1328.0,1378.8,1327.0,1365.7,356375,15235,1329.2
AJMERA,27-NOV-2017,334.85,344.0,332.0,339.45,381369,5365,335.0
AKASH,27-NOV-2017,66.0,80.0,66.0,72.65,9000,9,72.55
AKSHARCHEM,27-NOV-2017,671.0,688.15,671.0,677.0,10877,727,683.9
AKSHOPTFBR,27-NOV-2017,33.2,34.4,32.0,34.4,1201789,2079,32.8
AKZOINDIA,27-NOV-2017,1822.15,1839.0,1812.0,1819.4,3507,411,1821.0
ALANKIT,27-NOV-2017,48.9,48.9,46.3,46.9,887757,3235,48.7
ALBERTDAVD,27-NOV-2017,362.0,369.8,352.05,359.85,33166,1141,361.2
ALBK,27-NOV-2017,77.85,78.95,77.35,78.6,1733163,8416,78.65
ALCHEM,27-NOV-2017,14.6,15.2,14.5,14.9,17813,94,14.6
ALEMBICLTD,27-NOV-2017,39.6,39.8,39.2,39.55,331151,1342,39.35
ALICON,27-NOV-2017,585.1,593.7,571.0,584.5,4292,214,590.95
ALKALI,27-NOV-2017,73.0,74.0,71.5,71.9,8479,123,71.65
ALKEM,27-NOV-2017,1988.0,1988.05,1965.0,1978.4,34381,1038,1987.9
ALKYLAMINE,27-NOV-2017,581.0,603.35,577.0,588.7,16785,1047,582.95
ALLCARGO,27-NOV-2017,169.9,170.5,167.4,167.8,402027,3718,168.4
ALLSEC,27-NOV-2017,489.7,489.7,475.0,482.55,23034,844,464.35
ALMONDZ,27-NOV-2017,27.0,32.5,26.85,32.5,629045,1949,27.1
ALOKTEXT,27-NOV-2017,3.95,3.95,3.75,3.85,2716029,974,3.9
ALPA,27-NOV-2017,32.55,32.95,32.05,32.25,27063,159,32.35
ALPHAGEO,27-NOV-2017,1046.45,1060.0,1020.0,1024.7,88720,4131,1046.45
ALPSINDUS,27-NOV-2017,4.75,4.75,4.65,4.75,31921,44,4.7
AMARAJABAT,27-NOV-2017,789.85,806.0,785.1,795.7,605093,22574,789.6
AMBIKCO,27-NOV-2017,1304.95,1308.0,1291.0,1296.35,3366,154,1300.1
AMBUJACEM,27-NOV-2017,264.5,266.0,261.65,262.4,2787181,23007,264.95
AMDIND,27-NOV-2017,46.55,50.95,46.5,49.7,204272,1322,46.3
AMRUTANJAN,27-NOV-2017,625.25,636.0,624.0,634.05,10338,319,625.25
AMTEKAUTO,27-NOV-2017,27.2,27.2,26.5,26.9,276564,827,27.1
ANANTRAJ,27-NOV-2017,61.3,62.5,60.3,61.4,2226455,7775,61.0
ANDHRABANK,27-NOV-2017,64.55,66.0,64.55,65.9,1888762,5502,65.55
ANDHRACEMT,27-NOV-2017,11.95,12.2,11.6,11.8,212680,414,11.8
ANDHRSUGAR,27-NOV-2017,572.0,578.95,571.0,574.5,39505,900,569.4
ANGIND,27-NOV-2017,5.5,5.7,5.45,5.55,28940,56,5.6
ANIKINDS,27-NOV-2017,52.25,55.0,52.0,54.45,13613,153,53.1
ANSALAPI,27-NOV-2017,22.6,23.2,22.25,22.5,79537,336,22.7
ANSALHSG,27-NOV-2017,22.05,22.7,22.05,22.55,27595,218,22.4
ANTGRAPHIC,27-NOV-2017,0.85,0.95,0.85,0.85,201166,41,0.9
APARINDS,27-NOV-2017,793.4,810.9,791.35,803.2,54302,1238,793.4
APCL,27-NOV-2017,237.95,244.95,236.9,241.2,4475,134,239.1
APCOTEXIND,27-NOV-2017,476.0,483.0,476.0,481.65,2695,148,478.65
APEX,27-NOV-2017,626.0,641.2,625.0,641.2,263033,3050,610.7
APLAPOLLO,27-NOV-2017,1874.0,1894.95,1855.55,1876.55,18805,5493,1861.85
APLLTD,27-NOV-2017,519.65,519.65,514.1,515.15,10848,1159,515.5
APOLLOHOSP,27-NOV-2017,1135.15,1140.0,1118.1,1132.0,507563,31008,1145.2
APOLLOTYRE,27-NOV-2017,251.55,257.5,250.65,256.8,2432690,25926,254.1
APOLSINHOT,27-NOV-2017,832.0,873.85,831.0,838.7,111,31,834.8
APTECHT,27-NOV-2017,373.5,386.25,365.1,372.65,1661723,21872,376.0
ARCHIDPLY,27-NOV-2017,99.8,101.85,98.05,100.3,95042,848,98.75
ARCHIES,27-NOV-2017,30.9,31.7,29.85,30.05,352750,1207,30.9
ARCOTECH,27-NOV-2017,49.5,53.0,49.5,51.5,204826,1313,52.05
ARIES,27-NOV-2017,225.0,231.5,215.1,226.15,19279,301,225.85
ARIHANT,27-NOV-2017,41.0,41.0,39.35,40.8,779,10,41.0
ARIHANTSUP,27-NOV-2017,159.9,166.7,154.1,165.4,95940,1296,158.05
ARMANFIN,27-NOV-2017,248.9,290.0,243.05,272.05,199502,3793,244.5
AROGRANITE,27-NOV-2017,68.45,68.7,67.0,68.15,15625,182,68.0
ARROWGREEN,27-NOV-2017,518.0,524.8,509.0,512.2,19340,1041,518.7
ARROWTEX,27-NOV-2017,46.6,48.6,46.6,47.65,40608,272,46.1
