SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
20MICRONS,31-DEC-2019,33.6,37.4,33.1,35.2,242285
21STCENMGM,31-DEC-2019,15.3,15.3,15.3,15.3,1129
3IINFOTECH,31-DEC-2019,2.0,2.05,1.95,1.95,655941
3MINDIA,31-DEC-2019,21639.0,21639.0,21210.0,21304.7,1333
3PLAND,31-DEC-2019,5.75,6.0,5.75,6.0,2325
5PAISA,31-DEC-2019,194.0,197.9,186.1,192.5,8539
63MOONS,31-DEC-2019,103.4,103.7,101.5,101.8,62501
74GS2035,31-DEC-2019,105.0,105.0,105.0,105.0,400
763GS2059,31-DEC-2019,92.0,95.0,92.0,95.0,200
824GS2033,31-DEC-2019,101.0,101.0,101.0,101.0,100
A2ZINFRA,31-DEC-2019,7.6,7.8,7.5,7.55,167651
AAKASH,31-DEC-2019,77.15,77.15,77.15,77.15,6000
AARON,31-DEC-2019,47.6,47.6,47.6,47.6,3300
AARTIDRUGS,31-DEC-2019,579.0,587.7,563.0,579.3,11722
AARTIIND,31-DEC-2019,838.0,845.0,810.0,830.75,134712
AARVEEDEN,31-DEC-2019,14.9,14.9,13.6,14.0,9969
AAVAS,31-DEC-2019,1917.0,1999.0,1902.45,1981.1,101783
ABAN,31-DEC-2019,25.95,26.7,25.45,25.7,53897
ABB,31-DEC-2019,1275.0,1297.1,1275.0,1285.25,46306
ABBOTINDIA,31-DEC-2019,13199.0,13202.0,13049.2,13075.5,3735
ABCAPITAL,31-DEC-2019,101.75,104.8,101.5,102.7,2669300
ABFRL,31-DEC-2019,228.0,233.15,224.65,231.7,546866
ABINFRA,31-DEC-2019,12.15,12.15,12.15,12.15,4000
ABMINTLTD,31-DEC-2019,16.25,16.25,14.75,14.75,120
ABSLBANETF,31-DEC-2019,322.97,322.97,322.97,322.97,1
ABSLFTSLRG,31-DEC-2019,10.0,10.0,10.0,10.0,6100
ABSLNN50ET,31-DEC-2019,286.31,286.31,286.31,286.31,10
ACC,31-DEC-2019,1454.5,1460.0,1441.55,1445.65,581119
ACCELYA,31-DEC-2019,1109.0,1109.0,1055.0,1070.7,6160
ACCURACY,31-DEC-2019,25.35,25.35,25.3,25.3,6400
ACE,31-DEC-2019,72.9,75.7,71.65,74.25,191727
ACEINTEG,31-DEC-2019,13.6,13.6,13.6,13.6,3000
ADANIENT,31-DEC-2019,208.7,210.75,207.65,208.35,1600059
ADANIGAS,31-DEC-2019,155.45,164.4,155.15,162.7,3897522
ADANIGREEN,31-DEC-2019,166.45,166.45,161.1,166.45,2050662
ADANIPORTS,31-DEC-2019,366.0,368.65,364.9,366.0,2043206
ADANIPOWER,31-DEC-2019,61.25,62.15,61.05,61.8,7555401
ADANITRANS,31-DEC-2019,334.6,336.9,330.0,331.4,165013
ADFFOODS,31-DEC-2019,304.7,309.5,301.0,306.85,18822
