SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
20MICRONS,10-OCT-2019,38.25,39.35,37.65,38.1,17434
21STCENMGM,10-OCT-2019,12.7,12.95,12.7,12.7,1861
3IINFOTECH,10-OCT-2019,2.1,2.15,2.05,2.1,839135
3MINDIA,10-OCT-2019,20156.0,20246.9,19725.0,19852.95,867
5PAISA,10-OCT-2019,167.0,169.7,160.65,164.45,5155
63MOONS,10-OCT-2019,121.45,124.0,114.2,115.3,127577
700GS2021,10-OCT-2019,104.75,104.75,104.75,104.75,5
732GS2024,10-OCT-2019,95.0,95.0,95.0,95.0,100
8KMILES,10-OCT-2019,49.0,49.1,46.5,48.05,20142
A2ZINFRA,10-OCT-2019,9.65,9.75,9.2,9.5,89280
AARON,10-OCT-2019,48.5,48.5,48.5,48.5,3300
AARTIDRUGS,10-OCT-2019,462.1,462.15,444.1,451.7,27919
AARTIIND,10-OCT-2019,764.5,775.0,761.0,765.15,40187
AARVEEDEN,10-OCT-2019,15.85,15.9,14.0,15.3,3111
AAVAS,10-OCT-2019,1610.0,1676.15,1603.05,1635.75,9207
ABAN,10-OCT-2019,24.2,25.95,24.1,25.05,21434
ABB,10-OCT-2019,1485.0,1493.85,1454.3,1464.45,31590
ABBOTINDIA,10-OCT-2019,10990.0,11056.55,10781.6,10999.35,20392
ABCAPITAL,10-OCT-2019,79.55,81.2,79.0,79.2,670965
ABFRL,10-OCT-2019,206.55,208.1,203.55,204.6,358364
ABSLRIF6RG,10-OCT-2019,6.63,6.63,6.63,6.63,1000
ACC,10-OCT-2019,1459.8,1462.8,1418.1,1422.9,721330
ACCELYA,10-OCT-2019,844.95,850.0,823.35,846.1,6589
ACE,10-OCT-2019,74.2,78.0,73.7,77.45,215567
ACEINTEG,10-OCT-2019,15.8,15.8,15.8,15.8,3000
ADANIENT,10-OCT-2019,138.0,139.1,135.3,137.4,2413888
ADANIGAS,10-OCT-2019,138.0,142.95,136.8,138.5,1889479
ADANIGREEN,10-OCT-2019,71.4,74.5,70.55,73.8,3267575
ADANIPORTS,10-OCT-2019,397.8,401.6,395.6,399.9,3034826
ADANIPOWER,10-OCT-2019,60.8,63.1,58.9,62.5,17192619
ADANITRANS,10-OCT-2019,225.65,227.95,222.0,222.6,44917
ADFFOODS,10-OCT-2019,257.0,262.4,255.1,258.95,17217
ADHUNIK,10-OCT-2019,0.6,0.6,0.6,0.6,39152
ADHUNIKIND,10-OCT-2019,108.65,113.5,106.95,108.35,73454
ADLABS,10-OCT-2019,2.6,2.6,2.5,2.5,50963
ADORWELD,10-OCT-2019,300.0,307.85,295.65,299.35,1072
ADROITINFO,10-OCT-2019,7.55,7.55,7.55,7.55,24
ADSL,10-OCT-2019,13.75,13.75,12.9,13.35,47455
ADVANIHOTR,10-OCT-2019,52.95,53.9,52.0,52.35,6401
ADVENZYMES,10-OCT-2019,150.0,150.9,147.1,148.0,28761
AEGISCHEM,10-OCT-2019,164.1,172.95,163.45,164.7,115157
AFFLE,10-OCT-2019,1239.0,1294.6,1190.0,1198.2,200638
AGARIND,10-OCT-2019,124.3,124.95,117.45,119.95,3781
AGCNET,10-OCT-2019,115.0,115.0,115.0,115.0,630
AGLSL,10-OCT-2019,49.0,51.5,48.15,48.9,7011
AGRITECH,10-OCT-2019,45.85,45.85,43.7,44.55,9710
AGROPHOS,10-OCT-2019,106.75,108.35,106.75,108.05,401718
AHLADA,10-OCT-2019,44.0,45.0,44.0,45.0,2000
AHLEAST,10-OCT-2019,176.4,182.9,176.0,178.4,225
AHLUCONT,10-OCT-2019,273.3,282.0,268.2,275.2,2071
AHLWEST,10-OCT-2019,305.0,305.25,287.0,290.25,373
AIAENG,10-OCT-2019,1650.0,1655.05,1607.05,1623.35,7594
AIONJSW,10-OCT-2019,9.85,10.0,9.85,9.95,67287
AIRAN,10-OCT-2019,13.0,13.0,12.5,12.5,14370
AISL,10-OCT-2019,30.0,30.0,30.0,30.0,1200
AJANTPHARM,10-OCT-2019,985.0,988.95,972.0,976.55,22445
AJMERA,10-OCT-2019,114.0,117.0,109.0,110.9,33094
AKSHARCHEM,10-OCT-2019,204.7,206.0,195.95,198.05,5738
AKSHOPTFBR,10-OCT-2019,7.5,7.75,7.05,7.4,435915
AKZOINDIA,10-OCT-2019,1854.95,1869.95,1818.0,1822.75,5614
ALANKIT,10-OCT-2019,20.85,20.85,19.8,20.05,120296
ALBERTDAVD,10-OCT-2019,338.45,340.6,330.0,332.25,1340
ALBK,10-OCT-2019,26.55,27.25,26.0,26.55,935127
ALCHEM,10-OCT-2019,0.9,0.9,0.85,0.85,338
ALEMBICLTD,10-OCT-2019,44.45,46.3,44.0,45.75,56280
ALICON,10-OCT-2019,339.0,341.0,331.1,336.9,979
ALKALI,10-OCT-2019,45.55,45.95,44.3,44.75,989
ALKEM,10-OCT-2019,1932.6,1950.0,1910.0,1929.0,51518
ALKYLAMINE,10-OCT-2019,869.85,879.9,841.9,853.6,5559
ALLCARGO,10-OCT-2019,98.85,99.4,97.1,98.3,80332
ALLSEC,10-OCT-2019,289.4,289.4,264.2,275.0,4166
ALMONDZ,10-OCT-2019,9.5,9.5,9.5,9.5,60
ALOKTEXT,10-OCT-2019,1.7,1.7,1.65,1.7,2654955
ALPA,10-OCT-2019,14.6,14.6,13.8,14.0,5243
ALPHAGEO,10-OCT-2019,187.95,190.2,185.0,186.25,2756
ALPSINDUS,10-OCT-2019,0.3,0.3,0.3,0.3,955
AMARAJABAT,10-OCT-2019,693.55,700.0,677.15,680.0,180484
AMBER,10-OCT-2019,887.95,923.0,885.9,908.65,18539
AMBIKCO,10-OCT-2019,904.5,916.5,900.0,908.1,1463
AMBUJACEM,10-OCT-2019,191.3,191.7,186.85,188.0,1878899
AMDIND,10-OCT-2019,17.75,17.75,15.9,15.9,3483
AMJLAND,10-OCT-2019,15.25,16.4,15.25,15.45,4657
AMRUTANJAN,10-OCT-2019,339.25,363.7,337.1,347.2,62617
ANANTRAJ,10-OCT-2019,29.0,29.45,28.05,28.3,95110
ANDHRABANK,10-OCT-2019,16.4,16.45,16.05,16.1,214207
ANDHRACEMT,10-OCT-2019,2.5,2.55,2.35,2.55,80144
ANDHRSUGAR,10-OCT-2019,272.55,272.55,258.75,263.25,21440
ANIKINDS,10-OCT-2019,7.1,7.1,6.7,6.75,402
ANKITMETAL,10-OCT-2019,0.5,0.55,0.5,0.5,2545
ANSALAPI,10-OCT-2019,3.9,4.15,3.9,4.0,20201
ANSALHSG,10-OCT-2019,4.55,4.95,4.4,4.55,33155
ANTGRAPHIC,10-OCT-2019,0.7,0.75,0.7,0.75,44420
ANUP,10-OCT-2019,436.05,459.7,436.05,453.05,9818
APARINDS,10-OCT-2019,510.0,512.35,502.0,506.4,1969
APCL,10-OCT-2019,143.4,143.4,139.4,141.0,1111
APCOTEXIND,10-OCT-2019,184.95,192.45,184.95,190.15,12880
APEX,10-OCT-2019,212.25,213.85,206.2,207.95,31642
APLAPOLLO,10-OCT-2019,1366.5,1371.5,1340.3,1361.95,18516
APLLTD,10-OCT-2019,537.3,547.8,531.8,540.1,29907
APOLLO,10-OCT-2019,70.0,70.0,68.2,69.5,16947
APOLLOHOSP,10-OCT-2019,1422.0,1438.0,1405.5,1412.25,435916
APOLLOTYRE,10-OCT-2019,168.8,169.5,165.0,165.85,1585971
APOLSINHOT,10-OCT-2019,748.0,763.85,742.95,757.95,539
APTECHT,10-OCT-2019,146.35,148.9,142.35,144.5,90867
ARCHIDPLY,10-OCT-2019,27.5,27.5,25.35,26.55,1845
ARCHIES,10-OCT-2019,19.4,19.4,18.7,18.85,10963
ARCOTECH,10-OCT-2019,1.8,1.8,1.75,1.75,1782
ARIES,10-OCT-2019,58.3,59.55,58.0,58.65,13538
ARIHANT,10-OCT-2019,18.0,18.0,16.55,17.9,665
ARIHANTSUP,10-OCT-2019,29.4,29.4,29.4,29.4,1059
ARMANFIN,10-OCT-2019,537.9,559.85,537.9,553.6,37976
AROGRANITE,10-OCT-2019,38.55,39.5,37.5,38.4,5622
