SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
20MICRONS,04-APR-2018,50.1,52.3,49.0,49.3,193457
21STCENMGM,04-APR-2018,35.5,35.5,35.0,35.0,1487
3IINFOTECH,04-APR-2018,5.15,5.3,5.0,5.1,3773118
3MINDIA,04-APR-2018,20111.3,21000.05,19851.0,20105.0,3744
5PAISA,04-APR-2018,349.8,357.8,341.0,347.0,5110
63MOONS,04-APR-2018,101.0,107.0,99.65,101.05,975603
8KMILES,04-APR-2018,704.95,716.0,684.7,689.75,182882
A2ZINFRA,04-APR-2018,28.85,29.4,27.25,27.9,963860
AARTIDRUGS,04-APR-2018,540.8,556.0,535.0,543.8,7147
AARTIIND,04-APR-2018,1165.0,1165.0,1150.0,1154.6,93973
AARVEEDEN,04-APR-2018,46.45,47.2,44.0,44.2,18317
AARVI,04-APR-2018,76.5,76.5,74.0,74.0,4000
ABAN,04-APR-2018,163.7,165.9,158.3,159.65,874550
ABB,04-APR-2018,1294.9,1300.0,1267.55,1271.35,44414
ABBOTINDIA,04-APR-2018,5674.0,5884.0,5600.0,5624.5,12475
ABCAPITAL,04-APR-2018,152.9,155.8,151.0,151.7,3032787
ABFRL,04-APR-2018,147.9,152.8,146.9,151.0,835680
ABGSHIP,04-APR-2018,8.45,8.45,7.9,8.05,21424
ABMINTLTD,04-APR-2018,35.45,35.45,35.45,35.45,33
ACC,04-APR-2018,1554.0,1576.85,1525.85,1530.0,171614
ACCELYA,04-APR-2018,1359.9,1362.45,1335.0,1341.9,1859
ACCORD,04-APR-2018,54.6,54.6,54.6,54.6,16000
ACE,04-APR-2018,176.8,181.0,172.1,172.55,807084
ACEINTEG,04-APR-2018,43.0,43.0,43.0,43.0,3000
ADANIENT,04-APR-2018,162.45,166.4,147.1,151.45,33352404
ADANIPORTS,04-APR-2018,368.0,373.7,363.75,367.8,5611445
ADANIPOWER,04-APR-2018,25.05,26.35,24.75,25.05,26472761
ADANITRANS,04-APR-2018,192.5,194.0,180.1,182.8,3331179
ADFFOODS,04-APR-2018,240.0,249.0,218.9,220.65,795445
ADHUNIK,04-APR-2018,3.9,3.9,3.9,3.9,10481
ADHUNIKIND,04-APR-2018,73.5,73.5,67.6,69.4,7309
ADLABS,04-APR-2018,53.25,53.8,50.5,51.55,190130
ADORWELD,04-APR-2018,405.8,412.35,385.0,389.25,29834
ADSL,04-APR-2018,22.35,22.35,21.4,21.7,21019
ADVANIHOTR,04-APR-2018,56.5,58.45,55.0,56.0,16617
ADVENZYMES,04-APR-2018,239.0,240.75,233.0,233.75,170481
AEGISCHEM,04-APR-2018,266.75,266.75,254.1,256.6,144547
AFL,04-APR-2018,53.45,53.45,52.15,52.2,1118
AGARIND,04-APR-2018,331.0,350.0,330.55,349.0,1453
AGCNET,04-APR-2018,114.8,114.8,105.05,108.15,4279
AGLSL,04-APR-2018,107.5,107.75,100.5,101.5,5687
AGRITECH,04-APR-2018,122.2,134.25,119.1,134.2,239743
AGROPHOS,04-APR-2018,36.5,36.55,33.6,35.5,210000
AHLEAST,04-APR-2018,277.0,277.0,262.5,264.0,541
AHLUCONT,04-APR-2018,386.55,391.75,385.1,390.0,11222
AHLWEST,04-APR-2018,266.55,270.2,266.5,270.1,382
AIAENG,04-APR-2018,1414.2,1446.0,1414.2,1439.85,7933
