SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
20MICRONS,12-JUN-2017,38.05,42.5,38.05,41.25,305366
3IINFOTECH,12-JUN-2017,4.5,4.55,4.45,4.45,1256199
3MINDIA,12-JUN-2017,14025.0,14039.65,13813.0,13844.35,389
63MOONS,12-JUN-2017,68.5,68.5,67.25,67.5,20817
8KMILES,12-JUN-2017,550.0,569.0,548.0,550.15,98864
A2ZINFRA,12-JUN-2017,42.1,42.45,41.6,41.75,281514
AARTIDRUGS,12-JUN-2017,493.0,496.0,481.2,493.95,13793
AARTIIND,12-JUN-2017,905.7,905.7,859.7,863.4,54364
AARVEEDEN,12-JUN-2017,61.5,62.0,60.05,61.5,9777
ABAN,12-JUN-2017,181.95,183.7,180.25,180.95,278766
ABB,12-JUN-2017,1461.0,1490.0,1445.3,1461.75,67063
ABBOTINDIA,12-JUN-2017,4230.5,4259.0,4230.5,4250.75,3306
ABFRL,12-JUN-2017,180.95,187.8,180.9,185.8,1158530
ABGSHIP,12-JUN-2017,10.5,10.7,10.5,10.65,365302
ABIRLANUVO,12-JUN-2017,1666.1,1684.0,1634.4,1663.95,248496
ABMINTLTD,12-JUN-2017,70.05,73.55,66.55,73.05,1513
ACC,12-JUN-2017,1613.1,1624.5,1605.0,1608.5,208917
ACCELYA,12-JUN-2017,1405.8,1425.0,1370.5,1381.5,1472
ACE,12-JUN-2017,64.95,64.95,63.1,63.6,161728
ADANIENT,12-JUN-2017,131.5,133.2,128.0,130.75,5195277
ADANIPORTS,12-JUN-2017,359.7,359.7,353.55,356.85,4963488
ADANIPOWER,12-JUN-2017,26.75,28.35,26.5,27.8,11146080
ADANITRANS,12-JUN-2017,115.45,117.55,110.7,111.85,1077332
ADFFOODS,12-JUN-2017,305.0,313.0,299.1,302.15,298371
ADHUNIK,12-JUN-2017,5.65,6.0,5.5,5.8,87582
ADHUNIKIND,12-JUN-2017,103.5,103.5,97.6,101.3,31990
ADLABS,12-JUN-2017,78.3,79.35,76.5,76.95,181732
ADORWELD,12-JUN-2017,339.0,400.85,339.0,389.05,687139
ADSL,12-JUN-2017,25.5,25.65,25.0,25.1,13519
ADVANIHOTR,12-JUN-2017,56.2,57.8,56.1,56.6,2128
ADVENZYMES,12-JUN-2017,355.7,356.0,346.0,350.0,228013
AEGISCHEM,12-JUN-2017,209.45,209.5,202.0,203.4,345964
