symbol,cname,series,list_date,paid_up_value,market_lot,isin,face_value,calculated
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10,SANGAMIND.NS
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10,SANGHIIND.NS
SANGHVIFOR,Sanghvi Forging and Engineering Limited,BE,23-MAY-2011,10,1,INE263L01013,10,SANGHVIFOR.NS
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10,SANGINITA.NS
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10,SANOFI.NS
SANWARIA,Sanwaria Consumer Limited,BE,27-MAR-2006,1,1,INE890C01046,1,SANWARIA.NS
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,10,1,INE385C01013,10,SARDAEN.NS
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,10,1,INE979A01017,10,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1,SARLAPOLY.NS
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10,SASKEN.NS
SASTASUNDR,Sastasundar Ventures Limited,BE,05-OCT-2010,10,1,INE019J01013,10,SASTASUNDR.NS
SATHAISPAT,Sathavahana Ispat Limited,EQ,27-DEC-2006,10,1,INE176C01016,10,SATHAISPAT.NS
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1,SATIA.NS
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10,SATIN.NS
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10,SBICARD.NS
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10,SBILIFE.NS
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1,SBIN.NS
SCAPDVR,Stampede Capital Limited,BE,10-OCT-2017,1,1,INE224E01036,1,SCAPDVR.NS
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,10,1,INE513A01014,10,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,BE,09-MAY-2017,5,1,INE807K01035,5,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10,SCI.NS
SDBL,Som Distilleries & Breweries Limited,BE,18-MAR-2014,10,1,INE480C01012,10,SDBL.NS
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10,SEAMECLTD.NS
SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10,SELAN.NS
SEPOWER,S.E. Power Limited,BE,27-JUL-2012,10,1,INE735M01018,10,SEPOWER.NS
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2,SEQUENT.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2,SESHAPAPER.NS
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2,SETCO.NS
SETUINFRA,Setubandhan Infrastructure Limited,BE,04-OCT-2011,1,1,INE023M01027,1,SETUINFRA.NS
SEYAIND,Seya Industries Limited,EQ,11-JUL-2019,10,1,INE573R01012,10,SEYAIND.NS
SEZAL,Sezal Glass Limited,BZ,22-NOV-2011,10,1,INE955I01036,10,SEZAL.NS
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5,SFL.NS
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10,SGL.NS
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10,SHAHALLOYS.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,BE,29-JAN-2015,10,1,INE908D01010,10,SHAKTIPUMP.NS
SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10,SHANKARA.NS
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1,SHANTIGEAR.NS
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,10,1,INE597I01010,10,SHARDAMOTR.NS
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10,SHEMAROO.NS
SHIL,Somany Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2,SHIL.NS
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1,SHILPAMED.NS
SHIRPUR-G,Shirpur Gold Refinery Limited,EQ,21-MAR-2001,10,1,INE196B01016,10,SHIRPUR-G.NS
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,BE,26-DEC-2017,10,1,INE705C01020,10,SHIVATEX.NS
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5,SHOPERSTOP.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10,SHREECEM.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5,1,INE879A01019,5,SHREERAMA.NS
SHRENIK,Shrenik Limited,EQ,02-AUG-2019,2,1,INE632X01022,2,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10,SHREYANIND.NS
SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10,SHREYAS.NS
SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-JUN-2016,10,1,INE526E01018,10,SHRIPISTON.NS
SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-APR-2005,10,1,INE722A01011,10,SHRIRAMCIT.NS
SHRIRAMEPC,Shriram EPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10,SHRIRAMEPC.NS
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1,SHYAMCENT.NS
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10,SHYAMTEL.NS
SICAGEN,Sicagen India Limited,EQ,21-AUG-2008,10,1,INE176J01011,10,SICAGEN.NS
SICAL,Sical Logistics Limited,BE,28-APR-1999,10,1,INE075B01012,10,SICAL.NS
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2,SIEMENS.NS
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10,SIGIND.NS
SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,INE173A01025,5,SIL.NS
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10,SILINV.NS
SIMBHALS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10,1,INE748T01016,10,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2,SIMPLEXINF.NS
SINTEX,Sintex Industries Limited,EQ,05-NOV-1998,1,1,INE429C01035,1,SINTEX.NS
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10,SIRCA.NS
SIS,Security and Intelligence Services (India) Limited,EQ,10-AUG-2017,5,1,INE285J01028,5,SIS.NS
SITINET,Siti Networks Limited,BE,10-JAN-2007,1,1,INE965H01011,1,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2,SIYSIL.NS
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10,SJVN.NS
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10,SKFINDIA.NS
SKIL,SKIL Infrastructure Limited,BE,09-OCT-1996,10,1,INE429F01012,10,SKIL.NS
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10,1,INE411D01015,10,SKMEGGPROD.NS
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2,SMARTLINK.NS
SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10,SMLISUZU.NS
SMSLIFE,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10,SMSLIFE.NS
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10,SNOWMAN.NS
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10,SOBHA.NS
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10,SOLARA.NS
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2,SOLARINDS.NS
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,INE314C01013,10,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,SOMICONVEY.NS
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,SONATSOFTW.NS
SORILINFRA,SORIL Infra Resources Limited,EQ,06-DEC-2005,10,1,INE034H01016,10,SORILINFRA.NS
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,10,1,INE035D01012,10,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,SPANDANA.NS
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,SPARC.NS
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,SPECIALITY.NS
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,SPENCERS.NS
SPENTEX,Spentex Industries Limited,BE,20-DEC-2006,10,1,INE376C01020,10,SPENTEX.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,SPIC.NS
SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,100,INE285B01017,10,SPICEJET.NS
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,SPLIL.NS
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,SPMLINFRA.NS
SPTL,Sintex Plastics Technology Limited,BE,08-AUG-2017,1,1,INE501W01021,1,SPTL.NS
SPYL,Shekhawati Poly-Yarn Limited,EQ,12-JAN-2011,1,1,INE268L01020,1,SPYL.NS
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,SREEL.NS
SREINFRA,SREI Infrastructure Finance Limited,EQ,20-DEC-1995,10,1,INE872A01014,10,SREINFRA.NS
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,SRF.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,SRHHYPOLTD.NS
SRIPIPES,Srikalahasthi Pipes Limited,EQ,28-AUG-2007,10,1,INE943C01027,10,SRIPIPES.NS
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,SRTRANSFIN.NS
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,10,1,INE802C01017,10,SSWL.NS
STAMPEDE,Stampede Capital Limited,EQ,25-JUL-2016,1,1,INE224E01028,1,STAMPEDE.NS
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,STAR.NS
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,STARCEMENT.NS
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,STARPAPER.NS
STCINDIA,The State Trading Corporation of India Limited,BE,01-APR-2003,10,1,INE655A01013,10,STCINDIA.NS
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,10,1,INE503B01013,10,STEELXIND.NS
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,STEL.NS
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,STERTOOLS.NS
STINDIA,STI India Limited,EQ,06-DEC-1995,10,1,INE090C01019,10,STINDIA.NS
STRTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,STRTECH.NS
SUBCAPCITY,International Constructions Limited,BE,10-JUL-1996,10,1,INE845C01016,10,SUBCAPCITY.NS
SUBEX,Subex Limited,EQ,05-SEP-2003,10,1,INE754A01014,10,SUBEX.NS
SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2,SUBROS.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2,SUDARSCHEM.NS
SUJANAUNI,Sujana Universal Industries Limited,BE,19-FEB-2008,10,1,INE216G01011,10,SUJANAUNI.NS
SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10,SUMEETINDS.NS
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10,SUMICHEM.NS
SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10,SUMIT.NS
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10,SUMMITSEC.NS
SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5,SUNCLAYLTD.NS
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10,SUNDARMFIN.NS
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5,SUNDARMHLD.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1,SUNDRMFAST.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10,SUNFLAG.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1,SUNPHARMA.NS
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1,SUNTECK.NS
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5,SUNTV.NS
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10,SUPERHOUSE.NS
SUPERSPIN,Super Spinning Mills Limited,BE,08-JUL-2004,1,1,INE662A01027,1,SUPERSPIN.NS
SUPPETRO,Supreme Petrochem Limited,EQ,13-OCT-1999,10,1,INE663A01017,10,SUPPETRO.NS
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1,SUPRAJIT.NS
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10,SUPREMEINF.NS
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1,SURANAT&P.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE,15-JUN-2005,10,1,INE713B01026,10,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10,SURYAROSNI.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1,SUVEN.NS
SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1,SUVENPHAR.NS
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2,SUZLON.NS
SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1,SWANENERGY.NS
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10,SWARAJENG.NS
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10,SWELECTES.NS
SWSOLAR,Sterling And Wilson Solar Limited,EQ,20-AUG-2019,1,1,INE00M201021,1,SWSOLAR.NS
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2,SYMPHONY.NS
SYNCOM,Syncom Healthcare Limited,BE,15-FEB-2010,10,1,INE602K01014,10,SYNCOM.NS
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10,SYNGENE.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2,TAJGVK.NS
TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10,TALBROAUTO.NS
TALWALKARS,Talwalkars Better Value Fitness Limited,BZ,10-MAY-2010,10,1,INE502K01016,10,TALWALKARS.NS
TALWGYM,Talwalkars Healthclubs Limited,BZ,29-JUN-2018,10,1,INE627Z01019,10,TALWGYM.NS
TANLA,Tanla Solutions Limited,EQ,05-JAN-2007,1,1,INE483C01032,1,TANLA.NS
TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10,TARMAT.NS
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10,TASTYBITE.NS
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10,TATACHEM.NS
TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1,TATACOFFEE.NS
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10,TATAINVEST.NS
TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10,TATAMETALI.NS
TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2,TATAMOTORS.NS
TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2,TATAMTRDVR.NS
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,10,1,INE081A01012,10,TATASTEEL.NS
TATASTLBSL,Tata Steel Bsl Limited,EQ,21-NOV-2003,2,1,INE824B01021,2,TATASTLBSL.NS
TATASTLLP,Tata Steel Long Products Limited,EQ,24-FEB-2003,10,1,INE674A01014,10,TATASTLLP.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10,TBZ.NS
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2,TCI.NS
TCIDEVELOP,TCI Developers Limited,EQ,19-APR-2011,10,1,INE662L01016,10,TCIDEVELOP.NS
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,EQ,21-MAY-1997,10,1,INE911B01018,10,TCIFINANCE.NS
TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2,TCNSBRANDS.NS
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1,TCS.NS
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,10,1,INE419M01019,10,TDPOWERSYS.NS
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10,TEAMLEASE.NS
TECHIN,Techindia Nirman Limited,EQ,08-SEP-2011,10,1,INE778A01021,10,TECHIN.NS
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5,TECHM.NS
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2,TECHNOE.NS
TECHNOFAB,Technofab Engineering Limited,EQ,16-JUL-2010,10,1,INE509K01011,10,TECHNOFAB.NS
TEJASNET,Tejas Networks Limited,BE,27-JUN-2017,10,1,INE010J01012,10,TEJASNET.NS
TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,INE482B01010,10,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10,TFCILTD.NS
TFL,Transwarranty Finance Limited,EQ,26-FEB-2007,10,1,INE804H01012,10,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10,TGBHOTELS.NS
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10,THEINVEST.NS
THEMISMED,Themis Medicare Limited,BE,02-APR-2007,10,1,INE083B01016,10,THEMISMED.NS
THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2,THERMAX.NS
THIRUSUGAR,Thiru Arooran Sugars Limited,BZ,02-MAY-1995,10,1,INE409A01015,10,THIRUSUGAR.NS
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10,THYROCARE.NS
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10,TI.NS
TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,5,1,INE484C01022,5,TIDEWATER.NS
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10,TIIL.NS
TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,INE440L01017,10,TIJARIA.NS
TIL,TIL Limited,EQ,27-SEP-1995,10,1,INE806C01018,10,TIL.NS
TIMESGTY,Times Guaranty Limited,EQ,11-JUN-2002,10,1,INE289C01025,10,TIMESGTY.NS
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1,TIMETECHNO.NS
TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10,TIMKEN.NS
TINPLATE,The Tinplate Company of India Limited,EQ,27-JAN-2006,10,1,INE422C01014,10,TINPLATE.NS
TIPSINDLTD,TIPS Industries Limited,EQ,10-NOV-2000,10,1,INE716B01011,10,TIPSINDLTD.NS
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1,TIRUMALCHM.NS
TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1,TITAN.NS
TMRVL,The Mandhana Retail Ventures Limited,BE,14-DEC-2016,10,1,INE759V01019,10,TMRVL.NS
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10,TOKYOPLAST.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10,TORNTPOWER.NS
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10,TOUCHWOOD.NS
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,10,1,INE413G01014,10,TPLPLASTEH.NS
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10,TREEHOUSE.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10,1,INE00CA01015,10,TREJHARA.NS
