"Symbol","Date","Security Name","Quantity"
"SAIL","09-Jan-2009","STEEL AUTHORITY OF INDIA","800"
"SATYAMCOMP","09-Jan-2009","SATYAM COMPUTER SERVICES","33085"
"SBIN","09-Jan-2009","STATE BANK OF INDIA","20"
"SCI","09-Jan-2009","SHIPPING CORP OF INDIA LT","1"
"SESAGOA","09-Jan-2009","SESA GOA LTD","657"
"SIEMENS","09-Jan-2009","SIEMENS LTD","1"
"SINTEX","09-Jan-2009","SINTEX INDUSTRIES LTD","30"
"WIPRO","12-Jan-2009","WIPRO LTD","32"
"UNITECH","12-Jan-2009","UNITECH LTD","1549"
"ABB","12-Jan-2009","ABB LTD.","13"
"ABIRLANUVO","12-Jan-2009","ADITYA BIRLA NUVO LIMITED","11"
"ADLABSFILM","12-Jan-2009","ADLABS FILMS LTD","174"
"AMBUJACEM","12-Jan-2009","AMBUJA CEMENTS LTD","100"
"ASHOKLEY","12-Jan-2009","ASHOK LEYLAND LTD","305"
"BALRAMCHIN","12-Jan-2009","BALRAMPUR CHINI MILLS LTD","171"
"BHARATFORG","12-Jan-2009","BHARAT FORGE LTD","55"
"BHARTIARTL","12-Jan-2009","BHARTI AIRTEL LIMITED","5"
"CHENNPETRO","12-Jan-2009","CHENNAI PETROLEUM CORP LT","1"
"DLF","12-Jan-2009","DLF LIMITED","345"
"EDUCOMP","12-Jan-2009","EDUCOMP SOLUTIONS LTD","1"
"ESCORTS","12-Jan-2009","ESCORTS INDIA LTD","408"
"GAIL","12-Jan-2009","GAIL (INDIA) LTD","23"
"GMRINFRA","12-Jan-2009","GMR INFRASTRUCTURE LTD.","1596"
"GRASIM","12-Jan-2009","GRASIM INDUSTRIES LTD","4"
"HCC","12-Jan-2009","HINDUSTAN CONSTRUCTION CO","150"
"HDIL","12-Jan-2009","HOUSING DEV &amp; INFRA LTD","100"
"HINDALCO","12-Jan-2009","HINDALCO  INDUSTRIES  LTD","25"
"HINDUNILVR","12-Jan-2009","HINDUSTAN UNILEVER LTD.","483"
"HOTELEELA","12-Jan-2009","HOTEL LEELA VENTURES LTD","50"
"ICICIBANK","12-Jan-2009","ICICI BANK LTD.","117"
