"Symbol","Date","Security Name","Quantity"
"RELCAPITAL","05-Jan-2009","RELIANCE CAPITAL LTD","311"
"RELIANCE","05-Jan-2009","RELIANCE INDUSTRIES LTD","1217"
"RELINFRA","05-Jan-2009","Reliance Infrastructure Limited","315"
"RENUKA","05-Jan-2009","SHREE RENUKA SUGARS LTD","100"
"RNRL","05-Jan-2009","REL. NAT. RESOURCES LTD.","812"
"ROLTA","05-Jan-2009","ROLTA INDIA LTD","197"
"RPL","05-Jan-2009","RELIANCE PETROLEUM LTD.","653"
"RPOWER","05-Jan-2009","RELIANCE POWER LTD.","102"
"SAIL","05-Jan-2009","STEEL AUTHORITY OF INDIA","27102"
"SATYAMCOMP","05-Jan-2009","SATYAM COMPUTER SERVICES","724"
"SBIN","05-Jan-2009","STATE BANK OF INDIA","571"
"SESAGOA","05-Jan-2009","SESA GOA LTD","25"
"SIEMENS","05-Jan-2009","SIEMENS LTD","10"
"SKUMARSYNF","05-Jan-2009","S KUMARS NATIONWIDE LTD","100"
"STER","05-Jan-2009","STERLITE INDS (IND) LTD","2696"
"STRTECH","05-Jan-2009","STERLITE TECHNOLOGIES LTD","50"
"SUNTV","05-Jan-2009","SUN TV NETWORK LIMITED","217"
"SUZLON","05-Jan-2009","SUZLON ENERGY LIMITED","4299"
"TATACOMM","05-Jan-2009","TATA COMMUNICATIONS LTD","50"
"TATAMOTORS","05-Jan-2009","TATA MOTORS LIMITED","90"
"TATAPOWER","05-Jan-2009","TATA POWER CO LTD","393"
"TATASTEEL","05-Jan-2009","TATA STEEL LIMITED","4681"
"TCS","05-Jan-2009","TATA CONSULTANCY SERV LT","267"
"UNITECH","05-Jan-2009","UNITECH LTD","6407"
"VIJAYABANK","05-Jan-2009","VIJAYA BANK","200"
"WALCHANNAG","05-Jan-2009","WALCHANDNAGAR INDUSTRIES","6"
"WELGUJ","05-Jan-2009","WELSPUN GUJ ST. RO. LTD.","300"
"WIPRO","05-Jan-2009","WIPRO LTD","106"
"YESBANK","05-Jan-2009","YES BANK LIMITED","630"
"ZEEL","05-Jan-2009","ZEE ENTERTAINMENT ENT LTD","22"
"ISPATIND","05-Jan-2009","ISPAT INDUSTRIES LIMITED","2501"
"IVRCLINFRA","05-Jan-2009","IVRCL INFRAST &amp; PROJ LTD.","17"
"JINDALSTEL","05-Jan-2009","JINDAL STEEL &amp; POWER LTD","3"
"JPASSOCIAT","05-Jan-2009","JAIPRAKASH ASSOCIATES LTD","4491"
"JSWSTEEL","05-Jan-2009","JSW STEEL LIMITED","125"
"LICHSGFIN","05-Jan-2009","LIC HOUSING FINANCE LTD","95"
"LITL","05-Jan-2009","LANCO INFRATECH LTD.","200"
"LT","05-Jan-2009","LARSEN &amp; TOUBRO LTD.","128"
"MARUTI","05-Jan-2009","MARUTI SUZUKI INDIA LTD.","1013"
"MCDOWELL-N","05-Jan-2009","UNITED SPIRITS LIMITED","60"
"MOSERBAER","05-Jan-2009","MOSER-BAER (I) LTD","342"
"MRPL","05-Jan-2009","MRPL","300"
"NATIONALUM","05-Jan-2009","NATIONAL ALUMINIUM CO LTD","250"
"NTPC","05-Jan-2009","NTPC LTD","250"
"OMAXE","05-Jan-2009","OMAXE LIMITED","20"
"ONGC","05-Jan-2009","OIL AND NATURAL GAS CORP.","603"
"ORCHIDCHEM","05-Jan-2009","ORCHID CHEMICALS LTD","150"
"ORIENTBANK","05-Jan-2009","ORIENTAL BANK OF COMMERCE","100"
"PATELENG","05-Jan-2009","PATEL ENGINEERING LTD.","122"
"PETRONET","05-Jan-2009","PETRONET LNG LIMITED","50"
"PFC","05-Jan-2009","POWER FIN CORP LTD.","85"
"PNB","05-Jan-2009","PUNJAB NATIONAL BANK","20"
"PUNJLLOYD","05-Jan-2009","PUNJ LLOYD LIMITED","132"
"RCOM","05-Jan-2009","RELIANCE COMMUNICATIONS L","1318"
"ABAN","05-Jan-2009","ABAN OFFSHORE LTD.","491"
"ABB","05-Jan-2009","ABB LTD.","10"
"ACC","05-Jan-2009","ACC LIMITED","105"
"ADLABSFILM","05-Jan-2009","ADLABS FILMS LTD","361"
"ALBK","05-Jan-2009","ALLAHABAD BANK","120"
"ASHOKLEY","05-Jan-2009","ASHOK LEYLAND LTD","6200"
"AXISBANK","05-Jan-2009","AXIS BANK LIMITED","593"
"BALRAMCHIN","05-Jan-2009","BALRAMPUR CHINI MILLS LTD","45"
"BANKINDIA","05-Jan-2009","BANK OF INDIA","115"
"BHEL","05-Jan-2009","BHEL","38"
"BPCL","05-Jan-2009","BHARAT PETROLEUM CORP  LT","162"
"CAIRN","05-Jan-2009","CAIRN INDIA LIMITED","210"
"CANBK","05-Jan-2009","CANARA BANK","260"
"CENTURYTEX","05-Jan-2009","CENTURY TEXTILES LTD","40"
"CESC","05-Jan-2009","CESC LTD","15"
"CHAMBLFERT","05-Jan-2009","CHAMBAL FERTILIZERS LTD","75"
"CIPLA","05-Jan-2009","CIPLA LTD","10"
"DENABANK","05-Jan-2009","DENA BANK","5179"
"DISHTV","05-Jan-2009","DISH TV INDIA LTD.","25"
"DLF","05-Jan-2009","DLF LIMITED","290"
"EDUCOMP","05-Jan-2009","EDUCOMP SOLUTIONS LTD","72"
"ESSAROIL","05-Jan-2009","ESSAR OIL LTD","32"
"GESHIP","05-Jan-2009","THE GE SHPG.LTD","1125"
"GMRINFRA","05-Jan-2009","GMR INFRASTRUCTURE LTD.","251"
"GTOFFSHORE","05-Jan-2009","GREAT OFFSHORE LTD","10"
"HCC","05-Jan-2009","HINDUSTAN CONSTRUCTION CO","100"
"HCLTECH","05-Jan-2009","HCL TECHNOLOGIES LTD","20"
"HDFC","05-Jan-2009","HDFC LTD","1103"
"HDFCBANK","05-Jan-2009","HDFC BANK LTD","34"
"HDIL","05-Jan-2009","HOUSING DEV &amp; INFRA LTD","25"
"HINDALCO","05-Jan-2009","HINDALCO  INDUSTRIES  LTD","2200"
"IBREALEST","05-Jan-2009","INDIABULLS REAL EST. LTD","375"
"ICICIBANK","05-Jan-2009","ICICI BANK LTD.","3466"
"IDEA","05-Jan-2009","IDEA CELLULAR LIMITED","1250"
"IDFC","05-Jan-2009","INFRA. DEV. FIN. CO. LTD","50"
"IFCI","05-Jan-2009","IFCI LTD","8402"
"INDIAINFO","05-Jan-2009","INDIA INFOLINE LIMITED","275"
"INDIANB","05-Jan-2009","INDIAN BANK","25"
"INFOSYSTCH","05-Jan-2009","INFOSYS TECHNOLOGIES LTD","134"
"IOB","05-Jan-2009","INDIAN OVERSEAS BANK","100"
"SCI","06-Jan-2009","SHIPPING CORP OF INDIA LT","50"
"SESAGOA","06-Jan-2009","SESA GOA LTD","644"
"SIEMENS","06-Jan-2009","SIEMENS LTD","14"
"SINTEX","06-Jan-2009","SINTEX INDUSTRIES LTD","100"
"SREINTFIN","06-Jan-2009","SREI INFRASTRUCTURE FINAN","300"
"STER","06-Jan-2009","STERLITE INDS (IND) LTD","1352"
"STRTECH","06-Jan-2009","STERLITE TECHNOLOGIES LTD","200"
"SUNTV","06-Jan-2009","SUN TV NETWORK LIMITED","5"
"SUZLON","06-Jan-2009","SUZLON ENERGY LIMITED","859"
"SYNDIBANK","06-Jan-2009","SYNDICATE BANK","50"
"TATACOMM","06-Jan-2009","TATA COMMUNICATIONS LTD","10"
"ABIRLANUVO","06-Jan-2009","ADITYA BIRLA NUVO LIMITED","55"
"ACC","06-Jan-2009","ACC LIMITED","827"
"ADLABSFILM","06-Jan-2009","ADLABS FILMS LTD","282"
"ALBK","06-Jan-2009","ALLAHABAD BANK","120"
"AMBUJACEM","06-Jan-2009","AMBUJA CEMENTS LTD","130"
"APIL","06-Jan-2009","ALSTOM PROJECTS INDIA LTD","10"
"ASHOKLEY","06-Jan-2009","ASHOK LEYLAND LTD","21"
"AUROPHARMA","06-Jan-2009","AUROBINDO PHARMA LTD","55"
"AXISBANK","06-Jan-2009","AXIS BANK LIMITED","535"
"BAJAJHIND","06-Jan-2009","BAJAJ HINDUSTAN LTD","150"
"BALRAMCHIN","06-Jan-2009","BALRAMPUR CHINI MILLS LTD","100"
"BANKBARODA","06-Jan-2009","BANK OF BARODA","5"
"BANKINDIA","06-Jan-2009","BANK OF INDIA","20"
"BATAINDIA","06-Jan-2009","BATA INDIA LTD","50"
"BEML","06-Jan-2009","BEML LIMITED","5"
"BHARTIARTL","06-Jan-2009","BHARTI AIRTEL LIMITED","20"
"BHEL","06-Jan-2009","BHEL","55"
"BOMDYEING","06-Jan-2009","BOMBAY DYEING &amp; MFG. CO L","90"
"BPCL","06-Jan-2009","BHARAT PETROLEUM CORP  LT","30"
"CAIRN","06-Jan-2009","CAIRN INDIA LIMITED","27"
"CHAMBLFERT","06-Jan-2009","CHAMBAL FERTILIZERS LTD","100"
"DENABANK","06-Jan-2009","DENA BANK","3053"
"DISHTV","06-Jan-2009","DISH TV INDIA LTD.","25"
"DLF","06-Jan-2009","DLF LIMITED","96"
"DRREDDY","06-Jan-2009","DR. REDDY'S LABORATORIES","103"
"EDUCOMP","06-Jan-2009","EDUCOMP SOLUTIONS LTD","9"
"ESSAROIL","06-Jan-2009","ESSAR OIL LTD","55"
"GESHIP","06-Jan-2009","THE GE SHPG.LTD","30"
"GMRINFRA","06-Jan-2009","GMR INFRASTRUCTURE LTD.","410"
"GRASIM","06-Jan-2009","GRASIM INDUSTRIES LTD","32"
"HCC","06-Jan-2009","HINDUSTAN CONSTRUCTION CO","219"
"HCLTECH","06-Jan-2009","HCL TECHNOLOGIES LTD","330"
"TATAMOTORS","06-Jan-2009","TATA MOTORS LIMITED","110"
"TATAPOWER","06-Jan-2009","TATA POWER CO LTD","3"
"TATASTEEL","06-Jan-2009","TATA STEEL LIMITED","3047"
"TATATEA","06-Jan-2009","TATA TEA LTD","6"
"TTML","06-Jan-2009","TATA TELESERV(MAHARASTRA)","200"
"UCOBANK","06-Jan-2009","UCO BANK","50"
"UNITECH","06-Jan-2009","UNITECH LTD","10816"
"VIJAYABANK","06-Jan-2009","VIJAYA BANK","403"
"VOLTAS","06-Jan-2009","VOLTAS LTD","50"
"WALCHANNAG","06-Jan-2009","WALCHANDNAGAR INDUSTRIES","200"
"WELGUJ","06-Jan-2009","WELSPUN GUJ ST. RO. LTD.","106"
"HDFC","06-Jan-2009","HDFC LTD","343"
"HDFCBANK","06-Jan-2009","HDFC BANK LTD","140"
"HDIL","06-Jan-2009","HOUSING DEV &amp; INFRA LTD","509"
"HINDALCO","06-Jan-2009","HINDALCO  INDUSTRIES  LTD","400"
"HINDOILEXP","06-Jan-2009","HINDUSTAN OIL EXPLORATION","1000"
"HINDZINC","06-Jan-2009","HINDUSTAN ZINC LIMITED","55"
"ICICIBANK","06-Jan-2009","ICICI BANK LTD.","3996"
"IDEA","06-Jan-2009","IDEA CELLULAR LIMITED","50"
"IDFC","06-Jan-2009","INFRA. DEV. FIN. CO. LTD","125"
"IFCI","06-Jan-2009","IFCI LTD","800"
"INDHOTEL","06-Jan-2009","THE INDIAN HOTELS CO. LTD","1000"
"INDIACEM","06-Jan-2009","THE INDIA CEMENTS LIMITED","668"
"INDIAINFO","06-Jan-2009","INDIA INFOLINE LIMITED","4334"
"INDIANB","06-Jan-2009","INDIAN BANK","2"
"INFOSYSTCH","06-Jan-2009","INFOSYS TECHNOLOGIES LTD","4"
"IVRCLINFRA","06-Jan-2009","IVRCL INFRAST &amp; PROJ LTD.","367"
"JETAIRWAYS","06-Jan-2009","JET AIRWAYS (INDIA) LTD.","20"
"JINDALSTEL","06-Jan-2009","JINDAL STEEL &amp; POWER LTD","95"
"JPASSOCIAT","06-Jan-2009","JAIPRAKASH ASSOCIATES LTD","8380"
"JPHYDRO","06-Jan-2009","JAIPRAKASH HYDROPOW LTD.","782"
"JSWSTEEL","06-Jan-2009","JSW STEEL LIMITED","5"
"KFA","06-Jan-2009","Kingfisher Airlines Limited","5"
"KSOILS","06-Jan-2009","K S OILS LIMITED","50"
"LICHSGFIN","06-Jan-2009","LIC HOUSING FINANCE LTD","148"
"LT","06-Jan-2009","LARSEN &amp; TOUBRO LTD.","207"
"M&amp;M","06-Jan-2009","MAHINDRA &amp; MAHINDRA LTD","13"
"MARUTI","06-Jan-2009","MARUTI SUZUKI INDIA LTD.","505"
"MCDOWELL-N","06-Jan-2009","UNITED SPIRITS LIMITED","267"
"MOSERBAER","06-Jan-2009","MOSER-BAER (I) LTD","125"
"MRPL","06-Jan-2009","MRPL","4"
"MTNL","06-Jan-2009","MAHANAGAR TELEPHONE NIGAM","200"
"NAGARFERT","06-Jan-2009","NAGARJUNA FERT &amp; CHEM LTD","1500"
"NDTV","06-Jan-2009","NDTV LTD","1"
"NOIDATOLL","06-Jan-2009","NOIDA TOLL BRIDGE CO LTD","100"
"NTPC","06-Jan-2009","NTPC LTD","15"
"OFSS","06-Jan-2009","Oracle Financial Services Software Limited","7"
"ONGC","06-Jan-2009","OIL AND NATURAL GAS CORP.","200"
"ORCHIDCHEM","06-Jan-2009","ORCHID CHEMICALS LTD","150"
"POWERGRID","06-Jan-2009","POWER GRID CORP. LTD.","5"
"PRAJIND","06-Jan-2009","PRAJ INDUSTRIES LTD","10"
"PUNJLLOYD","06-Jan-2009","PUNJ LLOYD LIMITED","836"
"RANBAXY","06-Jan-2009","RANBAXY LABS LTD","2"
"RCOM","06-Jan-2009","RELIANCE COMMUNICATIONS L","356"
"RELCAPITAL","06-Jan-2009","RELIANCE CAPITAL LTD","309"
"RELIANCE","06-Jan-2009","RELIANCE INDUSTRIES LTD","767"
"RELINFRA","06-Jan-2009","Reliance Infrastructure Limited","443"
"RIIL","06-Jan-2009","RELIANCE INDUSTRIAL INFRA","5"
"RNRL","06-Jan-2009","REL. NAT. RESOURCES LTD.","843"
"ROLTA","06-Jan-2009","ROLTA INDIA LTD","10"
"RPL","06-Jan-2009","RELIANCE PETROLEUM LTD.","446"
"SAIL","06-Jan-2009","STEEL AUTHORITY OF INDIA","15629"
"SATYAMCOMP","06-Jan-2009","SATYAM COMPUTER SERVICES","1831"
"SBIN","06-Jan-2009","STATE BANK OF INDIA","29"
"LT","07-Jan-2009","LARSEN &amp; TOUBRO LTD.","114"
"M&amp;M","07-Jan-2009","MAHINDRA &amp; MAHINDRA LTD","25"
"MARUTI","07-Jan-2009","MARUTI SUZUKI INDIA LTD.","442"
"MOSERBAER","07-Jan-2009","MOSER-BAER (I) LTD","75"
"MRPL","07-Jan-2009","MRPL","100"
"MTNL","07-Jan-2009","MAHANAGAR TELEPHONE NIGAM","3"
"NAGARCONST","07-Jan-2009","NAGARJUNA CONSTRN. CO. LT","50"
"NATIONALUM","07-Jan-2009","NATIONAL ALUMINIUM CO LTD","25"
"NTPC","07-Jan-2009","NTPC LTD","40"
"OMAXE","07-Jan-2009","OMAXE LIMITED","1000"
"ORCHIDCHEM","07-Jan-2009","ORCHID CHEMICALS LTD","117"
"ORIENTBANK","07-Jan-2009","ORIENTAL BANK OF COMMERCE","50"
"PFC","07-Jan-2009","POWER FIN CORP LTD.","35"
"POWERGRID","07-Jan-2009","POWER GRID CORP. LTD.","12"
"PRISMCEM","07-Jan-2009","PRISM CEMENTS LTD","200"
"PUNJLLOYD","07-Jan-2009","PUNJ LLOYD LIMITED","11"
"PURVA","07-Jan-2009","PURAVANKARA PROJ. LTD.","100"
"RAJESHEXPO","07-Jan-2009","RAJESH EXPORTS LTD","120"
"RANBAXY","07-Jan-2009","RANBAXY LABS LTD","5"
"RCOM","07-Jan-2009","RELIANCE COMMUNICATIONS L","52"
"ABAN","07-Jan-2009","ABAN OFFSHORE LTD.","116"
"ACC","07-Jan-2009","ACC LIMITED","386"
"ADLABSFILM","07-Jan-2009","ADLABS FILMS LTD","266"
"AMBUJACEM","07-Jan-2009","AMBUJA CEMENTS LTD","300"
"APIL","07-Jan-2009","ALSTOM PROJECTS INDIA LTD","10"
"ASHOKLEY","07-Jan-2009","ASHOK LEYLAND LTD","1956"
"AXISBANK","07-Jan-2009","AXIS BANK LIMITED","55"
"BAJAJ-AUTO","07-Jan-2009","BAJAJ AUTO LIMITED","10"
"BALRAMCHIN","07-Jan-2009","BALRAMPUR CHINI MILLS LTD","348"
"BANKINDIA","07-Jan-2009","BANK OF INDIA","50"
"BHARTIARTL","07-Jan-2009","BHARTI AIRTEL LIMITED","122"
"BHEL","07-Jan-2009","BHEL","81"
"BIOCON","07-Jan-2009","BIOCON LIMITED.","10"
"RELCAPITAL","07-Jan-2009","RELIANCE CAPITAL LTD","74"
"RELIANCE","07-Jan-2009","RELIANCE INDUSTRIES LTD","139"
"RENUKA","07-Jan-2009","SHREE RENUKA SUGARS LTD","250"
"RIIL","07-Jan-2009","RELIANCE INDUSTRIAL INFRA","20"
"RNRL","07-Jan-2009","REL. NAT. RESOURCES LTD.","654"
"RPL","07-Jan-2009","RELIANCE PETROLEUM LTD.","854"
"RPOWER","07-Jan-2009","RELIANCE POWER LTD.","233"
"SAIL","07-Jan-2009","STEEL AUTHORITY OF INDIA","7968"
"SATYAMCOMP","07-Jan-2009","SATYAM COMPUTER SERVICES","10972"
"SBIN","07-Jan-2009","STATE BANK OF INDIA","7"
"SIEMENS","07-Jan-2009","SIEMENS LTD","10"
"SKUMARSYNF","07-Jan-2009","S KUMARS NATIONWIDE LTD","100"
"STER","07-Jan-2009","STERLITE INDS (IND) LTD","456"
"SUZLON","07-Jan-2009","SUZLON ENERGY LIMITED","819"
"TATACHEM","07-Jan-2009","TATA CHEMICALS LTD","60"
"TATACOMM","07-Jan-2009","TATA COMMUNICATIONS LTD","25"
"TATAMOTORS","07-Jan-2009","TATA MOTORS LIMITED","20"
"TATAPOWER","07-Jan-2009","TATA POWER CO LTD","52"
"TATASTEEL","07-Jan-2009","TATA STEEL LIMITED","1742"
"TCS","07-Jan-2009","TATA CONSULTANCY SERV LT","40"
"TTML","07-Jan-2009","TATA TELESERV(MAHARASTRA)","42"
"UCOBANK","07-Jan-2009","UCO BANK","200"
"UNITECH","07-Jan-2009","UNITECH LTD","2533"
"VIJAYABANK","07-Jan-2009","VIJAYA BANK","5"
"WELGUJ","07-Jan-2009","WELSPUN GUJ ST. RO. LTD.","250"
"WIPRO","07-Jan-2009","WIPRO LTD","300"
"WWIL","07-Jan-2009","WIRE &amp; WIRELESS (I) LTD.","150"
"ZEEL","07-Jan-2009","ZEE ENTERTAINMENT ENT LTD","107"
"BPCL","07-Jan-2009","BHARAT PETROLEUM CORP  LT","142"
"CAIRN","07-Jan-2009","CAIRN INDIA LIMITED","6"
"CANBK","07-Jan-2009","CANARA BANK","40"
"CENTURYTEX","07-Jan-2009","CENTURY TEXTILES LTD","50"
"CESC","07-Jan-2009","CESC LTD","2"
"CORPBANK","07-Jan-2009","CORPORATION BANK","5"
"DENABANK","07-Jan-2009","DENA BANK","234"
"DLF","07-Jan-2009","DLF LIMITED","232"
"EDUCOMP","07-Jan-2009","EDUCOMP SOLUTIONS LTD","47"
"EKC","07-Jan-2009","EVEREST KANTO CYLINDERLTD","5"
"ESCORTS","07-Jan-2009","ESCORTS INDIA LTD","200"
"GAIL","07-Jan-2009","GAIL (INDIA) LTD","9"
"GESHIP","07-Jan-2009","THE GE SHPG.LTD","200"
"GMRINFRA","07-Jan-2009","GMR INFRASTRUCTURE LTD.","322"
"GRASIM","07-Jan-2009","GRASIM INDUSTRIES LTD","10"
"HCC","07-Jan-2009","HINDUSTAN CONSTRUCTION CO","500"
"HCLTECH","07-Jan-2009","HCL TECHNOLOGIES LTD","5"
"HDFC","07-Jan-2009","HDFC LTD","8"
"HDFCBANK","07-Jan-2009","HDFC BANK LTD","10"
"HDIL","07-Jan-2009","HOUSING DEV &amp; INFRA LTD","20"
"HINDALCO","07-Jan-2009","HINDALCO  INDUSTRIES  LTD","679"
"HINDOILEXP","07-Jan-2009","HINDUSTAN OIL EXPLORATION","103"
"HINDUNILVR","07-Jan-2009","HINDUSTAN UNILEVER LTD.","1950"
"IBREALEST","07-Jan-2009","INDIABULLS REAL EST. LTD","85"
"ICICIBANK","07-Jan-2009","ICICI BANK LTD.","1449"
"IDEA","07-Jan-2009","IDEA CELLULAR LIMITED","247"
"IDFC","07-Jan-2009","INFRA. DEV. FIN. CO. LTD","375"
"IFCI","07-Jan-2009","IFCI LTD","6"
"INDIACEM","07-Jan-2009","THE INDIA CEMENTS LIMITED","130"
"INDIAINFO","07-Jan-2009","INDIA INFOLINE LIMITED","100"
"INDUSINDBK","07-Jan-2009","INDUSIND BANK LIMITED","30"
"INFOSYSTCH","07-Jan-2009","INFOSYS TECHNOLOGIES LTD","58"
"JINDALSTEL","07-Jan-2009","JINDAL STEEL &amp; POWER LTD","28"
"JPASSOCIAT","07-Jan-2009","JAIPRAKASH ASSOCIATES LTD","691"
"JSWSTEEL","07-Jan-2009","JSW STEEL LIMITED","2"
"LITL","07-Jan-2009","LANCO INFRATECH LTD.","69"
"STER","09-Jan-2009","STERLITE INDS (IND) LTD","248"
"SUNPHARMA","09-Jan-2009","SUN PHARMACEUTICALS IND.","9"
"SUZLON","09-Jan-2009","SUZLON ENERGY LIMITED","1355"
"SYNDIBANK","09-Jan-2009","SYNDICATE BANK","125"
"TATAMOTORS","09-Jan-2009","TATA MOTORS LIMITED","41"
"TATASTEEL","09-Jan-2009","TATA STEEL LIMITED","158"
"ABAN","09-Jan-2009","ABAN OFFSHORE LTD.","70"
"ACC","09-Jan-2009","ACC LIMITED","1"
"ADLABSFILM","09-Jan-2009","ADLABS FILMS LTD","60"
"ASHOKLEY","09-Jan-2009","ASHOK LEYLAND LTD","72"
"AXISBANK","09-Jan-2009","AXIS BANK LIMITED","209"
"BALRAMCHIN","09-Jan-2009","BALRAMPUR CHINI MILLS LTD","389"
"TCS","09-Jan-2009","TATA CONSULTANCY SERV LT","100"
"TITAN","09-Jan-2009","TITAN INDUSTRIES LTD","10"
"UNIPHOS","09-Jan-2009","UNITED PHOSPHOROUS LTD","100"
"UNITECH","09-Jan-2009","UNITECH LTD","6665"
"VOLTAS","09-Jan-2009","VOLTAS LTD","200"
"WIPRO","09-Jan-2009","WIPRO LTD","2"
"BHARTIARTL","09-Jan-2009","BHARTI AIRTEL LIMITED","20"
"BHEL","09-Jan-2009","BHEL","21"
"BPCL","09-Jan-2009","BHARAT PETROLEUM CORP  LT","127"
"CANBK","09-Jan-2009","CANARA BANK","101"
"CESC","09-Jan-2009","CESC LTD","3"
"CHAMBLFERT","09-Jan-2009","CHAMBAL FERTILIZERS LTD","175"
"CROMPGREAV","09-Jan-2009","CROMPTON GREAVES LTD","200"
"DCB","09-Jan-2009","DEVELOP CREDIT BANK LTD","100"
"DENABANK","09-Jan-2009","DENA BANK","50"
"DLF","09-Jan-2009","DLF LIMITED","1025"
"EDUCOMP","09-Jan-2009","EDUCOMP SOLUTIONS LTD","7"
"ESCORTS","09-Jan-2009","ESCORTS INDIA LTD","400"
"ESSAROIL","09-Jan-2009","ESSAR OIL LTD","100"
"GESHIP","09-Jan-2009","THE GE SHPG.LTD","1"
"GMRINFRA","09-Jan-2009","GMR INFRASTRUCTURE LTD.","100"
"GRASIM","09-Jan-2009","GRASIM INDUSTRIES LTD","29"
"HCLTECH","09-Jan-2009","HCL TECHNOLOGIES LTD","200"
"HDFC","09-Jan-2009","HDFC LTD","64"
"HDFCBANK","09-Jan-2009","HDFC BANK LTD","13"
"HDIL","09-Jan-2009","HOUSING DEV &amp; INFRA LTD","203"
"HINDOILEXP","09-Jan-2009","HINDUSTAN OIL EXPLORATION","300"
"HINDUNILVR","09-Jan-2009","HINDUSTAN UNILEVER LTD.","639"
"HINDZINC","09-Jan-2009","HINDUSTAN ZINC LIMITED","32"
"ICICIBANK","09-Jan-2009","ICICI BANK LTD.","40"
"IDFC","09-Jan-2009","INFRA. DEV. FIN. CO. LTD","200"
"IFCI","09-Jan-2009","IFCI LTD","125"
"INDIAINFO","09-Jan-2009","INDIA INFOLINE LIMITED","600"
"INFOSYSTCH","09-Jan-2009","INFOSYS TECHNOLOGIES LTD","5"
"IOC","09-Jan-2009","INDIAN OIL CORP LTD","150"
"JINDALSTEL","09-Jan-2009","JINDAL STEEL &amp; POWER LTD","25"
"JPASSOCIAT","09-Jan-2009","JAIPRAKASH ASSOCIATES LTD","345"
"LICHSGFIN","09-Jan-2009","LIC HOUSING FINANCE LTD","50"
"LT","09-Jan-2009","LARSEN &amp; TOUBRO LTD.","150"
"MARUTI","09-Jan-2009","MARUTI SUZUKI INDIA LTD.","167"
"MRPL","09-Jan-2009","MRPL","100"
"NDTV","09-Jan-2009","NDTV LTD","50"
"NEYVELILIG","09-Jan-2009","NEYVELI LIGNITE CORPORATI","52"
"NIITTECH","09-Jan-2009","NIIT TECHNOLOGIES LTD","10"
"NTPC","09-Jan-2009","NTPC LTD","460"
"ONGC","09-Jan-2009","OIL AND NATURAL GAS CORP.","54"
"PETRONET","09-Jan-2009","PETRONET LNG LIMITED","50"
"POWERGRID","09-Jan-2009","POWER GRID CORP. LTD.","110"
"PUNJLLOYD","09-Jan-2009","PUNJ LLOYD LIMITED","130"
"RCOM","09-Jan-2009","RELIANCE COMMUNICATIONS L","20"
"RELCAPITAL","09-Jan-2009","RELIANCE CAPITAL LTD","197"
"RELIANCE","09-Jan-2009","RELIANCE INDUSTRIES LTD","8"
"RELINFRA","09-Jan-2009","Reliance Infrastructure Limited","10"
"RENUKA","09-Jan-2009","SHREE RENUKA SUGARS LTD","50"
"RNRL","09-Jan-2009","REL. NAT. RESOURCES LTD.","1135"
"RPL","09-Jan-2009","RELIANCE PETROLEUM LTD.","100"
"RPOWER","09-Jan-2009","RELIANCE POWER LTD.","366"
