"Symbol","Date","Security Name","Quantity"
"INFY","25-Jan-2016","INFOSYS TECHNOLOGIES LTD","15"
"HDFC","01-Jun-2016","HDFC LTD","29417"
"BAJFINANCE","01-Jun-2016","BAJAJ FINANCE LIMITED","2225"
"BHARTIARTL","02-Jun-2016","BHARTI AIRTEL LIMITED","12000"
"TITAN","02-Jun-2016","TITAN INDUSTRIES LTD","28400"
"IDEA","02-Jun-2016","IDEA CELLULAR LIMITED","419888"
"GAIL","02-Jun-2016","GAIL (INDIA) LTD","61600"
"BHARATFORG","02-Jun-2016","BHARAT FORGE LTD","38000"
"YESBANK","03-Jun-2016","YES BANK LIMITED","30100"
"TATASTEEL","03-Jun-2016","TATA STEEL LIMITED","72000"
"BHARATFORG","03-Jun-2016","BHARAT FORGE LTD","55000"
"KOTAKBANK","06-Jun-2016","KOTAK MAHINDRA BANK LTD","2100"
"YESBANK","06-Jun-2016","YES BANK LIMITED","40600"
"YESBANK","07-Jun-2016","YES BANK LIMITED","153300"
"BHARATFORG","07-Jun-2016","BHARAT FORGE LTD","7678"
"KOTAKBANK","07-Jun-2016","KOTAK MAHINDRA BANK LTD","56000"
"RELIANCE","08-Jun-2016","RELIANCE INDUSTRIES LTD","500"
"SBIN","08-Jun-2016","STATE BANK OF INDIA","558000"
"ULTRACEMCO","09-Jun-2016","ULTRATECH CEMENT LIMITED","4400"
"SBIN","09-Jun-2016","STATE BANK OF INDIA","88000"
"SAIL","09-Jun-2016","STEEL AUTHORITY OF INDIA","567000"
"SBIN","15-Jun-2016","STATE BANK OF INDIA","75000"
"INFY","16-Jun-2016","INFOSYS TECHNOLOGIES LTD","1000"
"SBIN","16-Jun-2016","STATE BANK OF INDIA","1640000"
"TVSMOTOR","17-Jun-2016","TVS MOTOR COMPANY  LTD","6000"
"KOTAKBANK","21-Jun-2016","KOTAK MAHINDRA BANK LTD","700"
"OIL","22-Jun-2016","OIL INDIA LTD","3400"
"SBIN","23-Jun-2016","STATE BANK OF INDIA","3450000"
"ALBK","24-Jun-2016","ALLAHABAD BANK","210000"
"TITAN","01-Jul-2016","TITAN INDUSTRIES LTD","15388"
"BAJFINANCE","01-Jul-2016","BAJAJ FINANCE LIMITED","4000"
"GRASIM","01-Jul-2016","GRASIM INDUSTRIES LTD","4200"
"YESBANK","01-Jul-2016","YES BANK LIMITED","130900"
"RECLTD","05-Jul-2016","RURAL ELEC CORP. LTD.","100"
"BAJAJ-AUTO","25-Jul-2016","BAJAJ AUTO LIMITED","521"
"IDBI","26-Jul-2016","IDBI Bank Limited","16000"
"BANKINDIA","26-Jul-2016","BANK OF INDIA","30000"
"TCS","27-Jul-2016","TATA CONSULTANCY SERV LT","10750"
"BHEL","27-Jul-2016","BHEL","85000"
"IDBI","27-Jul-2016","IDBI Bank Limited","1670000"
"BHEL","28-Jul-2016","BHEL","340439"
"TCS","28-Jul-2016","TATA CONSULTANCY SERV LT","57750"
"TCS","29-Jul-2016","TATA CONSULTANCY SERV LT","10750"
"BHARATFORG","29-Jul-2016","BHARAT FORGE LTD","9600"
"BHEL","29-Jul-2016","BHEL","54577"
"IDEA","29-Jul-2016","IDEA CELLULAR LIMITED","190357"
"IDEA","01-Aug-2016","IDEA CELLULAR LIMITED","185000"
"BHEL","01-Aug-2016","BHEL","135000"
"TCS","01-Aug-2016","TATA CONSULTANCY SERV LT","10250"
"BHEL","02-Aug-2016","BHEL","60000"
"ITC","02-Aug-2016","ITC LTD","26400"
"IDEA","02-Aug-2016","IDEA CELLULAR LIMITED","571800"
"MOTHERSUMI","04-Aug-2016","MOTHERSON SUMI SYSTEMS LIMITED","15000"
"TCS","12-Aug-2016","TATA CONSULTANCY SERV LT","43750"
"CUMMINSIND","16-Aug-2016","CUMMINS INDIA LTD","9684"
"BEL","23-Aug-2016","BHARAT ELECTRONICS LTD","4427"
"VOLTAS","30-Aug-2016","VOLTAS LTD","4000"
"BPCL","30-Aug-2016","BHARAT PETROLEUM CORP  LT","82800"
"AXISBANK","31-Aug-2016","AXIS BANK LIMITED","75600"
"LT","31-Aug-2016","LARSEN &amp; TOUBRO LTD.","9000"
"YESBANK","31-Aug-2016","YES BANK LIMITED","59500"
"MARUTI","08-Sep-2016","MARUTI SUZUKI INDIA LTD.","1800"
"TECHM","08-Sep-2016","TECH MAHINDRA LIMITED","459"
"INFY","08-Sep-2016","INFOSYS TECHNOLOGIES LTD","49500"
"BHARTIARTL","12-Sep-2016","BHARTI AIRTEL LIMITED","57651"
"ENGINERSIN","20-Sep-2016","ENGINEERS INDIA LTD","90"
"WIPRO","28-Sep-2016","WIPRO LTD","5000"
"COLPAL","28-Sep-2016","COLGATE PALMOLIVE LTD.","4200"
"GODREJIND","29-Sep-2016","GODREJ INDUSTRIES LTD","19500"
"BHEL","29-Sep-2016","BHEL","230000"
"BPCL","29-Sep-2016","BHARAT PETROLEUM CORP  LT","97266"
"COLPAL","29-Sep-2016","COLGATE PALMOLIVE LTD.","1400"
"BANKINDIA","29-Sep-2016","BANK OF INDIA","18000"
"IDEA","29-Sep-2016","IDEA CELLULAR LIMITED","675000"
"LT","29-Sep-2016","LARSEN &amp; TOUBRO LTD.","7000"
"TCS","30-Sep-2016","TATA CONSULTANCY SERV LT","1000"
"TCS","03-Oct-2016","TATA CONSULTANCY SERV LT","21750"
"IDFC","03-Oct-2016","INFRA. DEV. FIN. CO. LTD","16000"
"HINDPETRO","26-Oct-2016","HINDUSTAN PETROLEUM CORP","151200"
"TCS","26-Oct-2016","TATA CONSULTANCY SERV LT","6625"
"CUMMINSIND","27-Oct-2016","CUMMINS INDIA LTD","24600"
"BPCL","27-Oct-2016","BHARAT PETROLEUM CORP  LT","20400"
"DRREDDY","03-Nov-2016","DR. REDDY'S LABORATORIES","2200"
"HINDPETRO","08-Nov-2016","HINDUSTAN PETROLEUM CORP","50400"
"IDBI","09-Nov-2016","IDBI Bank Limited","376000"
"SAIL","21-Nov-2016","STEEL AUTHORITY OF INDIA","366000"
"TITAN","21-Nov-2016","TITAN INDUSTRIES LTD","9000"
"ULTRACEMCO","21-Nov-2016","ULTRATECH CEMENT LIMITED","3400"
"DRREDDY","23-Nov-2016","DR. REDDY'S LABORATORIES","4200"
"ULTRACEMCO","23-Nov-2016","ULTRATECH CEMENT LIMITED","25800"
"ULTRACEMCO","24-Nov-2016","ULTRATECH CEMENT LIMITED","1100"
"BPCL","24-Nov-2016","BHARAT PETROLEUM CORP  LT","81600"
"BHARTIARTL","24-Nov-2016","BHARTI AIRTEL LIMITED","197187"
"BAJFINANCE","24-Nov-2016","BAJAJ FINANCE LIMITED","86244"
"IDEA","24-Nov-2016","IDEA CELLULAR LIMITED","180000"
"SSLT ","25-Nov-2016","SESA STERLITE LIMITED","300000"
"VOLTAS","25-Nov-2016","VOLTAS LTD","2000"
"MRF","13-Dec-2016","MRF LTD","105"
"TATAMOTORS","13-Dec-2016","TATA MOTORS LIMITED","15000"
"TVSMOTOR","14-Dec-2016","TVS MOTOR COMPANY  LTD","4000"
"MRF","16-Dec-2016","MRF LTD","195"
"CEATLTD","16-Dec-2016","CEAT LIMITED","700"
"TVSMOTOR","16-Dec-2016","TVS MOTOR COMPANY  LTD","2000"
"PAGEIND","30-Dec-2016","PAGE INDUSTRIES LTD","200"
"ULTRACEMCO","30-Dec-2016","ULTRATECH CEMENT LIMITED","21800"
"IDEA","30-Dec-2016","IDEA CELLULAR LIMITED","21000"
