"Symbol","Date","Security Name","Quantity"
"BAJAJ-AUTO","27-Feb-2019","BAJAJ AUTO LIMITED","1250"
"ULTRACEMCO","27-Feb-2019","ULTRATECH CEMENT LIMITED","43200"
"RBLBANK","28-Feb-2019","RBL BANK LIMITED    ","194400"
"HDFCBANK","28-Feb-2019","HDFC BANK LTD","115250"
"ULTRACEMCO","28-Feb-2019","ULTRATECH CEMENT LIMITED","34800"
"BAJAJ-AUTO","28-Feb-2019","BAJAJ AUTO LIMITED","16750"
"MOTHERSUMI","11-Mar-2019","MOTHERSON SUMI SYSTEMS LIMITED","185250"
"PEL","11-Mar-2019","PIRAMAL ENTERPRISES LTD","13892"
"ICICIBANK","12-Mar-2019","ICICI BANK LTD.","1069750"
"MOTHERSUMI","12-Mar-2019","MOTHERSON SUMI SYSTEMS LIMITED","1140000"
"HDFCBANK","13-Mar-2019","HDFC BANK LTD","91250"
"IOC","15-Mar-2019","INDIAN OIL CORP LTD","21000"
"COALINDIA","15-Mar-2019","COALINDIA","470800"
"UJJIVAN","26-Mar-2019","UJJIVAN FIN. SERVC. LTD.","38400"
"PEL","26-Mar-2019","PIRAMAL ENTERPRISES LTD","10570"
"BAJAJ-AUTO","26-Mar-2019","BAJAJ AUTO LIMITED","37750"
"COALINDIA","26-Mar-2019","COALINDIA","79200"
"UJJIVAN","27-Mar-2019","UJJIVAN FIN. SERVC. LTD.","27200"
"PEL","27-Mar-2019","PIRAMAL ENTERPRISES LTD","17516"
"ORIENTBANK","27-Mar-2019","ORIENTAL BANK OF COMMERCE","133000"
"BAJAJ-AUTO","27-Mar-2019","BAJAJ AUTO LIMITED","4750"
"COALINDIA","27-Mar-2019","COALINDIA","422400"
"ICICIBANK","29-Mar-2019","ICICI BANK LTD.","602250"
"EICHERMOT","29-Mar-2019","EICHER MOTORS LIMITED","1250"
"INDUSINDBK","29-Mar-2019","INDUSIND BANK LIMITED","21282"
"BALKRISIND","02-Apr-2019","BALKRISHNA IND. LTD      ","16800"
"TVSMOTOR","02-Apr-2019","TVS MOTOR COMPANY  LTD","38000"
"EICHERMOT","08-Apr-2019","EICHER MOTORS LIMITED","2250"
"CHENNPETRO","08-Apr-2019","CHENNAI PETROLEUM CORP LT","5400"
"KOTAKBANK","08-Apr-2019","KOTAK MAHINDRA BANK LTD","6400"
"CEATLTD","09-Apr-2019","CEAT LIMITED","1600"
"WIPRO","11-Apr-2019","WIPRO LTD","83200"
"BAJAJ-AUTO","11-Apr-2019","BAJAJ AUTO LIMITED","5500"
"IOC","11-Apr-2019","INDIAN OIL CORP LTD","38500"
"KOTAKBANK","25-Apr-2019","KOTAK MAHINDRA BANK LTD","15"
"ONGC","25-Apr-2019","OIL AND NATURAL GAS CORP.","1188750"
"INDUSINDBK","25-Apr-2019","INDUSIND BANK LIMITED","131100"
"BAJAJ-AUTO","25-Apr-2019","BAJAJ AUTO LIMITED","16250"
"IDFCBANK","25-Apr-2019","IDFC BANK LIMITED","96000"
"BHARTIARTL","26-Apr-2019","BHARTI AIRTEL LIMITED","188802"
"KOTAKBANK","26-Apr-2019","KOTAK MAHINDRA BANK LTD","71310"
"TVSMOTOR","26-Apr-2019","TVS MOTOR COMPANY  LTD","25000"
"KOTAKBANK","02-May-2019","KOTAK MAHINDRA BANK LTD","165200"
"ICICIPRULI","02-May-2019","ICICI PRU LIFE INS CO LTD ","12000"
"KOTAKBANK","03-May-2019","KOTAK MAHINDRA BANK LTD","39287"
"VOLTAS","06-May-2019","VOLTAS LTD","26000"
"TVSMOTOR","08-May-2019","TVS MOTOR COMPANY  LTD","1000"
"VOLTAS","08-May-2019","VOLTAS LTD","10000"
"KOTAKBANK","10-May-2019","KOTAK MAHINDRA BANK LTD","25200"
"EICHERMOT","13-May-2019","EICHER MOTORS LIMITED","400"
"KOTAKBANK","15-May-2019","KOTAK MAHINDRA BANK LTD","11600"
"KOTAKBANK","17-May-2019","KOTAK MAHINDRA BANK LTD","32400"
"KOTAKBANK","20-May-2019","KOTAK MAHINDRA BANK LTD","20000"
"KOTAKBANK","23-May-2019","KOTAK MAHINDRA BANK LTD","58380"
"BATAINDIA","24-May-2019","BATA INDIA LTD","1650"
"CUMMINSIND","24-May-2019","CUMMINS INDIA LTD","31500"
"KOTAKBANK","31-May-2019","KOTAK MAHINDRA BANK LTD","4800"
"CUMMINSIND","31-May-2019","CUMMINS INDIA LTD","24500"
"CUMMINSIND","03-Jun-2019","CUMMINS INDIA LTD","2100"
"KOTAKBANK","03-Jun-2019","KOTAK MAHINDRA BANK LTD","1350"
"JETAIRWAYS","03-Jun-2019","JET AIRWAYS (INDIA) LTD.","4400"
"INFY","03-Jun-2019","INFOSYS TECHNOLOGIES LTD","108000"
"PAGEIND","03-Jun-2019","PAGE INDUSTRIES LTD","1350"
"TATASTEEL","03-Jun-2019","TATA STEEL LIMITED","42440"
"INFY","04-Jun-2019","INFOSYS TECHNOLOGIES LTD","79200"
"CUMMINSIND","04-Jun-2019","CUMMINS INDIA LTD","12600"
"ALBK","06-Jun-2019","ALLAHABAD BANK","169000"
"CUMMINSIND","06-Jun-2019","CUMMINS INDIA LTD","18200"
"IDFCBANK","06-Jun-2019","IDFC BANK LIMITED","480000"
"SYNDIBANK","07-Jun-2019","SYNDICATE BANK","135000"
"BATAINDIA","11-Jun-2019","BATA INDIA LTD","550"
"CUMMINSIND","12-Jun-2019","CUMMINS INDIA LTD","16800"
"CUMMINSIND","13-Jun-2019","CUMMINS INDIA LTD","4900"
"YESBANK","13-Jun-2019","YES BANK LIMITED","4760000"
"CUMMINSIND","14-Jun-2019","CUMMINS INDIA LTD","9100"
"VOLTAS","19-Jun-2019","VOLTAS LTD","15000"
"UJJIVAN","20-Jun-2019","UJJIVAN FIN. SERVC. LTD.","27200"
"PAGEIND","20-Jun-2019","PAGE INDUSTRIES LTD","1575"
"ICICIPRULI","20-Jun-2019","ICICI PRU LIFE INS CO LTD ","4500"
"ICICIBANK","20-Jun-2019","ICICI BANK LTD.","116875"
"PAGEIND","24-Jun-2019","PAGE INDUSTRIES LTD","100"
"PEL","24-Jun-2019","PIRAMAL ENTERPRISES LTD","906"
"ICICIPRULI","24-Jun-2019","ICICI PRU LIFE INS CO LTD ","6000"
"INDUSINDBK","24-Jun-2019","INDUSIND BANK LIMITED","8200"
"VOLTAS","24-Jun-2019","VOLTAS LTD","47000"
"EICHERMOT","24-Jun-2019","EICHER MOTORS LIMITED","425"
"TVSMOTOR","24-Jun-2019","TVS MOTOR COMPANY  LTD","77000"
"PEL","25-Jun-2019","PIRAMAL ENTERPRISES LTD","22952"
"ZEEL","25-Jun-2019","ZEE ENTERTAINMENT ENT LTD","52000"
"ICICIPRULI","25-Jun-2019","ICICI PRU LIFE INS CO LTD ","27000"
"ICICIBANK","27-Jun-2019","ICICI BANK LTD.","726000"
"YESBANK","28-Jun-2019","YES BANK LIMITED","290400"
"PEL","28-Jun-2019","PIRAMAL ENTERPRISES LTD","33220"
"NTPC","01-Jul-2019","NTPC LTD","38400"
"PAGEIND","01-Jul-2019","PAGE INDUSTRIES LTD","150"
"COALINDIA","02-Jul-2019","COALINDIA","66000"
"PAGEIND","02-Jul-2019","PAGE INDUSTRIES LTD","150"
"IDFCBANK","02-Jul-2019","IDFC BANK LIMITED","390250"
"NTPC","02-Jul-2019","NTPC LTD","96000"
"COALINDIA","03-Jul-2019","COALINDIA","96800"
"PAGEIND","03-Jul-2019","PAGE INDUSTRIES LTD","200"
"IDFCBANK","03-Jul-2019","IDFC BANK LIMITED","552000"
"COALINDIA","04-Jul-2019","COALINDIA","121000"
"NTPC","04-Jul-2019","NTPC LTD","48000"
"JUBLFOOD","04-Jul-2019","JUBILANT FOODWORKS LTD","28500"
"IOC","05-Jul-2019","INDIAN OIL CORP LTD","476000"
"NTPC","05-Jul-2019","NTPC LTD","235200"
"ONGC","05-Jul-2019","OIL AND NATURAL GAS CORP.","97500"
"ICICIPRULI","05-Jul-2019","ICICI PRU LIFE INS CO LTD ","133500"
"EICHERMOT","05-Jul-2019","EICHER MOTORS LIMITED","500"
"IDFCBANK","08-Jul-2019","IDFC BANK LIMITED","144000"
"EICHERMOT","08-Jul-2019","EICHER MOTORS LIMITED","1375"
"LT","08-Jul-2019","LARSEN &amp; TOUBRO LTD.","9375"
"ONGC","09-Jul-2019","OIL AND NATURAL GAS CORP.","198750"
"PFC","09-Jul-2019","POWER FIN CORP LTD.","130200"
"COALINDIA","09-Jul-2019","COALINDIA","345400"
"IOC","09-Jul-2019","INDIAN OIL CORP LTD","304500"
"NTPC","09-Jul-2019","NTPC LTD","604800"
"ONGC","10-Jul-2019","OIL AND NATURAL GAS CORP.","3750"
"PAGEIND","10-Jul-2019","PAGE INDUSTRIES LTD","25"
"IOC","10-Jul-2019","INDIAN OIL CORP LTD","7000"
"IDFCBANK","10-Jul-2019","IDFC BANK LIMITED","180000"
"ICICIBANK","10-Jul-2019","ICICI BANK LTD.","211750"
"COALINDIA","11-Jul-2019","COALINDIA","512600"
"IDFCBANK","11-Jul-2019","IDFC BANK LIMITED","108000"
"ONGC","11-Jul-2019","OIL AND NATURAL GAS CORP.","206250"
"KOTAKBANK","17-Jul-2019","KOTAK MAHINDRA BANK LTD","80000"
"LICHSGFIN","17-Jul-2019","LIC HOUSING FINANCE LTD","19800"
"VOLTAS","18-Jul-2019","VOLTAS LTD","85000"
"AMARAJABAT","19-Jul-2019","AMARA RAJA BATTERIES LIMITED","70700"
"KOTAKBANK","19-Jul-2019","KOTAK MAHINDRA BANK LTD","35200"
"PEL","22-Jul-2019","PIRAMAL ENTERPRISES LTD","20536"
"ICICIPRULI","22-Jul-2019","ICICI PRU LIFE INS CO LTD ","15000"
"KOTAKBANK","23-Jul-2019","KOTAK MAHINDRA BANK LTD","81600"
"PEL","23-Jul-2019","PIRAMAL ENTERPRISES LTD","28086"
"IDFCBANK","23-Jul-2019","IDFC BANK LIMITED","516000"
"IOC","23-Jul-2019","INDIAN OIL CORP LTD","171500"
"BEL","24-Jul-2019","BHARAT ELECTRONICS LTD","96000"
"IOC","24-Jul-2019","INDIAN OIL CORP LTD","1270500"
"KOTAKBANK","24-Jul-2019","KOTAK MAHINDRA BANK LTD","66000"
"L&amp;TFH","24-Jul-2019","L&amp;T FINANCE HOLDINGS LIMITED","324000"
"SAIL","24-Jul-2019","STEEL AUTHORITY OF INDIA","852000"
"IOC","25-Jul-2019","INDIAN OIL CORP LTD","339500"
"BIOCON","25-Jul-2019","BIOCON LIMITED.","7200"
"ZEEL","26-Jul-2019","ZEE ENTERTAINMENT ENT LTD","179400"
"IBULHSGFIN","29-Jul-2019","INDIABULLS HOUSING FINANCE LIMITED","16000"
"PAGEIND","30-Jul-2019","PAGE INDUSTRIES LTD","100"
"KOTAKBANK","30-Jul-2019","KOTAK MAHINDRA BANK LTD","4400"
"IBULHSGFIN","30-Jul-2019","INDIABULLS HOUSING FINANCE LIMITED","76800"
"UBL","01-Aug-2019","UNITED BREWERIES LIMITED","1400"
"JUBLFOOD","01-Aug-2019","JUBILANT FOODWORKS LTD","28000"
"BALKRISIND","01-Aug-2019","BALKRISHNA IND. LTD      ","4800"
"ICICIPRULI","01-Aug-2019","ICICI PRU LIFE INS CO LTD ","24000"
"EICHERMOT","01-Aug-2019","EICHER MOTORS LIMITED","200"
"EICHERMOT","02-Aug-2019","EICHER MOTORS LIMITED","2650"
"UBL","02-Aug-2019","UNITED BREWERIES LIMITED","14000"
"PAGEIND","02-Aug-2019","PAGE INDUSTRIES LTD","500"
"KOTAKBANK","02-Aug-2019","KOTAK MAHINDRA BANK LTD","42800"
"ICICIPRULI","02-Aug-2019","ICICI PRU LIFE INS CO LTD ","6000"
"BALKRISIND","02-Aug-2019","BALKRISHNA IND. LTD      ","4000"
"UBL","06-Aug-2019","UNITED BREWERIES LIMITED","1400"
"KOTAKBANK","09-Aug-2019","KOTAK MAHINDRA BANK LTD","44800"
"KOTAKBANK","13-Aug-2019","KOTAK MAHINDRA BANK LTD","19600"
"EICHERMOT","13-Aug-2019","EICHER MOTORS LIMITED","2075"
"YESBANK","13-Aug-2019","YES BANK LIMITED","246400"
"YESBANK","19-Aug-2019","YES BANK LIMITED","158400"
"YESBANK","20-Aug-2019","YES BANK LIMITED","327800"
"RAMCOCEM","20-Aug-2019","THE RAMCO CEMENTS LIMITED","19200"
"MARUTI","20-Aug-2019","MARUTI SUZUKI INDIA LTD.","375"
"HAVELLS","20-Aug-2019","HAVELLS INDIA LIMITED","50000"
"BHARATFORG","20-Aug-2019","BHARAT FORGE LTD","30000"
"BATAINDIA","21-Aug-2019","BATA INDIA LTD","5500"
"HAVELLS","21-Aug-2019","HAVELLS INDIA LIMITED","88000"
"IDFCBANK","21-Aug-2019","IDFC BANK LIMITED","444000"
"MARUTI","21-Aug-2019","MARUTI SUZUKI INDIA LTD.","7950"
"PAGEIND","21-Aug-2019","PAGE INDUSTRIES LTD","800"
"RAMCOCEM","21-Aug-2019","THE RAMCO CEMENTS LIMITED","22400"
"IDFCBANK","22-Aug-2019","IDFC BANK LIMITED","156000"
"MARUTI","23-Aug-2019","MARUTI SUZUKI INDIA LTD.","5100"
"ZEEL","27-Aug-2019","ZEE ENTERTAINMENT ENT LTD","59800"
"ICICIBANK","27-Aug-2019","ICICI BANK LTD.","367125"
"MARUTI","27-Aug-2019","MARUTI SUZUKI INDIA LTD.","4425"
"TITAN","27-Aug-2019","TITAN INDUSTRIES LTD","12750"
"IBULHSGFIN","27-Aug-2019","INDIABULLS HOUSING FINANCE LIMITED","6400"
"INFRATEL","29-Aug-2019","BHARTI INFRATEL LIMITED","148000"
"TATAMOTORS","29-Aug-2019","TATA MOTORS LIMITED","546000"
"BPCL","04-Sep-2019","BHARAT PETROLEUM CORP  LT","68400"
"TVSMOTOR","04-Sep-2019","TVS MOTOR COMPANY  LTD","146300"
"RAMCOCEM","04-Sep-2019","THE RAMCO CEMENTS LIMITED","12000"
"MARUTI","04-Sep-2019","MARUTI SUZUKI INDIA LTD.","18000"
"APOLLOTYRE","04-Sep-2019","APOLLO TYRES LTD","12000"
"BATAINDIA","04-Sep-2019","BATA INDIA LTD","1650"
"BPCL","05-Sep-2019","BHARAT PETROLEUM CORP  LT","9000"
"HDFCBANK","05-Sep-2019","HDFC BANK LTD","6000"
"PAGEIND","05-Sep-2019","PAGE INDUSTRIES LTD","650"
"TVSMOTOR","05-Sep-2019","TVS MOTOR COMPANY  LTD","12100"
"ICICIPRULI","06-Sep-2019","ICICI PRU LIFE INS CO LTD ","1500"
"RBLBANK","09-Sep-2019","RBL BANK LIMITED    ","271200"
"MARUTI","09-Sep-2019","MARUTI SUZUKI INDIA LTD.","4275"
"ICICIPRULI","09-Sep-2019","ICICI PRU LIFE INS CO LTD ","73500"
"COLPAL","09-Sep-2019","COLGATE PALMOLIVE LTD.","1400"
"MARUTI","11-Sep-2019","MARUTI SUZUKI INDIA LTD.","14625"
"BAJAJ-AUTO","11-Sep-2019","BAJAJ AUTO LIMITED","5750"
"MRF","13-Sep-2019","MRF LTD","100"
"IBULHSGFIN","16-Sep-2019","INDIABULLS HOUSING FINANCE LIMITED","16000"
"KOTAKBANK","16-Sep-2019","KOTAK MAHINDRA BANK LTD","16000"
"HDFCBANK","16-Sep-2019","HDFC BANK LTD","22750"
"PAGEIND","17-Sep-2019","PAGE INDUSTRIES LTD","1150"
"TVSMOTOR","17-Sep-2019","TVS MOTOR COMPANY  LTD","8800"
"KOTAKBANK","18-Sep-2019","KOTAK MAHINDRA BANK LTD","4800"
"BERGEPAINT","18-Sep-2019","BERGER PAINTS (I) LIMITED","19800"
"AMARAJABAT","18-Sep-2019","AMARA RAJA BATTERIES LIMITED","18900"
"PAGEIND","18-Sep-2019","PAGE INDUSTRIES LTD","700"
"PEL","18-Sep-2019","PIRAMAL ENTERPRISES LTD","3926"
"TVSMOTOR","18-Sep-2019","TVS MOTOR COMPANY  LTD","4400"
"AMARAJABAT","19-Sep-2019","AMARA RAJA BATTERIES LIMITED","21700"
"BERGEPAINT","19-Sep-2019","BERGER PAINTS (I) LIMITED","17600"
"COLPAL","19-Sep-2019","COLGATE PALMOLIVE LTD.","9100"
"HDFCBANK","19-Sep-2019","HDFC BANK LTD","17500"
"ICICIPRULI","19-Sep-2019","ICICI PRU LIFE INS CO LTD ","30000"
"NATIONALUM","19-Sep-2019","NATIONAL ALUMINIUM CO LTD","40000"
"PAGEIND","19-Sep-2019","PAGE INDUSTRIES LTD","650"
"PEL","19-Sep-2019","PIRAMAL ENTERPRISES LTD","2416"
"RAMCOCEM","19-Sep-2019","THE RAMCO CEMENTS LIMITED","33998"
"TVSMOTOR","19-Sep-2019","TVS MOTOR COMPANY  LTD","8800"
"BERGEPAINT","20-Sep-2019","BERGER PAINTS (I) LIMITED","77000"
"HDFCBANK","23-Sep-2019","HDFC BANK LTD","162000"
"AXISBANK","23-Sep-2019","AXIS BANK LIMITED","7200"
"KOTAKBANK","23-Sep-2019","KOTAK MAHINDRA BANK LTD","79600"
"BERGEPAINT","23-Sep-2019","BERGER PAINTS (I) LIMITED","13200"
"COLPAL","23-Sep-2019","COLGATE PALMOLIVE LTD.","60900"
"SIEMENS","24-Sep-2019","SIEMENS LTD","25300"
"MRF","24-Sep-2019","MRF LTD","320"
"COLPAL","24-Sep-2019","COLGATE PALMOLIVE LTD.","7000"
"AXISBANK","24-Sep-2019","AXIS BANK LIMITED","15600"
"BERGEPAINT","26-Sep-2019","BERGER PAINTS (I) LIMITED","13200"
"TATASTEEL","26-Sep-2019","TATA STEEL LIMITED","3183"
"KOTAKBANK","26-Sep-2019","KOTAK MAHINDRA BANK LTD","54000"
"NESTLEIND","26-Sep-2019","NESTLE INDIA LIMITED","5850"
"PEL","26-Sep-2019","PIRAMAL ENTERPRISES LTD","5436"
"SIEMENS","26-Sep-2019","SIEMENS LTD","12650"
"SIEMENS","27-Sep-2019","SIEMENS LTD","8250"
"PEL","27-Sep-2019","PIRAMAL ENTERPRISES LTD","46206"
"IOC","27-Sep-2019","INDIAN OIL CORP LTD","689500"
"GAIL","27-Sep-2019","GAIL (INDIA) LTD","138684"
"COALINDIA","27-Sep-2019","COALINDIA","286000"
"BERGEPAINT","27-Sep-2019","BERGER PAINTS (I) LIMITED","28600"
"LT","27-Sep-2019","LARSEN &amp; TOUBRO LTD.","20625"
"LT","30-Sep-2019","LARSEN &amp; TOUBRO LTD.","51000"
"ITC","30-Sep-2019","ITC LTD","688800"
"IOC","30-Sep-2019","INDIAN OIL CORP LTD","199500"
"PEL","30-Sep-2019","PIRAMAL ENTERPRISES LTD","9966"
"LT","03-Oct-2019","LARSEN &amp; TOUBRO LTD.","14250"
"RAMCOCEM","04-Oct-2019","THE RAMCO CEMENTS LIMITED","38400"
"BHARATFORG","04-Oct-2019","BHARAT FORGE LTD","30000"
"SIEMENS","04-Oct-2019","SIEMENS LTD","5500"
"BATAINDIA","07-Oct-2019","BATA INDIA LTD","5500"
"BERGEPAINT","07-Oct-2019","BERGER PAINTS (I) LIMITED","52800"
"NATIONALUM","07-Oct-2019","NATIONAL ALUMINIUM CO LTD","200000"
"TORNTPHARM","07-Oct-2019","TORRENT PHARMACEUTICALS L","1500"
"COLPAL","09-Oct-2019","COLGATE PALMOLIVE LTD.","29389"
"TORNTPHARM","10-Oct-2019","TORRENT PHARMACEUTICALS L","2500"
"BATAINDIA","10-Oct-2019","BATA INDIA LTD","7150"
"CASTROLIND","11-Oct-2019","CASTROL INDIA LIMITED","54400"
"IGL","11-Oct-2019","INDRAPRASTHA GAS LTD","35750"
"BATAINDIA","11-Oct-2019","BATA INDIA LTD","2750"
"BIOCON","15-Oct-2019","BIOCON LIMITED.","261000"
"COLPAL","15-Oct-2019","COLGATE PALMOLIVE LTD.","21000"
"CASTROLIND","16-Oct-2019","CASTROL INDIA LIMITED","95200"
"ZEEL","17-Oct-2019","ZEE ENTERTAINMENT ENT LTD","49400"
"BHARATFORG","17-Oct-2019","BHARAT FORGE LTD","36000"
"CASTROLIND","17-Oct-2019","CASTROL INDIA LIMITED","112200"
"CASTROLIND","18-Oct-2019","CASTROL INDIA LIMITED","30600"
"ASHOKLEY","22-Oct-2019","ASHOK LEYLAND LTD","210000"
"INDIGO","23-Oct-2019","INTERGLOBE AVIATION LTD  ","24600"
"CHOLAFIN","24-Oct-2019","CHOLAMANDALAM IN &amp; FIN CO","122500"
"INDIGO","24-Oct-2019","INTERGLOBE AVIATION LTD  ","1800"
"INFRATEL","24-Oct-2019","BHARTI INFRATEL LIMITED","68799"
"SUNTV","25-Oct-2019","SUN TV NETWORK LIMITED","2000"
"PAGEIND","25-Oct-2019","PAGE INDUSTRIES LTD","550"
"INFRATEL","25-Oct-2019","BHARTI INFRATEL LIMITED","171201"
"CASTROLIND","25-Oct-2019","CASTROL INDIA LIMITED","146200"
"ICICIPRULI","29-Oct-2019","ICICI PRU LIFE INS CO LTD ","13500"
"TATAMOTORS","29-Oct-2019","TATA MOTORS LIMITED","342000"
"TATASTEEL","30-Oct-2019","TATA STEEL LIMITED","125198"
"TCS","30-Oct-2019","TATA CONSULTANCY SERV LT","6500"
"TATAELXSI","30-Oct-2019","TATA ELXSI LIMITED       ","33600"
"SBIN","31-Oct-2019","STATE BANK OF INDIA","306000"
"KOTAKBANK","31-Oct-2019","KOTAK MAHINDRA BANK LTD","3200"
"BRITANNIA","31-Oct-2019","BRITANNIA INDUSTRIES LIMITED","38600"
"MRF","01-Nov-2019","MRF LTD","150"
"KOTAKBANK","01-Nov-2019","KOTAK MAHINDRA BANK LTD","400"
"TATASTEEL","01-Nov-2019","TATA STEEL LIMITED","75331"
"YESBANK","01-Nov-2019","YES BANK LIMITED","1003200"
"ZEEL","01-Nov-2019","ZEE ENTERTAINMENT ENT LTD","196300"
"INFRATEL","04-Nov-2019","BHARTI INFRATEL LIMITED","600000"
"YESBANK","04-Nov-2019","YES BANK LIMITED","4400"
"ZEEL","04-Nov-2019","ZEE ENTERTAINMENT ENT LTD","176107"
"BIOCON","06-Nov-2019","BIOCON LIMITED.","1800"
"BALKRISIND","06-Nov-2019","BALKRISHNA IND. LTD      ","13600"
"INFRATEL","06-Nov-2019","BHARTI INFRATEL LIMITED","164000"
"ZEEL","06-Nov-2019","ZEE ENTERTAINMENT ENT LTD","107900"
"PAGEIND","06-Nov-2019","PAGE INDUSTRIES LTD","25"
"YESBANK","07-Nov-2019","YES BANK LIMITED","204600"
"SIEMENS","07-Nov-2019","SIEMENS LTD","13750"
"MOTHERSUMI","07-Nov-2019","MOTHERSON SUMI SYSTEMS LIMITED","42900"
"KOTAKBANK","07-Nov-2019","KOTAK MAHINDRA BANK LTD","7600"
"BIOCON","07-Nov-2019","BIOCON LIMITED.","30600"
"INFRATEL","07-Nov-2019","BHARTI INFRATEL LIMITED","100000"
"HDFCBANK","07-Nov-2019","HDFC BANK LTD","10000"
"ICICIPRULI","07-Nov-2019","ICICI PRU LIFE INS CO LTD ","4500"
"ITC","07-Nov-2019","ITC LTD","4800"
"BIOCON","08-Nov-2019","BIOCON LIMITED.","7200"
"HDFCBANK","08-Nov-2019","HDFC BANK LTD","3500"
"BHARATFORG","08-Nov-2019","BHARAT FORGE LTD","9600"
"ICICIBANK","08-Nov-2019","ICICI BANK LTD.","556875"
"KOTAKBANK","08-Nov-2019","KOTAK MAHINDRA BANK LTD","131200"
