"Symbol","Date","Security Name","Quantity"
"AXISBANK","03-Feb-2012","AXIS BANK LIMITED","3000"
"ABAN","03-Feb-2012","ABAN OFFSHORE LTD.","26000"
"ORIENTBANK","06-Feb-2012","ORIENTAL BANK OF COMMERCE","3000"
"KOTAKBANK","06-Feb-2012","KOTAK MAHINDRA BANK LTD","1032"
"HINDZINC","06-Feb-2012","HINDUSTAN ZINC LIMITED","4000"
"HEROMOTOCO","06-Feb-2012","HERO MOTOCORP LTD","19"
"HAVELLS","06-Feb-2012","HAVELLS INDIA LIMITED","200"
"BOMDYEING","06-Feb-2012","BOMBAY DYEING &amp; MFG. CO L","100"
"AXISBANK","06-Feb-2012","AXIS BANK LIMITED","17509"
"ABB","06-Feb-2012","ABB LTD.","55"
"ABAN","06-Feb-2012","ABAN OFFSHORE LTD.","5000"
"PUNJLLOYD","06-Feb-2012","PUNJ LLOYD LIMITED","20000"
"RANBAXY","06-Feb-2012","RANBAXY LABS LTD","4000"
"SBIN","06-Feb-2012","STATE BANK OF INDIA","6506"
"AXISBANK","08-Feb-2012","AXIS BANK LIMITED","985"
"BHEL","08-Feb-2012","BHEL","14567"
"CAIRN","09-Feb-2012","CAIRN INDIA LIMITED","14000"
"CAIRN","10-Feb-2012","CAIRN INDIA LIMITED","35227"
"BHEL","14-Feb-2012","BHEL","84000"
"SBIN","14-Feb-2012","STATE BANK OF INDIA","100"
"AREVAT&amp;D","15-Feb-2012","AREVA T&amp;D INDIA LIMITED.","3000"
"AXISBANK","15-Feb-2012","AXIS BANK LIMITED","7500"
"HAVELLS","15-Feb-2012","HAVELLS INDIA LIMITED","3000"
"MARUTI","15-Feb-2012","MARUTI SUZUKI INDIA LTD.","750"
"TATAMOTORS","15-Feb-2012","TATA MOTORS LIMITED","222000"
"AXISBANK","16-Feb-2012","AXIS BANK LIMITED","10595"
"SBIN","16-Feb-2012","STATE BANK OF INDIA","11611"
"AXISBANK","17-Feb-2012","AXIS BANK LIMITED","10750"
"HEROMOTOCO","17-Feb-2012","HERO MOTOCORP LTD","250"
"CAIRN","21-Feb-2012","CAIRN INDIA LIMITED","8000"
"HEROMOTOCO","21-Feb-2012","HERO MOTOCORP LTD","1000"
"SESAGOA","21-Feb-2012","SESA GOA LTD","15000"
"ABAN","23-Feb-2012","ABAN OFFSHORE LTD.","7772"
"ABB","23-Feb-2012","ABB LTD.","6750"
"PUNJLLOYD","23-Feb-2012","PUNJ LLOYD LIMITED","8000"
"HEROMOTOCO","23-Feb-2012","HERO MOTOCORP LTD","3490"
"BHEL","23-Feb-2012","BHEL","46000"
"ABAN","24-Feb-2012","ABAN OFFSHORE LTD.","100"
"ABB","24-Feb-2012","ABB LTD.","1260"
"BPCL","24-Feb-2012","BHARAT PETROLEUM CORP  LT","4219"
"CAIRN","24-Feb-2012","CAIRN INDIA LIMITED","37006"
"SUZLON","24-Feb-2012","SUZLON ENERGY LIMITED","182810"
"ABB","27-Feb-2012","ABB LTD.","19000"
"CAIRN","27-Feb-2012","CAIRN INDIA LIMITED","64000"
"BPCL","27-Feb-2012","BHARAT PETROLEUM CORP  LT","1000"
"BEML","27-Feb-2012","BEML LIMITED","20244"
"CAIRN","29-Feb-2012","CAIRN INDIA LIMITED","36143"
"ABAN","05-Mar-2012","ABAN OFFSHORE LTD.","1000"
"AXISBANK","05-Mar-2012","AXIS BANK LIMITED","1750"
"BANKBARODA","05-Mar-2012","BANK OF BARODA","49678"
"PUNJLLOYD","05-Mar-2012","PUNJ LLOYD LIMITED","64000"
"ABB","06-Mar-2012","ABB LTD.","835"
"PUNJLLOYD","06-Mar-2012","PUNJ LLOYD LIMITED","52000"
"SUZLON","06-Mar-2012","SUZLON ENERGY LIMITED","24000"
"ULTRACEMCO","09-Mar-2012","ULTRATECH CEMENT LIMITED","22038"
"TATAMOTORS","09-Mar-2012","TATA MOTORS LIMITED","40000"
"YESBANK","09-Mar-2012","YES BANK LIMITED","127000"
"CAIRN","13-Mar-2012","CAIRN INDIA LIMITED","39245"
"CAIRN","14-Mar-2012","CAIRN INDIA LIMITED","39967"
"HEROMOTOCO","14-Mar-2012","HERO MOTOCORP LTD","10"
"ABB","15-Mar-2012","ABB LTD.","9418"
"CAIRN","15-Mar-2012","CAIRN INDIA LIMITED","145000"
"CAIRN","16-Mar-2012","CAIRN INDIA LIMITED","39055"
"ABB","16-Mar-2012","ABB LTD.","11705"
"ABB","19-Mar-2012","ABB LTD.","185"
"CAIRN","20-Mar-2012","CAIRN INDIA LIMITED","7000"
"BHEL","21-Mar-2012","BHEL","1000"
"PUNJLLOYD","22-Mar-2012","PUNJ LLOYD LIMITED","128000"
"ABB","22-Mar-2012","ABB LTD.","482"
"HEROMOTOCO","22-Mar-2012","HERO MOTOCORP LTD","4750"
"ABB","23-Mar-2012","ABB LTD.","1150"
"HEROMOTOCO","23-Mar-2012","HERO MOTOCORP LTD","3552"
"ULTRACEMCO","26-Mar-2012","ULTRATECH CEMENT LIMITED","13750"
"TECHM","26-Mar-2012","TECH MAHINDRA LIMITED","1500"
"CUMMINSIND","27-Mar-2012","CUMMINS INDIA LTD","36565"
"BHUSANSTL","27-Mar-2012","BHUSHAN STEEL LIMITED","1000"
"ABB","27-Mar-2012","ABB LTD.","3211"
"ABAN","27-Mar-2012","ABAN OFFSHORE LTD.","1000"
"ULTRACEMCO","27-Mar-2012","ULTRATECH CEMENT LIMITED","29750"
"LICHSGFIN","28-Mar-2012","LIC HOUSING FINANCE LTD","5000"
"FORTIS","28-Mar-2012","FORTIS HEALTHCARE (I) LTD","4000"
"CUMMINSIND","28-Mar-2012","CUMMINS INDIA LTD","15153"
"AXISBANK","29-Mar-2012","AXIS BANK LIMITED","9500"
"HEROMOTOCO","29-Mar-2012","HERO MOTOCORP LTD","9135"
"IDEA","29-Mar-2012","IDEA CELLULAR LIMITED","68000"
"INDUSINDBK","29-Mar-2012","INDUSIND BANK LIMITED","13000"
"YESBANK","29-Mar-2012","YES BANK LIMITED","33000"
"LICHSGFIN","29-Mar-2012","LIC HOUSING FINANCE LTD","28000"
"TATASTEEL","29-Mar-2012","TATA STEEL LIMITED","10000"
"ULTRACEMCO","29-Mar-2012","ULTRATECH CEMENT LIMITED","1250"
"RANBAXY","29-Mar-2012","RANBAXY LABS LTD","230000"
"JPASSOCIAT","30-Mar-2012","JAIPRAKASH ASSOCIATES LTD","250"
"IDEA","30-Mar-2012","IDEA CELLULAR LIMITED","152000"
"CUMMINSIND","30-Mar-2012","CUMMINS INDIA LTD","10500"
"CAIRN","30-Mar-2012","CAIRN INDIA LIMITED","2000"
"BEML","30-Mar-2012","BEML LIMITED","10000"
"RANBAXY","30-Mar-2012","RANBAXY LABS LTD","24404"
"TATASTEEL","30-Mar-2012","TATA STEEL LIMITED","12525"
"AXISBANK","03-Apr-2012","AXIS BANK LIMITED","1500"
"CAIRN","03-Apr-2012","CAIRN INDIA LIMITED","75000"
"ULTRACEMCO","03-Apr-2012","ULTRATECH CEMENT LIMITED","250"
"YESBANK","03-Apr-2012","YES BANK LIMITED","127000"
"BHEL","04-Apr-2012","BHEL","245816"
"CAIRN","04-Apr-2012","CAIRN INDIA LIMITED","12000"
"AXISBANK","04-Apr-2012","AXIS BANK LIMITED","500"
"BANKBARODA","04-Apr-2012","BANK OF BARODA","10000"
"TATASTEEL","04-Apr-2012","TATA STEEL LIMITED","92500"
"IDEA","09-Apr-2012","IDEA CELLULAR LIMITED","73"
"CAIRN","09-Apr-2012","CAIRN INDIA LIMITED","12748"
"AXISBANK","09-Apr-2012","AXIS BANK LIMITED","5750"
"ULTRACEMCO","09-Apr-2012","ULTRATECH CEMENT LIMITED","6500"
"TATASTEEL","09-Apr-2012","TATA STEEL LIMITED","18167"
"ULTRACEMCO","10-Apr-2012","ULTRATECH CEMENT LIMITED","9750"
"TATAMOTORS","10-Apr-2012","TATA MOTORS LIMITED","40000"
"PUNJLLOYD","10-Apr-2012","PUNJ LLOYD LIMITED","28000"
"INDUSINDBK","10-Apr-2012","INDUSIND BANK LIMITED","5000"
"IDEA","10-Apr-2012","IDEA CELLULAR LIMITED","47229"
"AMBUJACEM","10-Apr-2012","AMBUJA CEMENTS LTD","58000"
"CAIRN","10-Apr-2012","CAIRN INDIA LIMITED","30000"
"TATAMOTORS","11-Apr-2012","TATA MOTORS LIMITED","88000"
"ULTRACEMCO","11-Apr-2012","ULTRATECH CEMENT LIMITED","27048"
"BEML","12-Apr-2012","BEML LIMITED","500"
"KOTAKBANK","12-Apr-2012","KOTAK MAHINDRA BANK LTD","20000"
"PUNJLLOYD","12-Apr-2012","PUNJ LLOYD LIMITED","36000"
"TATAMOTORS","12-Apr-2012","TATA MOTORS LIMITED","12000"
"ABAN","13-Apr-2012","ABAN OFFSHORE LTD.","2000"
"PUNJLLOYD","13-Apr-2012","PUNJ LLOYD LIMITED","248701"
"CAIRN","13-Apr-2012","CAIRN INDIA LIMITED","55000"
"KOTAKBANK","13-Apr-2012","KOTAK MAHINDRA BANK LTD","70500"
"TATASTEEL","16-Apr-2012","TATA STEEL LIMITED","1000"
"CAIRN","16-Apr-2012","CAIRN INDIA LIMITED","4510"
"TATAMOTORS","18-Apr-2012","TATA MOTORS LIMITED","212000"
"TATASTEEL","18-Apr-2012","TATA STEEL LIMITED","74500"
"HEROMOTOCO","18-Apr-2012","HERO MOTOCORP LTD","1992"
"TATAMOTORS","19-Apr-2012","TATA MOTORS LIMITED","372059"
"INDUSINDBK","19-Apr-2012","INDUSIND BANK LIMITED","1000"
"ADANIPORTS","19-Apr-2012","ADANI PORT &amp; SEZ LTD","20736"
"HEROMOTOCO","19-Apr-2012","HERO MOTOCORP LTD","125"
"INDUSINDBK","20-Apr-2012","INDUSIND BANK LIMITED","21142"
"ADANIPORTS","20-Apr-2012","ADANI PORT &amp; SEZ LTD","24000"
"TATAMOTORS","20-Apr-2012","TATA MOTORS LIMITED","40000"
"GMRINFRA","23-Apr-2012","GMR INFRASTRUCTURE LTD.","496000"
"TATASTEEL","23-Apr-2012","TATA STEEL LIMITED","49500"
"ADANIPORTS","23-Apr-2012","ADANI PORT &amp; SEZ LTD","23554"
"TATASTEEL","24-Apr-2012","TATA STEEL LIMITED","20500"
"ADANIPORTS","24-Apr-2012","ADANI PORT &amp; SEZ LTD","62000"
"AXISBANK","24-Apr-2012","AXIS BANK LIMITED","44250"
"CAIRN","24-Apr-2012","CAIRN INDIA LIMITED","26000"
"YESBANK","25-Apr-2012","YES BANK LIMITED","46000"
"CAIRN","25-Apr-2012","CAIRN INDIA LIMITED","171000"
"BANKINDIA","25-Apr-2012","BANK OF INDIA","15103"
"AXISBANK","25-Apr-2012","AXIS BANK LIMITED","8500"
"ADANIPORTS","25-Apr-2012","ADANI PORT &amp; SEZ LTD","106000"
"ABB","26-Apr-2012","ABB LTD.","250"
"ADANIPORTS","26-Apr-2012","ADANI PORT &amp; SEZ LTD","74000"
"BANKINDIA","26-Apr-2012","BANK OF INDIA","12897"
"CAIRN","26-Apr-2012","CAIRN INDIA LIMITED","110000"
"CUMMINSIND","26-Apr-2012","CUMMINS INDIA LTD","500"
"TATASTEEL","26-Apr-2012","TATA STEEL LIMITED","66500"
"ULTRACEMCO","27-Apr-2012","ULTRATECH CEMENT LIMITED","3961"
"UNIONBANK","27-Apr-2012","UNION BANK OF INDIA","15000"
"INDUSINDBK","27-Apr-2012","INDUSIND BANK LIMITED","4900"
"PUNJLLOYD","27-Apr-2012","PUNJ LLOYD LIMITED","4000"
"TATAMOTORS","27-Apr-2012","TATA MOTORS LIMITED","53000"
"AXISBANK","28-Apr-2012","AXIS BANK LIMITED","17104"
"AXISBANK","30-Apr-2012","AXIS BANK LIMITED","4500"
"ULTRACEMCO","30-Apr-2012","ULTRATECH CEMENT LIMITED","6996"
"ACC","30-Apr-2012","ACC LIMITED","1000"
"BANKINDIA","30-Apr-2012","BANK OF INDIA","50000"
"HEROMOTOCO","02-May-2012","HERO MOTOCORP LTD","2073"
"TCS","02-May-2012","TATA CONSULTANCY SERV LT","8500"
"ACC","02-May-2012","ACC LIMITED","1490"
"PUNJLLOYD","03-May-2012","PUNJ LLOYD LIMITED","80000"
"ULTRACEMCO","03-May-2012","ULTRATECH CEMENT LIMITED","2750"
"KOTAKBANK","03-May-2012","KOTAK MAHINDRA BANK LTD","24087"
"CUMMINSIND","03-May-2012","CUMMINS INDIA LTD","19593"
"ACC","03-May-2012","ACC LIMITED","19145"
"TCS","03-May-2012","TATA CONSULTANCY SERV LT","3000"
"UNIONBANK","04-May-2012","UNION BANK OF INDIA","1000"
"ULTRACEMCO","04-May-2012","ULTRATECH CEMENT LIMITED","1000"
"TCS","04-May-2012","TATA CONSULTANCY SERV LT","1000"
"TATAMOTORS","04-May-2012","TATA MOTORS LIMITED","40000"
"SUZLON","04-May-2012","SUZLON ENERGY LIMITED","168000"
"PUNJLLOYD","04-May-2012","PUNJ LLOYD LIMITED","95630"
"INDUSINDBK","04-May-2012","INDUSIND BANK LIMITED","8000"
"CUMMINSIND","04-May-2012","CUMMINS INDIA LTD","10500"
"ACC","04-May-2012","ACC LIMITED","9254"
"ANDHRABANK","04-May-2012","ANDHRA BANK","8605"
"SESAGOA","07-May-2012","SESA GOA LTD","12000"
"PUNJLLOYD","07-May-2012","PUNJ LLOYD LIMITED","48000"
"TATAMOTORS","07-May-2012","TATA MOTORS LIMITED","54000"
"ABAN","07-May-2012","ABAN OFFSHORE LTD.","500"
"ACC","07-May-2012","ACC LIMITED","2500"
"AMBUJACEM","07-May-2012","AMBUJA CEMENTS LTD","99542"
"ANDHRABANK","07-May-2012","ANDHRA BANK","84715"
"BANKBARODA","07-May-2012","BANK OF BARODA","388"
"ACC","08-May-2012","ACC LIMITED","1500"
"AMBUJACEM","08-May-2012","AMBUJA CEMENTS LTD","228402"
"ANDHRABANK","08-May-2012","ANDHRA BANK","20259"
"PUNJLLOYD","08-May-2012","PUNJ LLOYD LIMITED","103588"
"ULTRACEMCO","08-May-2012","ULTRATECH CEMENT LIMITED","3500"
"ABAN","08-May-2012","ABAN OFFSHORE LTD.","9245"
"TCS","09-May-2012","TATA CONSULTANCY SERV LT","21424"
"SUZLON","09-May-2012","SUZLON ENERGY LIMITED","8000"
"SESAGOA","09-May-2012","SESA GOA LTD","38818"
"PUNJLLOYD","09-May-2012","PUNJ LLOYD LIMITED","53275"
"ANDHRABANK","09-May-2012","ANDHRA BANK","44728"
"AMBUJACEM","09-May-2012","AMBUJA CEMENTS LTD","284920"
"ABB","09-May-2012","ABB LTD.","7121"
"TATASTEEL","09-May-2012","TATA STEEL LIMITED","500"
"ANDHRABANK","10-May-2012","ANDHRA BANK","1844"
"CANBK","10-May-2012","CANARA BANK","10500"
"CUMMINSIND","10-May-2012","CUMMINS INDIA LTD","24497"
"INDIANB","10-May-2012","INDIAN BANK","5000"
"INDUSINDBK","10-May-2012","INDUSIND BANK LIMITED","14000"
"KOTAKBANK","10-May-2012","KOTAK MAHINDRA BANK LTD","35000"
"RANBAXY","10-May-2012","RANBAXY LABS LTD","1500"
"SUZLON","10-May-2012","SUZLON ENERGY LIMITED","8000"
"TATASTEEL","10-May-2012","TATA STEEL LIMITED","77000"
"TCS","10-May-2012","TATA CONSULTANCY SERV LT","5250"
"ULTRACEMCO","10-May-2012","ULTRATECH CEMENT LIMITED","2000"
"CAIRN","11-May-2012","CAIRN INDIA LIMITED","11000"
"HDIL","11-May-2012","HOUSING DEV &amp; INFRA LTD","500"
"INDIANB","11-May-2012","INDIAN BANK","64886"
"PUNJLLOYD","11-May-2012","PUNJ LLOYD LIMITED","31873"
"ULTRACEMCO","11-May-2012","ULTRATECH CEMENT LIMITED","500"
"SUZLON","11-May-2012","SUZLON ENERGY LIMITED","112000"
"TATASTEEL","11-May-2012","TATA STEEL LIMITED","5000"
"TCS","11-May-2012","TATA CONSULTANCY SERV LT","500"
"SESAGOA","11-May-2012","SESA GOA LTD","6333"
"BANKINDIA","14-May-2012","BANK OF INDIA","13000"
"AXISBANK","14-May-2012","AXIS BANK LIMITED","39500"
"PUNJLLOYD","14-May-2012","PUNJ LLOYD LIMITED","72000"
"ULTRACEMCO","14-May-2012","ULTRATECH CEMENT LIMITED","500"
"TATASTEEL","14-May-2012","TATA STEEL LIMITED","8500"
"TCS","14-May-2012","TATA CONSULTANCY SERV LT","699"
"SESAGOA","14-May-2012","SESA GOA LTD","5000"
"AXISBANK","15-May-2012","AXIS BANK LIMITED","1000"
"BANKINDIA","15-May-2012","BANK OF INDIA","2000"
"SESAGOA","15-May-2012","SESA GOA LTD","2000"
"CUMMINSIND","15-May-2012","CUMMINS INDIA LTD","1500"
"CAIRN","15-May-2012","CAIRN INDIA LIMITED","3000"
"AXISBANK","16-May-2012","AXIS BANK LIMITED","1250"
"CAIRN","16-May-2012","CAIRN INDIA LIMITED","40000"
"CUMMINSIND","16-May-2012","CUMMINS INDIA LTD","2000"
"ULTRACEMCO","16-May-2012","ULTRATECH CEMENT LIMITED","4000"
"PUNJLLOYD","16-May-2012","PUNJ LLOYD LIMITED","8000"
"SUZLON","16-May-2012","SUZLON ENERGY LIMITED","32000"
"M&amp;M","16-May-2012","MAHINDRA &amp; MAHINDRA LTD","47071"
"CAIRN","17-May-2012","CAIRN INDIA LIMITED","43000"
"CUMMINSIND","17-May-2012","CUMMINS INDIA LTD","6499"
"HEROMOTOCO","17-May-2012","HERO MOTOCORP LTD","1125"
"AXISBANK","17-May-2012","AXIS BANK LIMITED","9250"
"TATASTEEL","17-May-2012","TATA STEEL LIMITED","52658"
"TCS","17-May-2012","TATA CONSULTANCY SERV LT","28750"
"AMBUJACEM","17-May-2012","AMBUJA CEMENTS LTD","40000"
"M&amp;M","17-May-2012","MAHINDRA &amp; MAHINDRA LTD","5000"
"BATAINDIA","18-May-2012","BATA INDIA LTD","2000"
"BEML","18-May-2012","BEML LIMITED","29500"
"HEROMOTOCO","18-May-2012","HERO MOTOCORP LTD","375"
"ULTRACEMCO","18-May-2012","ULTRATECH CEMENT LIMITED","750"
"TATASTEEL","18-May-2012","TATA STEEL LIMITED","1083"
"TCS","18-May-2012","TATA CONSULTANCY SERV LT","20970"
"SESAGOA","18-May-2012","SESA GOA LTD","8000"
"BEML","21-May-2012","BEML LIMITED","4500"
"ULTRACEMCO","21-May-2012","ULTRATECH CEMENT LIMITED","500"
"TCS","21-May-2012","TATA CONSULTANCY SERV LT","732"
"SESAGOA","21-May-2012","SESA GOA LTD","113928"
"SESAGOA","22-May-2012","SESA GOA LTD","14000"
"ABB","23-May-2012","ABB LTD.","1750"
"ANDHRABANK","23-May-2012","ANDHRA BANK","4000"
"CAIRN","23-May-2012","CAIRN INDIA LIMITED","1000"
"TCS","23-May-2012","TATA CONSULTANCY SERV LT","18"
"JETAIRWAYS","23-May-2012","JET AIRWAYS (INDIA) LTD.","3000"
"MARUTI","23-May-2012","MARUTI SUZUKI INDIA LTD.","54500"
"HEROMOTOCO","23-May-2012","HERO MOTOCORP LTD","1875"
"CAIRN","24-May-2012","CAIRN INDIA LIMITED","6000"
"PUNJLLOYD","24-May-2012","PUNJ LLOYD LIMITED","4000"
"MARUTI","24-May-2012","MARUTI SUZUKI INDIA LTD.","21378"
"JUBLFOOD","25-May-2012","JUBILANT FOODWORKS LTD","7000"
"PUNJLLOYD","25-May-2012","PUNJ LLOYD LIMITED","24000"
"MARUTI","25-May-2012","MARUTI SUZUKI INDIA LTD.","37500"
"BANKINDIA","28-May-2012","BANK OF INDIA","4000"
"TATASTEEL","28-May-2012","TATA STEEL LIMITED","50500"
"SBIN","28-May-2012","STATE BANK OF INDIA","89851"
"JUBLFOOD","28-May-2012","JUBILANT FOODWORKS LTD","22894"
"ADANIPORTS","29-May-2012","ADANI PORT &amp; SEZ LTD","10000"
"AMBUJACEM","29-May-2012","AMBUJA CEMENTS LTD","96000"
"BANKINDIA","29-May-2012","BANK OF INDIA","76000"
"ULTRACEMCO","29-May-2012","ULTRATECH CEMENT LIMITED","750"
"SBIN","29-May-2012","STATE BANK OF INDIA","45940"
"TATASTEEL","29-May-2012","TATA STEEL LIMITED","26000"
"BHEL","29-May-2012","BHEL","91000"
"AMBUJACEM","30-May-2012","AMBUJA CEMENTS LTD","30000"
"BANKINDIA","30-May-2012","BANK OF INDIA","8000"
"BHEL","30-May-2012","BHEL","7000"
"ULTRACEMCO","30-May-2012","ULTRATECH CEMENT LIMITED","16500"
"SUZLON","30-May-2012","SUZLON ENERGY LIMITED","80000"
"TATASTEEL","30-May-2012","TATA STEEL LIMITED","25500"
"SBIN","30-May-2012","STATE BANK OF INDIA","20625"
"ADANIPORTS","31-May-2012","ADANI PORT &amp; SEZ LTD","12000"
"BANKINDIA","31-May-2012","BANK OF INDIA","97000"
"SBIN","31-May-2012","STATE BANK OF INDIA","5000"
"CAIRN","31-May-2012","CAIRN INDIA LIMITED","35000"
"BGRENERGY","31-May-2012","BGR ENERGY SYSTEMS LTD","113"
"AMBUJACEM","01-Jun-2012","AMBUJA CEMENTS LTD","8000"
"M&amp;M","01-Jun-2012","MAHINDRA &amp; MAHINDRA LTD","25000"
"ULTRACEMCO","01-Jun-2012","ULTRATECH CEMENT LIMITED","3250"
