"Symbol","Date","Security Name","Quantity"
"FCH","01-Feb-2008","Future Capital","1"
"ICICIBANK","02-Feb-2008","ICICI Bank Ltd.","2"
"INFOSYSTCH","03-Feb-2008","Infosys Technologies Ltd.","3"
"NET18","04-Feb-2008","NETWORK 18","4"
"RPL","05-Feb-2008","Reliance Petroleum","5"
"TCS","06-Feb-2008","Tata Consultancy Services Limited","6"
"ICICIBANK","07-Feb-2008","ICICI Bank Ltd.","7"
"TCS","08-Feb-2008","Tata Consultancy Services Limited","8"
"NET18","09-Feb-2008","NETWORK 18","9"
"ICICIBANK","10-Feb-2008","ICICI Bank Ltd.","10"
"INFOSYSTCH","11-Feb-2008","Infosys Technologies Ltd.","11"
"NET18","12-Feb-2008","NETWORK 18","12"
"RPL","13-Feb-2008","Reliance Petroleum","13"
"NET18","14-Feb-2008","NETWORK 18","14"
"FCH","15-Feb-2008","Future Capital","15"
"RPL","16-Feb-2008","Reliance Petroleum","16"
"TCS","17-Feb-2008","Tata Consultancy Services Limited","17"
"NET18","18-Feb-2008","NETWORK 18","18"
"ACC","19-Feb-2008","ACC Ltd.","19"
"ISPATIND","21-Apr-2008","ISPAT INDUSTRIES LIMITED","2744"
"ITC","21-Apr-2008","ITC LTD","37"
"JINDALSTEL","21-Apr-2008","JINDAL STEEL &amp; POWER LTD","166"
"JPASSOCIAT","21-Apr-2008","JAIPRAKASH ASSOCIATES LTD","2085"
"JPHYDRO","21-Apr-2008","JAIPRAKASH HYDROPOW LTD.","50"
"JSWSTEEL","21-Apr-2008","JSW STEEL LIMITED","25"
"LITL","21-Apr-2008","LANCO INFRATECH LTD.","109"
"LT","21-Apr-2008","LARSEN &amp; TOUBRO LTD.","10"
"MRPL","21-Apr-2008","MRPL","13"
"MTNL","21-Apr-2008","MAHANAGAR TELEPHONE NIGAM","45"
"NAGARFERT","21-Apr-2008","NAGARJUNA FERTILIZERS LTD","10285"
"NATIONALUM","21-Apr-2008","NATIONAL ALUMINIUM CO LTD","85"
"NEYVELILIG","21-Apr-2008","NEYVELI LIGNITE CORPORATI","392"
"NIITLTD","21-Apr-2008","NIIT LIMITED","210"
"NIITTECH","21-Apr-2008","NIIT TECHNOLOGIES LTD","279"
"NTPC","21-Apr-2008","NTPC LTD","419"
"ORCHIDCHEM","21-Apr-2008","ORCHID CHEMICALS LTD","804"
"PETRONET","21-Apr-2008","PETRONET LNG LIMITED","10"
"POLARIS","21-Apr-2008","POLARIS SOFTWARE LAB LTD","394"
"PRAJIND","21-Apr-2008","PRAJ INDUSTRIES LTD","1871"
"RANBAXY","21-Apr-2008","RANBAXY LABS LTD","2"
"RCOM","21-Apr-2008","RELIANCE COMMUNICATIONS L","1310"
"REL","21-Apr-2008","RELIANCE ENERGY LTD","37"
"RELCAPITAL","21-Apr-2008","RELIANCE CAPITAL LTD","733"
"RELIANCE","21-Apr-2008","RELIANCE INDUSTRIES LTD","5"
"RENUKA","21-Apr-2008","SHREE RENUKA SUGARS LTD","2629"
"RNRL","21-Apr-2008","REL. NAT. RESOURCES LTD.","2380"
"RPL","21-Apr-2008","RELIANCE PETROLEUM LTD.","949"
"RPOWER","21-Apr-2008","RELIANCE POWER LTD.","24"
"SAIL","21-Apr-2008","STEEL AUTHORITY OF INDIA","1370"
"SASKEN","21-Apr-2008","SASKEN COMMU TECHNO LTD","261"
"SBIN","21-Apr-2008","STATE BANK OF INDIA","404"
"SIEMENS","21-Apr-2008","SIEMENS LTD","400"
"SKUMARSYNF","21-Apr-2008","S KUMARS NATIONWIDE LTD","500"
"SUZLON","21-Apr-2008","SUZLON ENERGY LIMITED","350"
"TATACHEM","21-Apr-2008","TATA CHEMICALS LTD","81"
"TATASTEEL","21-Apr-2008","TATA STEEL LIMITED","547"
"TRIVENI","21-Apr-2008","TRIVENI ENGG. &amp; INDS. LTD","10"
"TTML","21-Apr-2008","TATA TELESERV(MAHARASTRA)","255"
"UNIONBANK","21-Apr-2008","UNION BANK OF INDIA","50"
"VOLTAS","21-Apr-2008","VOLTAS LTD","750"
"WIPRO","21-Apr-2008","WIPRO LTD","120"
"WWIL","21-Apr-2008","WIRE &amp; WIRELESS (I) LTD.","7750"
"YESBANK","21-Apr-2008","YES BANK LIMITED","156"
"ABAN","21-Apr-2008","ABAN OFFSHORE LTD.","1"
"ANDHRABANK","21-Apr-2008","ANDHRA BANK","4"
"APIL","21-Apr-2008","ALSTOM PROJECTS INDIA LTD","5"
"APTECHT","21-Apr-2008","APTECH LIMITED","80"
"ARVINDMILL","21-Apr-2008","ARVIND MILLS LTD","50"
"AUROPHARMA","21-Apr-2008","AUROBINDO PHARMA LTD","15"
"AXISBANK","21-Apr-2008","AXIS BANK LIMITED","530"
"BAJAJHIND","21-Apr-2008","BAJAJ HINDUSTAN LTD","368"
"BAJAJHLDNG","21-Apr-2008","BAJAJ HOLDINGS &amp; INVS LTD","10"
"BALRAMCHIN","21-Apr-2008","BALRAMPUR CHINI MILLS LTD","2534"
"BANKBARODA","21-Apr-2008","BANK OF BARODA","150"
"BANKINDIA","21-Apr-2008","BANK OF INDIA","75"
"BEL","21-Apr-2008","BHARAT ELECTRONICS LTD","50"
"BEML","21-Apr-2008","BEML LIMITED","3"
"BHARTIARTL","21-Apr-2008","BHARTI AIRTEL LIMITED","80"
"BHEL","21-Apr-2008","BHEL","5"
"BIOCON","21-Apr-2008","BIOCON LIMITED.","225"
"BIRLAJUTE","21-Apr-2008","BIRLA CORPORATION LTD","500"
"BOMDYEING","21-Apr-2008","BOMBAY DYEING &amp; MFG. CO L","308"
"CAIRN","21-Apr-2008","CAIRN INDIA LIMITED","84"
"CANBK","21-Apr-2008","CANARA BANK","50"
"CENTURYTEX","21-Apr-2008","CENTURY TEXTILES LTD","68"
"CHAMBLFERT","21-Apr-2008","CHAMBAL FERTILIZERS LTD","661"
"CIPLA","21-Apr-2008","CIPLA LTD","42"
"CROMPGREAV","21-Apr-2008","CROMPTON GREAVES LTD","150"
"DLF","21-Apr-2008","DLF LIMITED","15"
"EDUCOMP","21-Apr-2008","EDUCOMP SOLUTIONS LTD","63"
"ESCORTS","21-Apr-2008","ESCORTS INDIA LTD","100"
"ESSAROIL","21-Apr-2008","ESSAR OIL LTD","1120"
"GDL","21-Apr-2008","GATEWAY DISTRIPARKS LTD.","39"
"GTL","21-Apr-2008","GTL LTD","10"
"HCLTECH","21-Apr-2008","HCL TECHNOLOGIES LTD","200"
"HDFCBANK","21-Apr-2008","HDFC BANK LTD","120"
"HDIL","21-Apr-2008","HOUSING DEV &amp; INFRA LTD","200"
"HINDALCO","21-Apr-2008","HINDALCO  INDUSTRIES  LTD","487"
"HINDOILEXP","21-Apr-2008","HINDUSTAN OIL EXPLORATION","3"
"ICICIBANK","21-Apr-2008","ICICI BANK LTD.","612"
"IDFC","21-Apr-2008","INFRA. DEV. FIN. CO. LTD","200"
"IFCI","21-Apr-2008","IFCI LTD","55"
"INDUSINDBK","21-Apr-2008","INDUSIND BANK LIMITED","399"
"INFOSYSTCH","21-Apr-2008","INFOSYS TECHNOLOGIES LTD","59"
"IRB","21-Apr-2008","IRB INFRA DEV LTD.","164"
"ISPATIND","22-Apr-2008","ISPAT INDUSTRIES LIMITED","20055"
"JINDALSTEL","22-Apr-2008","JINDAL STEEL &amp; POWER LTD","175"
"JPASSOCIAT","22-Apr-2008","JAIPRAKASH ASSOCIATES LTD","2534"
"JPHYDRO","22-Apr-2008","JAIPRAKASH HYDROPOW LTD.","250"
"LICHSGFIN","22-Apr-2008","LIC HOUSING FINANCE LTD","5"
"LITL","22-Apr-2008","LANCO INFRATECH LTD.","328"
"LT","22-Apr-2008","LARSEN &amp; TOUBRO LTD.","171"
"MRPL","22-Apr-2008","MRPL","64"
"MTNL","22-Apr-2008","MAHANAGAR TELEPHONE NIGAM","25"
"NAGARFERT","22-Apr-2008","NAGARJUNA FERTILIZERS LTD","27345"
"NETWORK18","22-Apr-2008","NETWORK 18 FINCAP LTD.","5"
"NEYVELILIG","22-Apr-2008","NEYVELI LIGNITE CORPORATI","650"
"NTPC","22-Apr-2008","NTPC LTD","100"
"ORCHIDCHEM","22-Apr-2008","ORCHID CHEMICALS LTD","617"
"PATNI","22-Apr-2008","PATNI COMPUTER SYST LTD","1"
"PENINLAND","22-Apr-2008","PENINSULA LAND LIMITED","265"
"PETRONET","22-Apr-2008","PETRONET LNG LIMITED","460"
"POLARIS","22-Apr-2008","POLARIS SOFTWARE LAB LTD","504"
"POWERGRID","22-Apr-2008","POWER GRID CORP. LTD.","425"
"PUNJLLOYD","22-Apr-2008","PUNJ LLOYD LIMITED","2"
"RAJESHEXPO","22-Apr-2008","RAJESH EXPORTS LTD","550"
"RANBAXY","22-Apr-2008","RANBAXY LABS LTD","36"
"RCOM","22-Apr-2008","RELIANCE COMMUNICATIONS L","51"
"RELCAPITAL","22-Apr-2008","RELIANCE CAPITAL LTD","163"
"RELIANCE","22-Apr-2008","RELIANCE INDUSTRIES LTD","25"
"RENUKA","22-Apr-2008","SHREE RENUKA SUGARS LTD","125"
"RNRL","22-Apr-2008","REL. NAT. RESOURCES LTD.","10703"
"ROLTA","22-Apr-2008","ROLTA INDIA LTD","35"
"RPL","22-Apr-2008","RELIANCE PETROLEUM LTD.","13"
"RPOWER","22-Apr-2008","RELIANCE POWER LTD.","65"
"SAIL","22-Apr-2008","STEEL AUTHORITY OF INDIA","344"
"SASKEN","22-Apr-2008","SASKEN COMMU TECHNO LTD","200"
"SATYAMCOMP","22-Apr-2008","SATYAM COMPUTER SERVICES","11"
"SESAGOA","22-Apr-2008","SESA GOA LTD","53"
"SKUMARSYNF","22-Apr-2008","S KUMARS NATIONWIDE LTD","211"
"SOBHA","22-Apr-2008","SOBHA DEVELOPERS LTD","50"
"SRF","22-Apr-2008","SRF LTD","8"
"SUZLON","22-Apr-2008","SUZLON ENERGY LIMITED","133"
"TATACHEM","22-Apr-2008","TATA CHEMICALS LTD","100"
"TATAMOTORS","22-Apr-2008","TATA MOTORS LIMITED","26"
"TATAPOWER","22-Apr-2008","TATA POWER CO LTD","5"
"TATASTEEL","22-Apr-2008","TATA STEEL LIMITED","85"
"TCS","22-Apr-2008","TATA CONSULTANCY SERV LT","38"
"TTML","22-Apr-2008","TATA TELESERV(MAHARASTRA)","1553"
"UNIONBANK","22-Apr-2008","UNION BANK OF INDIA","2"
"UNITECH","22-Apr-2008","UNITECH LTD","955"
"VOLTAS","22-Apr-2008","VOLTAS LTD","100"
"WIPRO","22-Apr-2008","WIPRO LTD","135"
"WWIL","22-Apr-2008","WIRE &amp; WIRELESS (I) LTD.","10"
"ABAN","22-Apr-2008","ABAN OFFSHORE LTD.","19"
"ACC","22-Apr-2008","ACC LIMITED","5"
"ADLABSFILM","22-Apr-2008","ADLABS FILMS LTD","285"
"APIL","22-Apr-2008","ALSTOM PROJECTS INDIA LTD","5"
"AXISBANK","22-Apr-2008","AXIS BANK LIMITED","36"
"BAJAJHIND","22-Apr-2008","BAJAJ HINDUSTAN LTD","25"
"BAJAJHLDNG","22-Apr-2008","BAJAJ HOLDINGS &amp; INVS LTD","10"
"BALRAMCHIN","22-Apr-2008","BALRAMPUR CHINI MILLS LTD","250"
"BATAINDIA","22-Apr-2008","BATA INDIA LTD","14"
"BEML","22-Apr-2008","BEML LIMITED","6"
"BHEL","22-Apr-2008","BHEL","254"
"BINDALAGRO","22-Apr-2008","OSWAL CHEM. &amp; FERT. LTD.","100"
"BONGAIREFN","22-Apr-2008","BONGAIGAON REFINERY LTD","225"
"BRIGADE","22-Apr-2008","BRIGADE ENTER. LTD","500"
"CHAMBLFERT","22-Apr-2008","CHAMBAL FERTILIZERS LTD","5616"
"CIPLA","22-Apr-2008","CIPLA LTD","20"
"DCB","22-Apr-2008","DEVELOP CREDIT BANK LTD","199"
"DIVISLAB","22-Apr-2008","DIVI'S LABORATORIES LTD","20"
"DLF","22-Apr-2008","DLF LIMITED","334"
"EDELWEISS","22-Apr-2008","EDELWEISS CAP LTD","73"
"EDUCOMP","22-Apr-2008","EDUCOMP SOLUTIONS LTD","44"
"ESSAROIL","22-Apr-2008","ESSAR OIL LTD","146"
"GMRINFRA","22-Apr-2008","GMR INFRASTRUCTURE LTD.","1910"
"GUJALKALI","22-Apr-2008","GUJARAT ALKALIES &amp; CHEM","125"
"HCC","22-Apr-2008","HINDUSTAN CONSTRUCTION CO","6"
"HCLTECH","22-Apr-2008","HCL TECHNOLOGIES LTD","10"
"HDFC","22-Apr-2008","HDFC LTD","22"
"HDFCBANK","22-Apr-2008","HDFC BANK LTD","41"
"HDIL","22-Apr-2008","HOUSING DEV &amp; INFRA LTD","166"
"HINDALCO","22-Apr-2008","HINDALCO  INDUSTRIES  LTD","225"
"HINDPETRO","22-Apr-2008","HINDUSTAN PETROLEUM CORP","20"
"ICICIBANK","22-Apr-2008","ICICI BANK LTD.","679"
"IDBI","22-Apr-2008","INDUS DEV BANK OF IND LTD","2010"
"IDEA","22-Apr-2008","IDEA CELLULAR LIMITED","560"
"IFCI","22-Apr-2008","IFCI LTD","30177"
"INDHOTEL","22-Apr-2008","INDIAN HOTELS CO LTD","10"
"INDIACEM","22-Apr-2008","INDIA CEMENTS LTD","25"
"INDIAINFO","22-Apr-2008","INDIA INFOLINE LIMITED","13"
"INFOSYSTCH","22-Apr-2008","INFOSYS TECHNOLOGIES LTD","503"
"NTPC","23-Apr-2008","NTPC LTD","35"
"ORCHIDCHEM","23-Apr-2008","ORCHID CHEMICALS LTD","342"
"PARSVNATH","23-Apr-2008","PARSVNATH DEVELOPER LTD","10"
"PETRONET","23-Apr-2008","PETRONET LNG LIMITED","40"
"POWERGRID","23-Apr-2008","POWER GRID CORP. LTD.","50"
"PRAJIND","23-Apr-2008","PRAJ INDUSTRIES LTD","476"
"RCOM","23-Apr-2008","RELIANCE COMMUNICATIONS L","221"
"REL","23-Apr-2008","RELIANCE ENERGY LTD","25"
"RELCAPITAL","23-Apr-2008","RELIANCE CAPITAL LTD","49"
"RELIANCE","23-Apr-2008","RELIANCE INDUSTRIES LTD","11"
"RENUKA","23-Apr-2008","SHREE RENUKA SUGARS LTD","1832"
"RNRL","23-Apr-2008","REL. NAT. RESOURCES LTD.","466"
"ROLTA","23-Apr-2008","ROLTA INDIA LTD","10"
"RPL","23-Apr-2008","RELIANCE PETROLEUM LTD.","1695"
"SAIL","23-Apr-2008","STEEL AUTHORITY OF INDIA","300"
"SASKEN","23-Apr-2008","SASKEN COMMU TECHNO LTD","188"
"SATYAMCOMP","23-Apr-2008","SATYAM COMPUTER SERVICES","50"
"SESAGOA","23-Apr-2008","SESA GOA LTD","165"
"SKUMARSYNF","23-Apr-2008","S KUMARS NATIONWIDE LTD","40"
"SUZLON","23-Apr-2008","SUZLON ENERGY LIMITED","5"
"TATAMOTORS","23-Apr-2008","TATA MOTORS LIMITED","10"
"TATASTEEL","23-Apr-2008","TATA STEEL LIMITED","237"
"TCS","23-Apr-2008","TATA CONSULTANCY SERV LT","51"
"TVSMOTOR","23-Apr-2008","TVS MOTOR COMPANY  LTD","500"
"UNIONBANK","23-Apr-2008","UNION BANK OF INDIA","9"
"UNITECH","23-Apr-2008","UNITECH LTD","74"
"VOLTAS","23-Apr-2008","VOLTAS LTD","210"
"WIPRO","23-Apr-2008","WIPRO LTD","592"
"WWIL","23-Apr-2008","WIRE &amp; WIRELESS (I) LTD.","1955"
"YESBANK","23-Apr-2008","YES BANK LIMITED","25"
"ACC","23-Apr-2008","ACC LIMITED","85"
"ARVINDMILL","23-Apr-2008","ARVIND MILLS LTD","3250"
"ASHOKLEY","23-Apr-2008","ASHOK LEYLAND LTD","721"
"AXISBANK","23-Apr-2008","AXIS BANK LIMITED","122"
"BAJAJHIND","23-Apr-2008","BAJAJ HINDUSTAN LTD","50"
"BAJAJHLDNG","23-Apr-2008","BAJAJ HOLDINGS &amp; INVS LTD","2"
"BALRAMCHIN","23-Apr-2008","BALRAMPUR CHINI MILLS LTD","114"
"BANKINDIA","23-Apr-2008","BANK OF INDIA","10"
"BIOCON","23-Apr-2008","BIOCON LIMITED.","100"
"BIRLAJUTE","23-Apr-2008","BIRLA CORPORATION LTD","307"
"BOMDYEING","23-Apr-2008","BOMBAY DYEING &amp; MFG. CO L","90"
"BPCL","23-Apr-2008","BHARAT PETROLEUM CORP  LT","10"
"CHAMBLFERT","23-Apr-2008","CHAMBAL FERTILIZERS LTD","12"
"CIPLA","23-Apr-2008","CIPLA LTD","9"
"CROMPGREAV","23-Apr-2008","CROMPTON GREAVES LTD","20"
"DLF","23-Apr-2008","DLF LIMITED","50"
"EDUCOMP","23-Apr-2008","EDUCOMP SOLUTIONS LTD","10"
"EKC","23-Apr-2008","EVEREST KANTO CYLINDERLTD","10"
"ESSAROIL","23-Apr-2008","ESSAR OIL LTD","550"
"GMRINFRA","23-Apr-2008","GMR INFRASTRUCTURE LTD.","200"
"HCC","23-Apr-2008","HINDUSTAN CONSTRUCTION CO","200"
"HDFCBANK","23-Apr-2008","HDFC BANK LTD","11"
"HDIL","23-Apr-2008","HOUSING DEV &amp; INFRA LTD","134"
"HINDALCO","23-Apr-2008","HINDALCO  INDUSTRIES  LTD","87"
"HINDUNILVR","23-Apr-2008","HINDUSTAN UNILEVER LTD.","100"
"HOTELEELA","23-Apr-2008","HOTEL LEELA VENTURES LTD","1150"
"ICICIBANK","23-Apr-2008","ICICI BANK LTD.","182"
"IDEA","23-Apr-2008","IDEA CELLULAR LIMITED","50"
"IDFC","23-Apr-2008","INFRA. DEV. FIN. CO. LTD","1"
"IFCI","23-Apr-2008","IFCI LTD","567"
"INFOSYSTCH","23-Apr-2008","INFOSYS TECHNOLOGIES LTD","492"
"ISPATIND","23-Apr-2008","ISPAT INDUSTRIES LIMITED","6490"
"IVRCLINFRA","23-Apr-2008","IVRCL INFRAST &amp; PROJ LTD.","100"
"JINDALSTEL","23-Apr-2008","JINDAL STEEL &amp; POWER LTD","107"
"JPASSOCIAT","23-Apr-2008","JAIPRAKASH ASSOCIATES LTD","462"
"JPHYDRO","23-Apr-2008","JAIPRAKASH HYDROPOW LTD.","20"
"LT","23-Apr-2008","LARSEN &amp; TOUBRO LTD.","8"
"MRPL","23-Apr-2008","MRPL","347"
"NAGARFERT","23-Apr-2008","NAGARJUNA FERTILIZERS LTD","352"
"NATIONALUM","23-Apr-2008","NATIONAL ALUMINIUM CO LTD","31"
"NEYVELILIG","23-Apr-2008","NEYVELI LIGNITE CORPORATI","50"
"NIITTECH","23-Apr-2008","NIIT TECHNOLOGIES LTD","2"
"RELCAPITAL","24-Apr-2008","RELIANCE CAPITAL LTD","50"
"BRIGADE","24-Apr-2008","BRIGADE ENTER. LTD","30"
"RNRL","24-Apr-2008","REL. NAT. RESOURCES LTD.","684"
"RPL","24-Apr-2008","RELIANCE PETROLEUM LTD.","15"
"RPOWER","24-Apr-2008","RELIANCE POWER LTD.","7"
"SAIL","24-Apr-2008","STEEL AUTHORITY OF INDIA","25"
"SBIN","24-Apr-2008","STATE BANK OF INDIA","35"
"SESAGOA","24-Apr-2008","SESA GOA LTD","189"
"SRF","24-Apr-2008","SRF LTD","55"
"TATACOMM","24-Apr-2008","TATA COMMUNICATIONS LTD","1049"
"TATAMOTORS","24-Apr-2008","TATA MOTORS LIMITED","150"
"TCS","24-Apr-2008","TATA CONSULTANCY SERV LT","5"
"TVSMOTOR","24-Apr-2008","TVS MOTOR COMPANY  LTD","60"
"UNITECH","24-Apr-2008","UNITECH LTD","159"
"WIPRO","24-Apr-2008","WIPRO LTD","72"
"ZEEL","24-Apr-2008","ZEE ENTERTAINMENT ENT LTD","1"
"DCB","24-Apr-2008","DEVELOP CREDIT BANK LTD","5"
"DLF","24-Apr-2008","DLF LIMITED","13"
"EDELWEISS","24-Apr-2008","EDELWEISS CAP LTD","50"
"EDUCOMP","24-Apr-2008","EDUCOMP SOLUTIONS LTD","103"
"ESSAROIL","24-Apr-2008","ESSAR OIL LTD","550"
"GDL","24-Apr-2008","GATEWAY DISTRIPARKS LTD.","80"
"GMRINFRA","24-Apr-2008","GMR INFRASTRUCTURE LTD.","215"
"GUJALKALI","24-Apr-2008","GUJARAT ALKALIES &amp; CHEM","6"
"HDFC","24-Apr-2008","HDFC LTD","5"
"HDFCBANK","24-Apr-2008","HDFC BANK LTD","6"
"HDIL","24-Apr-2008","HOUSING DEV &amp; INFRA LTD","10"
"HINDALCO","24-Apr-2008","HINDALCO  INDUSTRIES  LTD","29"
"HINDOILEXP","24-Apr-2008","HINDUSTAN OIL EXPLORATION","50"
"HINDUNILVR","24-Apr-2008","HINDUSTAN UNILEVER LTD.","75"
"ICICIBANK","24-Apr-2008","ICICI BANK LTD.","86"
"IDBI","24-Apr-2008","INDUS DEV BANK OF IND LTD","337"
"IDFC","24-Apr-2008","INFRA. DEV. FIN. CO. LTD","3"
"IFCI","24-Apr-2008","IFCI LTD","1950"
"INDHOTEL","24-Apr-2008","INDIAN HOTELS CO LTD","4"
"INDIAINFO","24-Apr-2008","INDIA INFOLINE LIMITED","13"
"INFOSYSTCH","24-Apr-2008","INFOSYS TECHNOLOGIES LTD","255"
"ISPATIND","24-Apr-2008","ISPAT INDUSTRIES LIMITED","800"
"JINDALSTEL","24-Apr-2008","JINDAL STEEL &amp; POWER LTD","2"
"JPASSOCIAT","24-Apr-2008","JAIPRAKASH ASSOCIATES LTD","575"
"JPHYDRO","24-Apr-2008","JAIPRAKASH HYDROPOW LTD.","750"
"JSWSTEEL","24-Apr-2008","JSW STEEL LIMITED","2"
"LAXMIMACH","24-Apr-2008","LAKSHMI MACHINES LTD","3"
"LT","24-Apr-2008","LARSEN &amp; TOUBRO LTD.","7"
"NAGARFERT","24-Apr-2008","NAGARJUNA FERTILIZERS LTD","1459"
"NTPC","24-Apr-2008","NTPC LTD","120"
"OMAXE","24-Apr-2008","OMAXE LIMITED","300"
"ORCHIDCHEM","24-Apr-2008","ORCHID CHEMICALS LTD","301"
"PETRONET","24-Apr-2008","PETRONET LNG LIMITED","200"
"PNB","24-Apr-2008","PUNJAB NATIONAL BANK","15"
"POLARIS","24-Apr-2008","POLARIS SOFTWARE LAB LTD","260"
"POWERGRID","24-Apr-2008","POWER GRID CORP. LTD.","200"
"RAJESHEXPO","24-Apr-2008","RAJESH EXPORTS LTD","24"
"CIPLA","24-Apr-2008","CIPLA LTD","3"
"APIL","24-Apr-2008","ALSTOM PROJECTS INDIA LTD","5"
"ASHOKLEY","24-Apr-2008","ASHOK LEYLAND LTD","300"
"AXISBANK","24-Apr-2008","AXIS BANK LIMITED","10"
"BAJAJHIND","24-Apr-2008","BAJAJ HINDUSTAN LTD","5"
"BALLARPUR","24-Apr-2008","BALLARPUR INDUSTRIES LTD","100"
"BHEL","24-Apr-2008","BHEL","30"
"BIOCON","24-Apr-2008","BIOCON LIMITED.","5"
"BIRLAJUTE","24-Apr-2008","BIRLA CORPORATION LTD","107"
"BRFL","24-Apr-2008","BOMBAY RAYON FASHIONS LTD","650"
"RELIANCE","24-Apr-2008","RELIANCE INDUSTRIES LTD","70"
"BANKINDIA","25-Apr-2008","BANK OF INDIA","90"
"BATAINDIA","25-Apr-2008","BATA INDIA LTD","100"
"BHARTIARTL","25-Apr-2008","BHARTI AIRTEL LIMITED","894"
"BHEL","25-Apr-2008","BHEL","80"
"BIRLAJUTE","25-Apr-2008","BIRLA CORPORATION LTD","25"
"BOSCHLTD","25-Apr-2008","BOSCH LIMITED","1"
"BPCL","25-Apr-2008","BHARAT PETROLEUM CORP  LT","921"
"CANBK","25-Apr-2008","CANARA BANK","10"
"CENTURYTEX","25-Apr-2008","CENTURY TEXTILES LTD","10"
"CHAMBLFERT","25-Apr-2008","CHAMBAL FERTILIZERS LTD","2472"
"CORPBANK","25-Apr-2008","CORPORATION BANK","1"
"DENABANK","25-Apr-2008","DENA BANK","150"
"DLF","25-Apr-2008","DLF LIMITED","2"
"EDUCOMP","25-Apr-2008","EDUCOMP SOLUTIONS LTD","25"
"EKC","25-Apr-2008","EVEREST KANTO CYLINDERLTD","10"
"ESSAROIL","25-Apr-2008","ESSAR OIL LTD","45"
"GBN","25-Apr-2008","GLOBAL BROADCAST NEWS LTD","50"
"GESHIP","25-Apr-2008","THE GE SHPG.LTD","150"
"GMRINFRA","25-Apr-2008","GMR INFRASTRUCTURE LTD.","444"
"GNFC","25-Apr-2008","GUJARAT NARMADA FERT. CO","85"
"HCC","25-Apr-2008","HINDUSTAN CONSTRUCTION CO","200"
"HDFC","25-Apr-2008","HDFC LTD","23"
"HDFCBANK","25-Apr-2008","HDFC BANK LTD","68"
"HDIL","25-Apr-2008","HOUSING DEV &amp; INFRA LTD","240"
"HEROHONDA","25-Apr-2008","HERO HONDA MOTORS LTD","23"
"HINDUNILVR","25-Apr-2008","HINDUSTAN UNILEVER LTD.","21"
"HOTELEELA","25-Apr-2008","HOTEL LEELA VENTURES LTD","12"
"ICICIBANK","25-Apr-2008","ICICI BANK LTD.","470"
"IDBI","25-Apr-2008","INDUS DEV BANK OF IND LTD","100"
"IDEA","25-Apr-2008","IDEA CELLULAR LIMITED","1396"
"IDFC","25-Apr-2008","INFRA. DEV. FIN. CO. LTD","5"
"IFCI","25-Apr-2008","IFCI LTD","3185"
"INDIAINFO","25-Apr-2008","INDIA INFOLINE LIMITED","30"
"INDUSINDBK","25-Apr-2008","INDUSIND BANK LIMITED","344"
"INFOSYSTCH","25-Apr-2008","INFOSYS TECHNOLOGIES LTD","85"
"ISPATIND","25-Apr-2008","ISPAT INDUSTRIES LIMITED","1260"
"JINDALSTEL","25-Apr-2008","JINDAL STEEL &amp; POWER LTD","146"
"JPASSOCIAT","25-Apr-2008","JAIPRAKASH ASSOCIATES LTD","335"
"JPHYDRO","25-Apr-2008","JAIPRAKASH HYDROPOW LTD.","150"
"KOTAKBANK","25-Apr-2008","KOTAK MAHINDRA BANK LTD","300"
"KPIT","25-Apr-2008","KPIT CUMMINS INFOSYSTEMS","10"
"LAXMIMACH","25-Apr-2008","LAKSHMI MACHINES LTD","25"
"LITL","25-Apr-2008","LANCO INFRATECH LTD.","25"
"LT","25-Apr-2008","LARSEN &amp; TOUBRO LTD.","21"
"MRPL","25-Apr-2008","MRPL","40"
"MTNL","25-Apr-2008","MAHANAGAR TELEPHONE NIGAM","300"
"NAGARFERT","25-Apr-2008","NAGARJUNA FERTILIZERS LTD","14001"
"NEYVELILIG","25-Apr-2008","NEYVELI LIGNITE CORPORATI","100"
"NTPC","25-Apr-2008","NTPC LTD","47"
"ONGC","25-Apr-2008","OIL AND NATURAL GAS CORP.","10"
"ORCHIDCHEM","25-Apr-2008","ORCHID CHEMICALS LTD","658"
"PFC","25-Apr-2008","POWER FIN CORP LTD.","50"
"PNB","25-Apr-2008","PUNJAB NATIONAL BANK","24"
"PRAJIND","25-Apr-2008","PRAJ INDUSTRIES LTD","568"
"PUNJLLOYD","25-Apr-2008","PUNJ LLOYD LIMITED","590"
"RANBAXY","25-Apr-2008","RANBAXY LABS LTD","10"
"RCOM","25-Apr-2008","RELIANCE COMMUNICATIONS L","1931"
"RECLTD","25-Apr-2008","RURAL ELEC CORP. LTD.","125"
"REL","25-Apr-2008","RELIANCE ENERGY LTD","1411"
"RELCAPITAL","25-Apr-2008","RELIANCE CAPITAL LTD","508"
"RELIANCE","25-Apr-2008","RELIANCE INDUSTRIES LTD","100"
"RENUKA","25-Apr-2008","SHREE RENUKA SUGARS LTD","175"
"RNRL","25-Apr-2008","REL. NAT. RESOURCES LTD.","12130"
"ROLTA","25-Apr-2008","ROLTA INDIA LTD","90"
"RPL","25-Apr-2008","RELIANCE PETROLEUM LTD.","532"
"RPOWER","25-Apr-2008","RELIANCE POWER LTD.","2907"
"SAIL","25-Apr-2008","STEEL AUTHORITY OF INDIA","75"
