"Symbol","Date","Security Name","Quantity"
"CIPLA","03-Apr-2018","CIPLA LTD","41000"
"INDUSINDBK","03-Apr-2018","INDUSIND BANK LIMITED","33300"
"KOTAKBANK","04-Apr-2018","KOTAK MAHINDRA BANK LTD","3104"
"CIPLA","04-Apr-2018","CIPLA LTD","56924"
"BERGEPAINT","04-Apr-2018","BERGER PAINTS (I) LIMITED","2200"
"KOTAKBANK","05-Apr-2018","KOTAK MAHINDRA BANK LTD","34400"
"TCS","05-Apr-2018","TATA CONSULTANCY SERV LT","2000"
"INDUSINDBK","05-Apr-2018","INDUSIND BANK LIMITED","44700"
"HINDUNILVR","05-Apr-2018","HINDUSTAN UNILEVER LTD.","44400"
"BEPL","05-Apr-2018","BHANSALI ENGINEERING POLYMERS LIMITED","149"
"BAJFINANCE","05-Apr-2018","BAJAJ FINANCE LIMITED","12268"
"BAJAJFINSV","06-Apr-2018","BAJAJ FINSERV LIMITED","61500"
"AXISBANK","09-Apr-2018","AXIS BANK LIMITED","200400"
"HDFCBANK","10-Apr-2018","HDFC BANK LTD","21500"
"AXISBANK","10-Apr-2018","AXIS BANK LIMITED","399600"
"INDUSINDBK","10-Apr-2018","INDUSIND BANK LIMITED","900"
"TECHM","11-Apr-2018","TECH MAHINDRA LIMITED","30000"
"HDFCBANK","11-Apr-2018","HDFC BANK LTD","28500"
"BERGEPAINT","11-Apr-2018","BERGER PAINTS (I) LIMITED","35200"
"ASIANPAINT","11-Apr-2018","ASIAN PAINTS LIMITED","5400"
"KOTAKBANK","12-Apr-2018","KOTAK MAHINDRA BANK LTD","40800"
"PHILIPCARB","13-Apr-2018","PHILLIPS CARBON BLACK LIMITED","90"
"INDUSINDBK","13-Apr-2018","INDUSIND BANK LIMITED","12300"
"KOTAKBANK","13-Apr-2018","KOTAK MAHINDRA BANK LTD","41600"
"KOTAKBANK","16-Apr-2018","KOTAK MAHINDRA BANK LTD","27200"
"INFY","17-Apr-2018","INFOSYS TECHNOLOGIES LTD","108600"
"INDUSINDBK","17-Apr-2018","INDUSIND BANK LIMITED","900"
"INFY","18-Apr-2018","INFOSYS TECHNOLOGIES LTD","101400"
"INDUSINDBK","18-Apr-2018","INDUSIND BANK LIMITED","3900"
"LT","19-Apr-2018","LARSEN &amp; TOUBRO LTD.","117000"
"INDUSINDBK","19-Apr-2018","INDUSIND BANK LIMITED","28500"
"INFY","19-Apr-2018","INFOSYS TECHNOLOGIES LTD","169800"
"OIL","20-Apr-2018","OIL INDIA LTD","10197"
"INFY","20-Apr-2018","INFOSYS TECHNOLOGIES LTD","153000"
"INDUSINDBK","23-Apr-2018","INDUSIND BANK LIMITED","28200"
"INFY","23-Apr-2018","INFOSYS TECHNOLOGIES LTD","66600"
"KOTAKBANK","25-Apr-2018","KOTAK MAHINDRA BANK LTD","16800"
"SRF","25-Apr-2018","SRF LTD","5845"
"LT","25-Apr-2018","LARSEN &amp; TOUBRO LTD.","65250"
"HDFCBANK","26-Apr-2018","HDFC BANK LTD","72500"
"KOTAKBANK","26-Apr-2018","KOTAK MAHINDRA BANK LTD","195200"
"TCS","26-Apr-2018","TATA CONSULTANCY SERV LT","20000"
"INFY","30-Apr-2018","INFOSYS TECHNOLOGIES LTD","109200"
"LT","02-May-2018","LARSEN &amp; TOUBRO LTD.","22500"
"KOTAKBANK","02-May-2018","KOTAK MAHINDRA BANK LTD","104000"
"INFY","02-May-2018","INFOSYS TECHNOLOGIES LTD","107400"
"ASIANPAINT","02-May-2018","ASIAN PAINTS LIMITED","16200"
"INFY","03-May-2018","INFOSYS TECHNOLOGIES LTD","16200"
"HDFCBANK","04-May-2018","HDFC BANK LTD","10000"
"KOTAKBANK","07-May-2018","KOTAK MAHINDRA BANK LTD","117068"
"INDUSINDBK","07-May-2018","INDUSIND BANK LIMITED","3900"
"HDFCBANK","08-May-2018","HDFC BANK LTD","50000"
"ICICIBANK","08-May-2018","ICICI BANK LTD.","159500"
"KOTAKBANK","08-May-2018","KOTAK MAHINDRA BANK LTD","70400"
"PHILIPCARB","09-May-2018","PHILLIPS CARBON BLACK LIMITED","125"
"ICICIBANK","09-May-2018","ICICI BANK LTD.","90750"
"ASIANPAINT","10-May-2018","ASIAN PAINTS LIMITED","27000"
"INDUSINDBK","10-May-2018","INDUSIND BANK LIMITED","900"
"ICICIBANK","10-May-2018","ICICI BANK LTD.","261250"
"EMAMILTD","11-May-2018","EMAMI LIMITED","47"
"AUBANK","11-May-2018","AU SMALL FINANCE BANK LIMITED","49"
"ERIS","11-May-2018","ERIS LIFESCIENCES LIMITED","17"
"FINCABLES","11-May-2018","FINOLEX CABLES LTD","2"
"VTL","11-May-2018","VARDHMAN TEXTILES LIMITED    ","22"
"TVTODAY","11-May-2018","TV TODAY NETWORK LTD","30"
"TRENT","11-May-2018","TRENT LIMITED","23"
"THERMAX","11-May-2018","THERMAX LTD","2"
"SUNDRMFAST","11-May-2018","SUNDRAM FASTENERS LTD    ","78"
"NAUKRI","11-May-2018","INFO EDGE (I) LTD","3"
"MINDAIND","11-May-2018","MINDA INDUSTRIES LIMITED","4"
"MANPASAND","11-May-2018","MANPASAND BEVERAGES LTD.    ","17"
"KOTAKBANK","11-May-2018","KOTAK MAHINDRA BANK LTD","5600"
"ICICIBANK","11-May-2018","ICICI BANK LTD.","24750"
"GUJFLUORO","11-May-2018","GUJFLUORO","24"
"GUJALKALI","11-May-2018","GUJARAT ALKALIES &amp; CHEM","4"
"LT","14-May-2018","LARSEN &amp; TOUBRO LTD.","10"
"KOTAKBANK","15-May-2018","KOTAK MAHINDRA BANK LTD","8800"
"TVSMOTOR","16-May-2018","TVS MOTOR COMPANY  LTD","100000"
"COLPAL","16-May-2018","COLGATE PALMOLIVE LTD.","25200"
"CIPLA","16-May-2018","CIPLA LTD","10000"
"KOTAKBANK","18-May-2018","KOTAK MAHINDRA BANK LTD","24000"
"COLPAL","18-May-2018","COLGATE PALMOLIVE LTD.","2100"
"COLPAL","21-May-2018","COLGATE PALMOLIVE LTD.","8400"
"COLPAL","22-May-2018","COLGATE PALMOLIVE LTD.","7000"
"HDFCBANK","23-May-2018","HDFC BANK LTD","22000"
"INDUSINDBK","24-May-2018","INDUSIND BANK LIMITED","19800"
"HDFCBANK","24-May-2018","HDFC BANK LTD","6500"
"KOTAKBANK","24-May-2018","KOTAK MAHINDRA BANK LTD","98400"
"INFY","25-May-2018","INFOSYS TECHNOLOGIES LTD","3000"
"INFY","28-May-2018","INFOSYS TECHNOLOGIES LTD","36000"
"PIDILITIND","28-May-2018","PIDILITE INDUSTRIES LIMITED","50000"
"HDFCBANK","28-May-2018","HDFC BANK LTD","29000"
"IBVENTURES","28-May-2018","INDIABULLS VENTURES LIMITED","441"
"INDUSINDBK","28-May-2018","INDUSIND BANK LIMITED","600"
"TVSMOTOR","29-May-2018","TVS MOTOR COMPANY  LTD","21000"
"PIDILITIND","29-May-2018","PIDILITE INDUSTRIES LIMITED","72000"
"LT","29-May-2018","LARSEN &amp; TOUBRO LTD.","93000"
"INFY","29-May-2018","INFOSYS TECHNOLOGIES LTD","25200"
"COLPAL","29-May-2018","COLGATE PALMOLIVE LTD.","95987"
"NBVENTURES","30-May-2018","NAVA BHARAT VENTURES LIMI","105"
"TVSMOTOR","30-May-2018","TVS MOTOR COMPANY  LTD","111000"
"KOTAKBANK","30-May-2018","KOTAK MAHINDRA BANK LTD","63025"
"HDFCBANK","30-May-2018","HDFC BANK LTD","33000"
"COALINDIA","30-May-2018","COALINDIA","343200"
"BERGEPAINT","31-May-2018","BERGER PAINTS (I) LIMITED","35200"
"COLPAL","31-May-2018","COLGATE PALMOLIVE LTD.","30100"
"INFIBEAM","31-May-2018","INFIBEAM INCORP. LIMITED    ","252000"
"KOTAKBANK","31-May-2018","KOTAK MAHINDRA BANK LTD","104975"
"POWERGRID","31-May-2018","POWER GRID CORP. LTD.","785011"
"COALINDIA","01-Jun-2018","COALINDIA","55000"
"ICICIBANK","01-Jun-2018","ICICI BANK LTD.","397040"
"INFIBEAM","01-Jun-2018","INFIBEAM INCORP. LIMITED    ","36000"
"LT","01-Jun-2018","LARSEN &amp; TOUBRO LTD.","13500"
"TVSMOTOR","01-Jun-2018","TVS MOTOR COMPANY  LTD","2000"
"HDFCBANK","04-Jun-2018","HDFC BANK LTD","191500"
"ICICIBANK","04-Jun-2018","ICICI BANK LTD.","242000"
"IOC","04-Jun-2018","INDIAN OIL CORP LTD","21000"
"IOC","05-Jun-2018","INDIAN OIL CORP LTD","162000"
"CIPLA","06-Jun-2018","CIPLA LTD","96000"
"AVANTIFEED","06-Jun-2018","AVANTI FEEDS LIMITED","2"
"INDIGO","06-Jun-2018","INTERGLOBE AVIATION LTD  ","7200"
"PHILIPCARB","06-Jun-2018","PHILLIPS CARBON BLACK LIMITED","102"
"RAIN","06-Jun-2018","RAIN INDUSTRIES LIMITED","338"
"RAIN","07-Jun-2018","RAIN INDUSTRIES LIMITED","267"
"IBVENTURES","07-Jun-2018","INDIABULLS VENTURES LIMITED","387"
"DBL","07-Jun-2018","DILIP BUILDCON LIMITED","33"
"TATASTEEL","08-Jun-2018","TATA STEEL LIMITED","1202"
"INFY","11-Jun-2018","INFOSYS TECHNOLOGIES LTD","10200"
"CIPLA","11-Jun-2018","CIPLA LTD","55000"
"BAJFINANCE","11-Jun-2018","BAJAJ FINANCE LIMITED","48500"
"INDUSINDBK","12-Jun-2018","INDUSIND BANK LIMITED","49200"
"SBIN","13-Jun-2018","STATE BANK OF INDIA","360000"
"KOTAKBANK","13-Jun-2018","KOTAK MAHINDRA BANK LTD","26400"
"VENKEYS","14-Jun-2018","VENKY'S (INDIA) LIMITED","2"
"HDFCBANK","15-Jun-2018","HDFC BANK LTD","6000"
"HDFCBANK","19-Jun-2018","HDFC BANK LTD","7500"
"TVSMOTOR","19-Jun-2018","TVS MOTOR COMPANY  LTD","7000"
"VOLTAS","21-Jun-2018","VOLTAS LTD","19000"
"MANPASAND","21-Jun-2018","MANPASAND BEVERAGES LTD.    ","51"
"BERGEPAINT","21-Jun-2018","BERGER PAINTS (I) LIMITED","44000"
"VENKEYS","22-Jun-2018","VENKY'S (INDIA) LIMITED","13"
"MANPASAND","22-Jun-2018","MANPASAND BEVERAGES LTD.    ","104"
"BPCL","22-Jun-2018","BHARAT PETROLEUM CORP  LT","18000"
"BERGEPAINT","22-Jun-2018","BERGER PAINTS (I) LIMITED","11000"
"INFY","25-Jun-2018","INFOSYS TECHNOLOGIES LTD","49200"
"HDFCBANK","25-Jun-2018","HDFC BANK LTD","500"
"GAIL","25-Jun-2018","GAIL (INDIA) LTD","5334"
"BERGEPAINT","25-Jun-2018","BERGER PAINTS (I) LIMITED","2200"
"JPASSOCIAT","26-Jun-2018","JAIPRAKASH ASSOCIATES LTD","1"
"GAIL","26-Jun-2018","GAIL (INDIA) LTD","21336"
"COALINDIA","26-Jun-2018","COALINDIA","81400"
"BPCL","26-Jun-2018","BHARAT PETROLEUM CORP  LT","138600"
"ULTRACEMCO","26-Jun-2018","ULTRATECH CEMENT LIMITED","24200"
"VOLTAS","26-Jun-2018","VOLTAS LTD","138000"
"BPCL","27-Jun-2018","BHARAT PETROLEUM CORP  LT","66600"
"COALINDIA","27-Jun-2018","COALINDIA","215600"
"HDFCBANK","27-Jun-2018","HDFC BANK LTD","8000"
"ULTRACEMCO","27-Jun-2018","ULTRATECH CEMENT LIMITED","13200"
"VOLTAS","27-Jun-2018","VOLTAS LTD","15000"
"INFY","28-Jun-2018","INFOSYS TECHNOLOGIES LTD","72000"
"VOLTAS","28-Jun-2018","VOLTAS LTD","1000"
"IOC","29-Jun-2018","INDIAN OIL CORP LTD","417000"
"NTPC","29-Jun-2018","NTPC LTD","4000"
"POWERGRID","29-Jun-2018","POWER GRID CORP. LTD.","20000"
"ULTRACEMCO","29-Jun-2018","ULTRATECH CEMENT LIMITED","18400"
"GRAPHITE","29-Jun-2018","GRAPHITE INDIA LIMITED","146"
"INFY","02-Jul-2018","INFOSYS TECHNOLOGIES LTD","171600"
"GRAPHITE","02-Jul-2018","GRAPHITE INDIA LIMITED","248"
"BHARTIARTL","02-Jul-2018","BHARTI AIRTEL LIMITED","546"
"GRAPHITE","03-Jul-2018","GRAPHITE INDIA LIMITED","246"
"MANPASAND","03-Jul-2018","MANPASAND BEVERAGES LTD.    ","96"
"DBL","04-Jul-2018","DILIP BUILDCON LIMITED","126"
"PRAKASH","04-Jul-2018","PRAKASH INDUSTRIES LIMITED","589"
"AMARAJABAT","05-Jul-2018","AMARA RAJA BATTERIES LIMITED","7000"
"ULTRACEMCO","05-Jul-2018","ULTRATECH CEMENT LIMITED","19200"
"VTL","09-Jul-2018","VARDHMAN TEXTILES LIMITED    ","13"
"HDFCBANK","09-Jul-2018","HDFC BANK LTD","33000"
"GRAPHITE","09-Jul-2018","GRAPHITE INDIA LIMITED","256"
"DBL","09-Jul-2018","DILIP BUILDCON LIMITED","133"
"DBL","10-Jul-2018","DILIP BUILDCON LIMITED","121"
"HINDZINC","10-Jul-2018","HINDUSTAN ZINC LIMITED","22400"
"HDFCBANK","10-Jul-2018","HDFC BANK LTD","57000"
"DBL","11-Jul-2018","DILIP BUILDCON LIMITED","3"
"HINDUNILVR","12-Jul-2018","HINDUSTAN UNILEVER LTD.","4800"
"VOLTAS","13-Jul-2018","VOLTAS LTD","4000"
"HINDZINC","16-Jul-2018","HINDUSTAN ZINC LIMITED","76800"
"MANPASAND","17-Jul-2018","MANPASAND BEVERAGES LTD.    ","8"
"ULTRACEMCO","18-Jul-2018","ULTRATECH CEMENT LIMITED","10000"
"INFIBEAM","20-Jul-2018","INFIBEAM INCORP. LIMITED    ","140000"
"ULTRACEMCO","24-Jul-2018","ULTRATECH CEMENT LIMITED","10600"
"RADICO","24-Jul-2018","RADICO KHAITAN LIMITED","259"
"DBL","24-Jul-2018","DILIP BUILDCON LIMITED","142"
"HDFC","25-Jul-2018","HDFC LTD","21900"
"DBL","25-Jul-2018","DILIP BUILDCON LIMITED","100"
"DBL","26-Jul-2018","DILIP BUILDCON LIMITED","93"
"HDFC","27-Jul-2018","HDFC LTD","80300"
"ITC","27-Jul-2018","ITC LTD","254400"
"RADICO","27-Jul-2018","RADICO KHAITAN LIMITED","170"
"MANPASAND","27-Jul-2018","MANPASAND BEVERAGES LTD.    ","753"
"SBIN","30-Jul-2018","STATE BANK OF INDIA","279000"
"HDFC","30-Jul-2018","HDFC LTD","43800"
"KOTAKBANK","30-Jul-2018","KOTAK MAHINDRA BANK LTD","172000"
"PRAKASH","31-Jul-2018","PRAKASH INDUSTRIES LIMITED","953"
"MANPASAND","31-Jul-2018","MANPASAND BEVERAGES LTD.    ","75"
"HSCL","31-Jul-2018","HIMADRI SPECIALITY CHEMICAL LIMITED","520"
"DBL","31-Jul-2018","DILIP BUILDCON LIMITED","53"
"CHENNPETRO","31-Jul-2018","CHENNAI PETROLEUM CORP LT","1500"
"AXISBANK","31-Jul-2018","AXIS BANK LIMITED","48000"
"VENKEYS","31-Jul-2018","VENKY'S (INDIA) LIMITED","3"
"MANPASAND","02-Aug-2018","MANPASAND BEVERAGES LTD.    ","47"
"VENKEYS","02-Aug-2018","VENKY'S (INDIA) LIMITED","31"
"TCS","03-Aug-2018","TATA CONSULTANCY SERV LT","23000"
"MANPASAND","03-Aug-2018","MANPASAND BEVERAGES LTD.    ","84"
"EXIDEIND","03-Aug-2018","EXIDE INDUSTRIES LTD","24"
"EXIDEIND","06-Aug-2018","EXIDE INDUSTRIES LTD","24"
"MANPASAND","06-Aug-2018","MANPASAND BEVERAGES LTD.    ","57"
"AXISBANK","06-Aug-2018","AXIS BANK LIMITED","50400"
"TORNTPHARM","07-Aug-2018","TORRENT PHARMACEUTICALS L","10000"
"CIPLA","07-Aug-2018","CIPLA LTD","294000"
"MANPASAND","07-Aug-2018","MANPASAND BEVERAGES LTD.    ","8"
"ULTRACEMCO","09-Aug-2018","ULTRATECH CEMENT LIMITED","39600"
"SBIN","09-Aug-2018","STATE BANK OF INDIA","456000"
"LUPIN","09-Aug-2018","LUPIN LIMITED","945000"
"HINDUNILVR","09-Aug-2018","HINDUSTAN UNILEVER LTD.","31200"
"HINDUNILVR","10-Aug-2018","HINDUSTAN UNILEVER LTD.","43200"
"SBIN","10-Aug-2018","STATE BANK OF INDIA","6000"
"ULTRACEMCO","10-Aug-2018","ULTRATECH CEMENT LIMITED","363000"
"LUPIN","13-Aug-2018","LUPIN LIMITED","2800"
"LUPIN","14-Aug-2018","LUPIN LIMITED","2800"
"BERGEPAINT","20-Aug-2018","BERGER PAINTS (I) LIMITED","24200"
"MERCK","20-Aug-2018","MERCK LIMITED","8"
"HDFC","21-Aug-2018","HDFC LTD","21600"
"HDFC","23-Aug-2018","HDFC LTD","29200"
"LICHSGFIN","27-Aug-2018","LIC HOUSING FINANCE LTD","57200"
"INDUSINDBK","27-Aug-2018","INDUSIND BANK LIMITED","13800"
"ADANITRANS","27-Aug-2018","ADANITRANS","424"
"PAGEIND","27-Aug-2018","PAGE INDUSTRIES LTD","250"
"VIPIND","27-Aug-2018","VIP INDUSTRIES LTD","131"
"BERGEPAINT","29-Aug-2018","BERGER PAINTS (I) LIMITED","46411"
"IGL","30-Aug-2018","INDRAPRASTHA GAS LTD","38500"
"KOTAKBANK","30-Aug-2018","KOTAK MAHINDRA BANK LTD","138400"
"ICICIBANK","31-Aug-2018","ICICI BANK LTD.","176000"
"ITC","31-Aug-2018","ITC LTD","921600"
"KOTAKBANK","31-Aug-2018","KOTAK MAHINDRA BANK LTD","61600"
"POWERGRID","31-Aug-2018","POWER GRID CORP. LTD.","112000"
"ITC","03-Sep-2018","ITC LTD","163200"
"BERGEPAINT","04-Sep-2018","BERGER PAINTS (I) LIMITED","8800"
"HDFC","05-Sep-2018","HDFC LTD","31147"
"LT","05-Sep-2018","LARSEN &amp; TOUBRO LTD.","14250"
"INFY","07-Sep-2018","INFOSYS TECHNOLOGIES LTD","8400"
"CIPLA","10-Sep-2018","CIPLA LTD","124854"
"ASIANPAINT","11-Sep-2018","ASIAN PAINTS LIMITED","33700"
"CIPLA","11-Sep-2018","CIPLA LTD","175001"
"NTPC","11-Sep-2018","NTPC LTD","10800"
"ITC","12-Sep-2018","ITC LTD","324000"
"HEROMOTOCO","12-Sep-2018","HERO MOTOCORP LTD","5200"
"VIPIND","14-Sep-2018","VIP INDUSTRIES LTD","48"
"CIPLA","17-Sep-2018","CIPLA LTD","17000"
"VENKEYS","17-Sep-2018","VENKY'S (INDIA) LIMITED","16"
"TATAMTRDVR","18-Sep-2018","TATA MOTORS DVR 'A' ORD","5600"
"HDFC","21-Sep-2018","HDFC LTD","7300"
"TATASTEEL","21-Sep-2018","TATA STEEL LIMITED","2000"
"AMARAJABAT","21-Sep-2018","AMARA RAJA BATTERIES LIMITED","10678"
"ALBK","21-Sep-2018","ALLAHABAD BANK","253000"
"DCBBANK","21-Sep-2018","DCB BANK LIMITED","13500"
"ASIANPAINT","24-Sep-2018","ASIAN PAINTS LIMITED","3544"
"CIPLA","26-Sep-2018","CIPLA LTD","87000"
"ASIANPAINT","27-Sep-2018","ASIAN PAINTS LIMITED","39600"
"MERCK","03-Oct-2018","MERCK LIMITED","12"
"MERCK","09-Oct-2018","MERCK LIMITED","10"
"VIPIND","10-Oct-2018","VIP INDUSTRIES LTD","204"
"HEG","10-Oct-2018","HEG LIMITED","51"
"IBREALEST","10-Oct-2018","INDIABULLS REAL EST. LTD","755"
"MERCK","10-Oct-2018","MERCK LIMITED","13"
"ASIANPAINT","12-Oct-2018","ASIAN PAINTS LIMITED","57600"
"KOTAKBANK","12-Oct-2018","KOTAK MAHINDRA BANK LTD","545600"
"HDFCBANK","12-Oct-2018","HDFC BANK LTD","116500"
"CENTRALBK","15-Oct-2018","CENTRAL BANK OF INDIA","279"
"KOTAKBANK","15-Oct-2018","KOTAK MAHINDRA BANK LTD","75200"
"CENTRALBK","16-Oct-2018","CENTRAL BANK OF INDIA","583"
"VMART","16-Oct-2018","V-MART RETAIL LIMITED","12"
"VIPIND","16-Oct-2018","VIP INDUSTRIES LTD","161"
"KOTAKBANK","17-Oct-2018","KOTAK MAHINDRA BANK LTD","42400"
"VIPIND","19-Oct-2018","VIP INDUSTRIES LTD","149"
"ICICIBANK","23-Oct-2018","ICICI BANK LTD.","1100"
"ACC","24-Oct-2018","ACC LIMITED","8000"
"RBLBANK","24-Oct-2018","RBL BANK LIMITED    ","24000"
"KOTAKBANK","24-Oct-2018","KOTAK MAHINDRA BANK LTD","31200"
"AMARAJABAT","24-Oct-2018","AMARA RAJA BATTERIES LIMITED","28700"
"DHFL","24-Oct-2018","DEWAN HOUSING FINANCE CORPORATION LIMITED","1500"
"DCBBANK","25-Oct-2018","DCB BANK LIMITED","72000"
"HINDZINC","25-Oct-2018","HINDUSTAN ZINC LIMITED","9600"
"ICICIBANK","25-Oct-2018","ICICI BANK LTD.","2750"
"MERCK","26-Oct-2018","MERCK LIMITED","4"
"ICICIBANK","26-Oct-2018","ICICI BANK LTD.","27500"
"IOC","26-Oct-2018","INDIAN OIL CORP LTD","102000"
"EDELWEISS","29-Oct-2018","EDELWEISS FIN SERV LTD","5"
"VMART","29-Oct-2018","V-MART RETAIL LIMITED","15"
"VIPIND","29-Oct-2018","VIP INDUSTRIES LTD","179"
"IBREALEST","29-Oct-2018","INDIABULLS REAL EST. LTD","386"
"VOLTAS","30-Oct-2018","VOLTAS LTD","10000"
"VMART","30-Oct-2018","V-MART RETAIL LIMITED","7"
"EDELWEISS","30-Oct-2018","EDELWEISS FIN SERV LTD","125"
"ASIANPAINT","31-Oct-2018","ASIAN PAINTS LIMITED","1800"
