"Symbol","Date","Security Name","Quantity"
"KOTAKBANK","04-Feb-2013","KOTAK MAHINDRA BANK LTD","5500"
"YESBANK","04-Feb-2013","YES BANK LIMITED","2000"
"ULTRACEMCO","04-Feb-2013","ULTRATECH CEMENT LIMITED","9500"
"TATAMTRDVR","04-Feb-2013","TATA MOTORS DVR 'A' ORD","75191"
"INDUSINDBK","04-Feb-2013","INDUSIND BANK LIMITED","822"
"BAJAJ-AUTO","04-Feb-2013","BAJAJ AUTO LIMITED","250"
"ASIANPAINT","05-Feb-2013","ASIAN PAINTS LIMITED","5000"
"ULTRACEMCO","05-Feb-2013","ULTRATECH CEMENT LIMITED","13500"
"ULTRACEMCO","06-Feb-2013","ULTRATECH CEMENT LIMITED","5375"
"INFY","06-Feb-2013","INFOSYS TECHNOLOGIES LTD","11250"
"ASIANPAINT","06-Feb-2013","ASIAN PAINTS LIMITED","3375"
"BHUSANSTL","06-Feb-2013","BHUSHAN STEEL LIMITED","1016"
"BATAINDIA","06-Feb-2013","BATA INDIA LTD","21000"
"MARUTI","07-Feb-2013","MARUTI SUZUKI INDIA LTD.","25"
"ASIANPAINT","07-Feb-2013","ASIAN PAINTS LIMITED","1500"
"BHEL","07-Feb-2013","BHEL","227390"
"YESBANK","08-Feb-2013","YES BANK LIMITED","37000"
"ULTRACEMCO","08-Feb-2013","ULTRATECH CEMENT LIMITED","3799"
"LT","08-Feb-2013","LARSEN &amp; TOUBRO LTD.","1500"
"BHEL","08-Feb-2013","BHEL","206000"
"TCS","08-Feb-2013","TATA CONSULTANCY SERV LT","14250"
"BHEL","11-Feb-2013","BHEL","145994"
"TCS","11-Feb-2013","TATA CONSULTANCY SERV LT","250"
"ULTRACEMCO","11-Feb-2013","ULTRATECH CEMENT LIMITED","3009"
"AXISBANK","11-Feb-2013","AXIS BANK LIMITED","6500"
"ADANIPORTS","11-Feb-2013","ADANI PORT &amp; SEZ LTD","44000"
"ADANIPORTS","12-Feb-2013","ADANI PORT &amp; SEZ LTD","2000"
"BHEL","12-Feb-2013","BHEL","8576"
"ULTRACEMCO","12-Feb-2013","ULTRATECH CEMENT LIMITED","125"
"TCS","13-Feb-2013","TATA CONSULTANCY SERV LT","14103"
"INFY","13-Feb-2013","INFOSYS TECHNOLOGIES LTD","250"
"BHEL","13-Feb-2013","BHEL","12000"
"ULTRACEMCO","13-Feb-2013","ULTRATECH CEMENT LIMITED","2875"
"ADANIPORTS","14-Feb-2013","ADANI PORT &amp; SEZ LTD","130000"
"BHEL","14-Feb-2013","BHEL","20500"
"ULTRACEMCO","14-Feb-2013","ULTRATECH CEMENT LIMITED","125"
"HINDUNILVR","14-Feb-2013","HINDUSTAN UNILEVER LTD.","4000"
"TCS","15-Feb-2013","TATA CONSULTANCY SERV LT","4500"
"AXISBANK","15-Feb-2013","AXIS BANK LIMITED","6750"
"BHEL","15-Feb-2013","BHEL","50"
"MARUTI","15-Feb-2013","MARUTI SUZUKI INDIA LTD.","10750"
"TATAMOTORS","15-Feb-2013","TATA MOTORS LIMITED","5000"
"HINDUNILVR","18-Feb-2013","HINDUSTAN UNILEVER LTD.","500"
"TCS","18-Feb-2013","TATA CONSULTANCY SERV LT","750"
"ASIANPAINT","19-Feb-2013","ASIAN PAINTS LIMITED","250"
"ASIANPAINT","20-Feb-2013","ASIAN PAINTS LIMITED","625"
"TCS","20-Feb-2013","TATA CONSULTANCY SERV LT","2500"
"AXISBANK","21-Feb-2013","AXIS BANK LIMITED","500"
"BHEL","21-Feb-2013","BHEL","52000"
"HINDUNILVR","21-Feb-2013","HINDUSTAN UNILEVER LTD.","3000"
"TCS","21-Feb-2013","TATA CONSULTANCY SERV LT","250"
"HAVELLS","22-Feb-2013","HAVELLS INDIA LIMITED","9171"
"AMBUJACEM","25-Feb-2013","AMBUJA CEMENTS LTD","60000"
"ASIANPAINT","25-Feb-2013","ASIAN PAINTS LIMITED","125"
"TITAN","25-Feb-2013","TITAN INDUSTRIES LTD","12000"
"TCS","25-Feb-2013","TATA CONSULTANCY SERV LT","6250"
"HAVELLS","25-Feb-2013","HAVELLS INDIA LIMITED","2940"
"HAVELLS","26-Feb-2013","HAVELLS INDIA LIMITED","1000"
"BHEL","26-Feb-2013","BHEL","97103"
"TCS","26-Feb-2013","TATA CONSULTANCY SERV LT","250"
"BHEL","27-Feb-2013","BHEL","37000"
"HAVELLS","27-Feb-2013","HAVELLS INDIA LIMITED","3500"
"TITAN","27-Feb-2013","TITAN INDUSTRIES LTD","5000"
"BHEL","28-Feb-2013","BHEL","85293"
"TITAN","28-Feb-2013","TITAN INDUSTRIES LTD","1000"
"HEROMOTOCO","01-Mar-2013","HERO MOTOCORP LTD","2125"
"MARUTI","01-Mar-2013","MARUTI SUZUKI INDIA LTD.","6250"
"TECHM","01-Mar-2013","TECH MAHINDRA LIMITED","10500"
"ULTRACEMCO","01-Mar-2013","ULTRATECH CEMENT LIMITED","14625"
"GAIL","01-Mar-2013","GAIL (INDIA) LTD","15000"
"HAVELLS","04-Mar-2013","HAVELLS INDIA LIMITED","9000"
"MARUTI","04-Mar-2013","MARUTI SUZUKI INDIA LTD.","7500"
"HAVELLS","05-Mar-2013","HAVELLS INDIA LIMITED","587"
"MARUTI","05-Mar-2013","MARUTI SUZUKI INDIA LTD.","9231"
"ULTRACEMCO","05-Mar-2013","ULTRATECH CEMENT LIMITED","10000"
"GAIL","06-Mar-2013","GAIL (INDIA) LTD","2000"
"MARUTI","06-Mar-2013","MARUTI SUZUKI INDIA LTD.","28000"
"ULTRACEMCO","06-Mar-2013","ULTRATECH CEMENT LIMITED","875"
"BANKINDIA","06-Mar-2013","BANK OF INDIA","50"
"INFY","07-Mar-2013","INFOSYS TECHNOLOGIES LTD","5125"
"ULTRACEMCO","07-Mar-2013","ULTRATECH CEMENT LIMITED","17362"
"HAVELLS","07-Mar-2013","HAVELLS INDIA LIMITED","450"
"ASIANPAINT","07-Mar-2013","ASIAN PAINTS LIMITED","1000"
"LT","08-Mar-2013","LARSEN &amp; TOUBRO LTD.","5250"
"ULTRACEMCO","11-Mar-2013","ULTRATECH CEMENT LIMITED","11294"
"BHEL","11-Mar-2013","BHEL","3000"
"M&amp;M","12-Mar-2013","MAHINDRA &amp; MAHINDRA LTD","10000"
"BHEL","12-Mar-2013","BHEL","946"
"HINDUNILVR","13-Mar-2013","HINDUSTAN UNILEVER LTD.","10000"
"BHEL","13-Mar-2013","BHEL","79686"
"ULTRACEMCO","14-Mar-2013","ULTRATECH CEMENT LIMITED","125"
"BANKINDIA","14-Mar-2013","BANK OF INDIA","25000"
"LT","14-Mar-2013","LARSEN &amp; TOUBRO LTD.","6000"
"BHEL","14-Mar-2013","BHEL","36785"
"BHEL","15-Mar-2013","BHEL","13779"
"LT","15-Mar-2013","LARSEN &amp; TOUBRO LTD.","3500"
"SAIL","15-Mar-2013","STEEL AUTHORITY OF INDIA","30461"
"MARUTI","15-Mar-2013","MARUTI SUZUKI INDIA LTD.","9240"
"ASIANPAINT","15-Mar-2013","ASIAN PAINTS LIMITED","2875"
"MARUTI","18-Mar-2013","MARUTI SUZUKI INDIA LTD.","750"
"ASIANPAINT","18-Mar-2013","ASIAN PAINTS LIMITED","250"
"SAIL","18-Mar-2013","STEEL AUTHORITY OF INDIA","4000"
"SBIN","19-Mar-2013","STATE BANK OF INDIA","1125"
"GAIL","19-Mar-2013","GAIL (INDIA) LTD","23000"
"SAIL","19-Mar-2013","STEEL AUTHORITY OF INDIA","16000"
"SBIN","20-Mar-2013","STATE BANK OF INDIA","250"
"ULTRACEMCO","20-Mar-2013","ULTRATECH CEMENT LIMITED","2742"
"SAIL","20-Mar-2013","STEEL AUTHORITY OF INDIA","208971"
"MARUTI","20-Mar-2013","MARUTI SUZUKI INDIA LTD.","3750"
"ULTRACEMCO","21-Mar-2013","ULTRATECH CEMENT LIMITED","4128"
"SAIL","21-Mar-2013","STEEL AUTHORITY OF INDIA","78344"
"ONGC","21-Mar-2013","OIL AND NATURAL GAS CORP.","2600"
"ONGC","21-Mar-2013","OIL AND NATURAL GAS CORP.","2600"
"SAIL","21-Mar-2013","STEEL AUTHORITY OF INDIA","78344"
"ULTRACEMCO","21-Mar-2013","ULTRATECH CEMENT LIMITED","4128"
"HEROMOTOCO","21-Mar-2013","HERO MOTOCORP LTD","750"
"HEROMOTOCO","21-Mar-2013","HERO MOTOCORP LTD","750"
"HEROMOTOCO","22-Mar-2013","HERO MOTOCORP LTD","2125"
"ULTRACEMCO","22-Mar-2013","ULTRATECH CEMENT LIMITED","3247"
"HEROMOTOCO","25-Mar-2013","HERO MOTOCORP LTD","4926"
"INDUSINDBK","26-Mar-2013","INDUSIND BANK LIMITED","5964"
"HEROMOTOCO","26-Mar-2013","HERO MOTOCORP LTD","4872"
"BHEL","26-Mar-2013","BHEL","1000"
"ULTRACEMCO","26-Mar-2013","ULTRATECH CEMENT LIMITED","750"
"HEROMOTOCO","28-Mar-2013","HERO MOTOCORP LTD","375"
"BHEL","28-Mar-2013","BHEL","125000"
"LT","01-Apr-2013","LARSEN &amp; TOUBRO LTD.","250"
"M&amp;M","01-Apr-2013","MAHINDRA &amp; MAHINDRA LTD","4000"
"MARUTI","01-Apr-2013","MARUTI SUZUKI INDIA LTD.","250"
"LT","02-Apr-2013","LARSEN &amp; TOUBRO LTD.","250"
"ONGC","02-Apr-2013","OIL AND NATURAL GAS CORP.","100"
"BANKINDIA","02-Apr-2013","BANK OF INDIA","1000"
"ULTRACEMCO","02-Apr-2013","ULTRATECH CEMENT LIMITED","9628"
"HINDUNILVR","03-Apr-2013","HINDUSTAN UNILEVER LTD.","500"
"ULTRACEMCO","03-Apr-2013","ULTRATECH CEMENT LIMITED","5125"
"KOTAKBANK","03-Apr-2013","KOTAK MAHINDRA BANK LTD","34000"
"HAVELLS","04-Apr-2013","HAVELLS INDIA LIMITED","15500"
"LT","04-Apr-2013","LARSEN &amp; TOUBRO LTD.","250"
"ULTRACEMCO","04-Apr-2013","ULTRATECH CEMENT LIMITED","750"
"BANKINDIA","04-Apr-2013","BANK OF INDIA","3000"
"HEROMOTOCO","05-Apr-2013","HERO MOTOCORP LTD","125"
"HAVELLS","05-Apr-2013","HAVELLS INDIA LIMITED","7575"
"ULTRACEMCO","05-Apr-2013","ULTRATECH CEMENT LIMITED","8635"
"MARUTI","05-Apr-2013","MARUTI SUZUKI INDIA LTD.","20166"
"MARUTI","08-Apr-2013","MARUTI SUZUKI INDIA LTD.","14500"
"ULTRACEMCO","08-Apr-2013","ULTRATECH CEMENT LIMITED","375"
"BHEL","09-Apr-2013","BHEL","1000"
"ULTRACEMCO","09-Apr-2013","ULTRATECH CEMENT LIMITED","24750"
"ULTRACEMCO","10-Apr-2013","ULTRATECH CEMENT LIMITED","1145"
"BAJAJ-AUTO","10-Apr-2013","BAJAJ AUTO LIMITED","3493"
"GRASIM","10-Apr-2013","GRASIM INDUSTRIES LTD","5000"
"HEROMOTOCO","10-Apr-2013","HERO MOTOCORP LTD","6500"
"GRASIM","11-Apr-2013","GRASIM INDUSTRIES LTD","7750"
"BAJAJ-AUTO","11-Apr-2013","BAJAJ AUTO LIMITED","2750"
"ULTRACEMCO","11-Apr-2013","ULTRATECH CEMENT LIMITED","2250"
"BAJAJ-AUTO","12-Apr-2013","BAJAJ AUTO LIMITED","5000"
"AXISBANK","12-Apr-2013","AXIS BANK LIMITED","4500"
"SBIN","12-Apr-2013","STATE BANK OF INDIA","22750"
"GRASIM","15-Apr-2013","GRASIM INDUSTRIES LTD","3000"
"HINDUNILVR","15-Apr-2013","HINDUSTAN UNILEVER LTD.","20000"
"ULTRACEMCO","15-Apr-2013","ULTRATECH CEMENT LIMITED","8750"
"KOTAKBANK","16-Apr-2013","KOTAK MAHINDRA BANK LTD","5000"
"HDFCBANK","16-Apr-2013","HDFC BANK LTD","2500"
"ULTRACEMCO","16-Apr-2013","ULTRATECH CEMENT LIMITED","2750"
"LT","17-Apr-2013","LARSEN &amp; TOUBRO LTD.","9750"
"BAJAJ-AUTO","17-Apr-2013","BAJAJ AUTO LIMITED","1125"
"KOTAKBANK","17-Apr-2013","KOTAK MAHINDRA BANK LTD","2500"
"HDFCBANK","17-Apr-2013","HDFC BANK LTD","79500"
"BHEL","17-Apr-2013","BHEL","14000"
"AMBUJACEM","17-Apr-2013","AMBUJA CEMENTS LTD","14000"
"BAJAJ-AUTO","18-Apr-2013","BAJAJ AUTO LIMITED","3750"
"HDFCBANK","18-Apr-2013","HDFC BANK LTD","17500"
"HEROMOTOCO","18-Apr-2013","HERO MOTOCORP LTD","6250"
"LT","18-Apr-2013","LARSEN &amp; TOUBRO LTD.","40500"
"M&amp;M","18-Apr-2013","MAHINDRA &amp; MAHINDRA LTD","4500"
"AXISBANK","22-Apr-2013","AXIS BANK LIMITED","750"
"BAJAJ-AUTO","22-Apr-2013","BAJAJ AUTO LIMITED","23602"
"BANKINDIA","22-Apr-2013","BANK OF INDIA","61000"
"HEROMOTOCO","22-Apr-2013","HERO MOTOCORP LTD","15500"
"LT","22-Apr-2013","LARSEN &amp; TOUBRO LTD.","26000"
"M&amp;M","22-Apr-2013","MAHINDRA &amp; MAHINDRA LTD","500"
"BAJAJ-AUTO","23-Apr-2013","BAJAJ AUTO LIMITED","3250"
"SESAGOA","23-Apr-2013","SESA GOA LTD","157590"
"HEROMOTOCO","23-Apr-2013","HERO MOTOCORP LTD","2250"
"AXISBANK","23-Apr-2013","AXIS BANK LIMITED","1750"
"HEROMOTOCO","25-Apr-2013","HERO MOTOCORP LTD","1875"
"TCS","25-Apr-2013","TATA CONSULTANCY SERV LT","12689"
"SESAGOA","25-Apr-2013","SESA GOA LTD","52000"
"BANKINDIA","25-Apr-2013","BANK OF INDIA","9000"
"AXISBANK","25-Apr-2013","AXIS BANK LIMITED","30750"
"GRASIM","26-Apr-2013","GRASIM INDUSTRIES LTD","16000"
"TCS","26-Apr-2013","TATA CONSULTANCY SERV LT","117868"
"SESAGOA","26-Apr-2013","SESA GOA LTD","4000"
"BAJAJ-AUTO","29-Apr-2013","BAJAJ AUTO LIMITED","13627"
"TCS","29-Apr-2013","TATA CONSULTANCY SERV LT","14500"
"BAJAJ-AUTO","30-Apr-2013","BAJAJ AUTO LIMITED","5725"
"DRREDDY","30-Apr-2013","DR. REDDY'S LABORATORIES","3625"
"HDFCBANK","02-May-2013","HDFC BANK LTD","11000"
"BANKINDIA","02-May-2013","BANK OF INDIA","15651"
"COLPAL","02-May-2013","COLGATE PALMOLIVE LTD.","4000"
"TCS","02-May-2013","TATA CONSULTANCY SERV LT","35750"
"KOTAKBANK","02-May-2013","KOTAK MAHINDRA BANK LTD","36000"
"BANKINDIA","03-May-2013","BANK OF INDIA","136869"
"AMBUJACEM","03-May-2013","AMBUJA CEMENTS LTD","14000"
"ADANIPORTS","03-May-2013","ADANI PORT &amp; SEZ LTD","20000"
"BANKBARODA","03-May-2013","BANK OF BARODA","10500"
"RCOM","03-May-2013","RELIANCE COMMUNICATIONS L","40000"
"TCS","03-May-2013","TATA CONSULTANCY SERV LT","10000"
"BANKINDIA","06-May-2013","BANK OF INDIA","47914"
"TCS","06-May-2013","TATA CONSULTANCY SERV LT","10000"
"TATAMOTORS","06-May-2013","TATA MOTORS LIMITED","24000"
"BHARATFORG","07-May-2013","BHARAT FORGE LTD","36430"
"ULTRACEMCO","07-May-2013","ULTRATECH CEMENT LIMITED","500"
"TCS","07-May-2013","TATA CONSULTANCY SERV LT","3750"
"TATAMOTORS","07-May-2013","TATA MOTORS LIMITED","1000"
"KOTAKBANK","07-May-2013","KOTAK MAHINDRA BANK LTD","250"
"HEROMOTOCO","07-May-2013","HERO MOTOCORP LTD","2706"
"BHARTIARTL","07-May-2013","BHARTI AIRTEL LIMITED","10000"
"BANKINDIA","07-May-2013","BANK OF INDIA","3726"
"TCS","08-May-2013","TATA CONSULTANCY SERV LT","7750"
"RCOM","08-May-2013","RELIANCE COMMUNICATIONS L","4000"
"INDUSINDBK","08-May-2013","INDUSIND BANK LIMITED","7446"
"BHARATFORG","08-May-2013","BHARAT FORGE LTD","24539"
"HEROMOTOCO","08-May-2013","HERO MOTOCORP LTD","875"
"BANKINDIA","10-May-2013","BANK OF INDIA","20957"
"AXISBANK","10-May-2013","AXIS BANK LIMITED","4500"
"CANBK","10-May-2013","CANARA BANK","10413"
"TCS","10-May-2013","TATA CONSULTANCY SERV LT","250"
"INDUSINDBK","10-May-2013","INDUSIND BANK LIMITED","7500"
"ULTRACEMCO","10-May-2013","ULTRATECH CEMENT LIMITED","875"
"BANKBARODA","13-May-2013","BANK OF BARODA","395"
"BANKBARODA","14-May-2013","BANK OF BARODA","21356"
"KOTAKBANK","14-May-2013","KOTAK MAHINDRA BANK LTD","11500"
"TATAMOTORS","14-May-2013","TATA MOTORS LIMITED","8000"
"TCS","14-May-2013","TATA CONSULTANCY SERV LT","4750"
"TCS","15-May-2013","TATA CONSULTANCY SERV LT","14750"
"INDUSINDBK","15-May-2013","INDUSIND BANK LIMITED","54"
"KOTAKBANK","15-May-2013","KOTAK MAHINDRA BANK LTD","1500"
"OFSS","16-May-2013","Oracle Financial Services Software Limited","1493"
"KOTAKBANK","16-May-2013","KOTAK MAHINDRA BANK LTD","500"
"BANKBARODA","16-May-2013","BANK OF BARODA","6000"
"TCS","17-May-2013","TATA CONSULTANCY SERV LT","6250"
"ADANIPORTS","20-May-2013","ADANI PORT &amp; SEZ LTD","20000"
"BHEL","20-May-2013","BHEL","67000"
"CANBK","20-May-2013","CANARA BANK","500"
"DLF","20-May-2013","DLF LIMITED","19950"
"BHEL","22-May-2013","BHEL","210718"
"LT","24-May-2013","LARSEN &amp; TOUBRO LTD.","33250"
"SUNTV","28-May-2013","SUN TV NETWORK LIMITED","6500"
"TATAGLOBAL","28-May-2013","TATA GLOBAL BEVERAGES LTD","154784"
"TATAGLOBAL","29-May-2013","TATA GLOBAL BEVERAGES LTD","144657"
"BHEL","29-May-2013","BHEL","10000"
"HEROMOTOCO","29-May-2013","HERO MOTOCORP LTD","3500"
"LT","29-May-2013","LARSEN &amp; TOUBRO LTD.","250"
"LT","30-May-2013","LARSEN &amp; TOUBRO LTD.","3000"
"ULTRACEMCO","30-May-2013","ULTRATECH CEMENT LIMITED","875"
"HEROMOTOCO","03-Jun-2013","HERO MOTOCORP LTD","8497"
"HEROMOTOCO","04-Jun-2013","HERO MOTOCORP LTD","982"
"SUNTV","04-Jun-2013","SUN TV NETWORK LIMITED","3885"
"ULTRACEMCO","04-Jun-2013","ULTRATECH CEMENT LIMITED","125"
"ULTRACEMCO","05-Jun-2013","ULTRATECH CEMENT LIMITED","125"
"HEROMOTOCO","06-Jun-2013","HERO MOTOCORP LTD","500"
"ACC","06-Jun-2013","ACC LIMITED","4000"
"HEROMOTOCO","07-Jun-2013","HERO MOTOCORP LTD","3027"
"LT","11-Jun-2013","LARSEN &amp; TOUBRO LTD.","250"
"RCOM","11-Jun-2013","RELIANCE COMMUNICATIONS L","5765"
"RCOM","12-Jun-2013","RELIANCE COMMUNICATIONS L","257715"
"HEROMOTOCO","12-Jun-2013","HERO MOTOCORP LTD","9526"
"HEROMOTOCO","13-Jun-2013","HERO MOTOCORP LTD","6750"
"HEROMOTOCO","14-Jun-2013","HERO MOTOCORP LTD","1750"
"LT","14-Jun-2013","LARSEN &amp; TOUBRO LTD.","20000"
"LT","17-Jun-2013","LARSEN &amp; TOUBRO LTD.","9250"
"LT","18-Jun-2013","LARSEN &amp; TOUBRO LTD.","250"
"AMBUJACEM","19-Jun-2013","AMBUJA CEMENTS LTD","2000"
"AMBUJACEM","20-Jun-2013","AMBUJA CEMENTS LTD","28000"
"SBIN","21-Jun-2013","STATE BANK OF INDIA","5733"
"MARUTI","21-Jun-2013","MARUTI SUZUKI INDIA LTD.","6743"
"TCS","21-Jun-2013","TATA CONSULTANCY SERV LT","12000"
"TCS","24-Jun-2013","TATA CONSULTANCY SERV LT","50000"
"MARUTI","24-Jun-2013","MARUTI SUZUKI INDIA LTD.","43975"
"SESAGOA","25-Jun-2013","SESA GOA LTD","92000"
"TECHM","26-Jun-2013","TECH MAHINDRA LIMITED","34118"
"TCS","26-Jun-2013","TATA CONSULTANCY SERV LT","1500"
"MARUTI","26-Jun-2013","MARUTI SUZUKI INDIA LTD.","27136"
"LT","26-Jun-2013","LARSEN &amp; TOUBRO LTD.","20000"
"TECHM","27-Jun-2013","TECH MAHINDRA LIMITED","26000"
"AMBUJACEM","27-Jun-2013","AMBUJA CEMENTS LTD","6000"
"LT","27-Jun-2013","LARSEN &amp; TOUBRO LTD.","250"
"SESAGOA","27-Jun-2013","SESA GOA LTD","18000"
"TATAGLOBAL","27-Jun-2013","TATA GLOBAL BEVERAGES LTD","2000"
"TCS","27-Jun-2013","TATA CONSULTANCY SERV LT","61500"
"TECHM","28-Jun-2013","TECH MAHINDRA LIMITED","35000"
"AMBUJACEM","28-Jun-2013","AMBUJA CEMENTS LTD","6000"
"LT","28-Jun-2013","LARSEN &amp; TOUBRO LTD.","19250"
"SESAGOA","28-Jun-2013","SESA GOA LTD","18000"
"TATAGLOBAL","28-Jun-2013","TATA GLOBAL BEVERAGES LTD","2000"
"TCS","28-Jun-2013","TATA CONSULTANCY SERV LT","153000"
"AMBUJACEM","01-Jul-2013","AMBUJA CEMENTS LTD","2000"
"TCS","01-Jul-2013","TATA CONSULTANCY SERV LT","250"
"LT","02-Jul-2013","LARSEN &amp; TOUBRO LTD.","2000"
"TECHM","02-Jul-2013","TECH MAHINDRA LIMITED","4457"
"BHEL","02-Jul-2013","BHEL","58361"
"SESAGOA","02-Jul-2013","SESA GOA LTD","2000"
"TCS","03-Jul-2013","TATA CONSULTANCY SERV LT","7250"
"ADANIPOWER","03-Jul-2013","ADANI POWER LTD","24000"
"HEROMOTOCO","04-Jul-2013","HERO MOTOCORP LTD","7066"
"HEROMOTOCO","05-Jul-2013","HERO MOTOCORP LTD","963"
"ASIANPAINT","08-Jul-2013","ASIAN PAINTS LIMITED","375"
"BHEL","10-Jul-2013","BHEL","2000"
"KOTAKBANK","10-Jul-2013","KOTAK MAHINDRA BANK LTD","19274"
"TECHM","10-Jul-2013","TECH MAHINDRA LIMITED","1863"
"KOTAKBANK","11-Jul-2013","KOTAK MAHINDRA BANK LTD","8226"
"KOTAKBANK","12-Jul-2013","KOTAK MAHINDRA BANK LTD","5500"
"BAJAJ-AUTO","12-Jul-2013","BAJAJ AUTO LIMITED","1125"
"LT","15-Jul-2013","LARSEN &amp; TOUBRO LTD.","102048"
"BHEL","16-Jul-2013","BHEL","20000"
"HINDUNILVR","16-Jul-2013","HINDUSTAN UNILEVER LTD.","20500"
"BAJAJ-AUTO","16-Jul-2013","BAJAJ AUTO LIMITED","3750"
"AMBUJACEM","16-Jul-2013","AMBUJA CEMENTS LTD","16000"
"KOTAKBANK","17-Jul-2013","KOTAK MAHINDRA BANK LTD","5000"
"SESAGOA","17-Jul-2013","SESA GOA LTD","146000"
"AMBUJACEM","17-Jul-2013","AMBUJA CEMENTS LTD","118000"
"HINDUNILVR","17-Jul-2013","HINDUSTAN UNILEVER LTD.","31000"
"SESAGOA","18-Jul-2013","SESA GOA LTD","50776"
"KOTAKBANK","18-Jul-2013","KOTAK MAHINDRA BANK LTD","40000"
"AMBUJACEM","18-Jul-2013","AMBUJA CEMENTS LTD","128000"
"BAJAJ-AUTO","18-Jul-2013","BAJAJ AUTO LIMITED","125"
"BHEL","18-Jul-2013","BHEL","16000"
"SESAGOA","19-Jul-2013","SESA GOA LTD","24000"
"BAJAJ-AUTO","19-Jul-2013","BAJAJ AUTO LIMITED","1296"
"TCS","19-Jul-2013","TATA CONSULTANCY SERV LT","10000"
"TCS","22-Jul-2013","TATA CONSULTANCY SERV LT","2000"
"AXISBANK","23-Jul-2013","AXIS BANK LIMITED","6500"
"BANKBARODA","24-Jul-2013","BANK OF BARODA","5500"
"SESAGOA","24-Jul-2013","SESA GOA LTD","852"
"AXISBANK","24-Jul-2013","AXIS BANK LIMITED","6250"
"KOTAKBANK","25-Jul-2013","KOTAK MAHINDRA BANK LTD","2000"
"ULTRACEMCO","25-Jul-2013","ULTRATECH CEMENT LIMITED","26875"
"HINDUNILVR","25-Jul-2013","HINDUSTAN UNILEVER LTD.","185000"
"BAJAJ-AUTO","25-Jul-2013","BAJAJ AUTO LIMITED","2125"
"TCS","26-Jul-2013","TATA CONSULTANCY SERV LT","500"
"KOTAKBANK","26-Jul-2013","KOTAK MAHINDRA BANK LTD","1500"
"IFCI","26-Jul-2013","IFCI LTD","100"
